title,episodes,mark,score,is_finish,link,series_follow,follows,coins,likes,danmus,views,season_id,media_id,tags,comments,pub_date,intro
岸边露伴 一动也不动,全4话,独家,9.9分,1,https://www.bilibili.com/bangumi/play/ss38035,5456960,5195234,80729,272069,68459,9623839,38035,28233715,"['漫画改', '奇幻', '战斗']",12237,2021/2/20,本作是在「JOJO的奇妙冒险 不灭钻石」中登场的漫画家?岸边露伴，为了收集漫画的素材而前往各地后所遭遇的奇妙见闻集！
悠哉日常大王 第三季,更新至第8话,独家,9.9分,0,https://www.bilibili.com/bangumi/play/ss36204,1451833,1411113,197644,310024,125331,10507316,36204,28231846,"['漫画改', '日常', '萌系', '治愈']",13027,2021/1/11,「旭丘分校」的学生，仅有五人。虽然学年性格各不相同，但大家一起做菜、一起捉虫、一起试着练习乐器……春夏秋冬四季变换的乡村生活，一直都那么让人兴奋。虽然一如既往地平和，但在欢笑和感动当中，心中也变得温暖起来。悠哉悠哉的几位成员所度过的日常，再一次开始了。
Love Live! 学园偶像 电影,全1话,独家,9.9分,1,https://www.bilibili.com/bangumi/play/ss35182?theme=movie,1736399,1635618,39757,74315,36463,1552355,35182,28230704,"['原创', '校园', '偶像']",7772,2015/6/13,【本字幕由LoveEcho!字幕组协力译制】学园偶像们以演出角逐的大赛“LoveLive!”的上届优胜者μ's，由于三年级的毕业而决定活动结束，然而在毕业典礼后，μ's众人突然收到了一条消息，并由此展开了新的演唱会。与从未见过的世界接触，一点一点成长着的九个人。她们作为学园偶像，出现了最后能做到的事情。在有限的时间里，μ's所发现的最为愉悦的演唱会。
来自深渊 剧场版总集篇,全2话,独家,9.9分,1,https://www.bilibili.com/bangumi/play/ss34544,769704,318750,27130,55051,42657,2917411,34544,28230043,"['漫画改', '奇幻', '冒险', '架空']",7037,2019/1/4,在每一个角落都被探索完毕的世界中，唯一残留的秘境——大洞穴“深渊”。不知道延续到何方，深不见底的巨大纵向洞穴，栖息着奇妙奇怪的生物们，沉眠着现在的人类无法制造的贵重遗物。“深渊”那充满了不可思议的姿态吸引了人们，并驱使人们展开冒险。如此，多次挑战大洞穴的冒险者们，陆续得到了“探窟家”的名号。住在建造于深渊边缘的城镇“奥斯”的孤儿莉可，梦想着有朝一日成为母亲那样伟大的探窟家，并解开深渊的谜团。这样的某一天，莉可在探索深渊的途中，捡到了有着少年样貌的机器人……？
黄金神威 第三季,全12话,会员专享,9.9分,1,https://www.bilibili.com/bangumi/play/ss34419,603655,396107,61387,123413,68492,6466962,34419,28229888,"['漫画改', '冒险', '历史', '搞笑']",11369,2020/10/5,杉元能否与阿席莉帕重逢！？于极寒之地开启新局面的生存竞争，桦太篇开幕！！！网走监狱展开的激烈的攻防战之后，「不死之身」的杉元佐一与阿伊努族少女?阿席莉帕走散了。阿席莉帕与白石由竹一道，随着奇罗蓝克与尾形百之助前往了留有父亲足迹的地方?桦太。抢夺阿依努金块的罪魁祸首「野篦坊」如今已经死去，能破解谜题的只有其女阿席莉帕。奇罗蓝克的目的在于带上她与曾经的伙伴——极东俄罗斯的帕鲁其藏汇合。而另一边，与第七师团的鹤见中尉联手的杉元与谷垣源次郎要报名参加先遣队。与月岛中士及鲤登少尉一同向桦太出发。在这片北海道以...
请问您今天要来点兔子吗？BLOOM,全12话,独家,9.9分,1,https://www.bilibili.com/bangumi/play/ss34415,2603996,2436792,192323,383131,185623,11085063,34415,28229884,"['漫画改', '日常', '萌系', '治愈']",15429,2020/10/10,心爱在木造房屋小镇度过的第二个夏天即将结束，季节即将变成各种盛大活动满载的秋季。不论是在学校还是在Rabbit House，都有很多开心的事情！心爱、智乃以及大家都难以抑制对未来的期待……！
辉夜大小姐想让我告白？～天才们的恋爱头脑战～,全12话,独家,9.9分,1,https://www.bilibili.com/bangumi/play/ss32982,7700422,7089950,1928305,877696,3522496,170215233,32982,28228367,"['搞笑', '校园', '恋爱', '漫画改']",197820,2020/4/12,秀才所聚集的名校·秀知院学园，在那里的学生会相遇的副会长·四宫辉夜与会长·白银御行，是任何人都认为适合对方的两个天才，原以为他们马上就能交往了，但他们因为自尊心超强一直没能告白！！在“如何让对方告白”的恋爱头脑战中绞尽脑汁的2人，那种罕见的才智热暴走！！已经无法控制了！！恋爱使天才变成笨蛋！！新感觉“斗智”？爱情喜剧、再次开战！！
紫罗兰永恒花园外传：永远与自动手记人偶,2020-01-10上映,独家,9.9分,1,https://www.bilibili.com/bangumi/play/ss31779?theme=movie,6641109,5664637,351445,209957,469622,24268881,31779,28226644,"['剧情', '动画', '小说改']",81592,2020/1/10,某个大陆的、某个时代。大陆南北分割的战争结束了，世界走向了和平。在战争中作为军人的薇尔莉特?伊芙加登，怀抱着对她来说无比重要之人留下的“话语”，离开军队来到了大港口城市。踊跃的人群在排列着煤气灯的街道马路上来来往往地穿梭着。薇尔莉特在街道上找到了“代写书 信”的工作。那是根据委托人的想法来组织出相应语言的工作。她直面委托人、触碰着他们内心深处的坦率感情。与此同时，薇尔莉特在记录书信时，渐渐明白那“话语”的含义...
吹响吧！上低音号～誓言的终章～,全1话,独家,9.9分,1,https://www.bilibili.com/bangumi/play/ss28951?theme=movie,1421693,825068,46737,23908,105113,2642888,28951,28223448,"['日常', '校园', '励志', '音乐']",17235,2019/4/19,【故事接第二季后的完全新作】北宇治高中吹奏乐部去年顺利地在全日本吹奏乐大赛出场。升入二年级的黄前久美子，和三年级的加部友惠一起开始负责指导从四月开始新加入的一年级生们。是进入了全国大赛的学校，自然有很多一年级生入部。其中，有四名新生来到了低音声部。乍一看似乎毫无问题的久石奏。不融入周围的铃木美玲。想要和美玲做朋友的铃木五月。不提及自身事情的月永求。Sunrise祭、选拔赛、以及竞演会。以“全国大赛金奖”为目标的吹奏乐部，却接连发生了问题……！？北宇治高中吹奏乐部，风波不断的日子开始了！
吹响吧！上低音号 第二季,全13话,独家,9.9分,1,https://www.bilibili.com/bangumi/play/ss28937,1421693,892665,43536,22108,155833,4939379,28937,28223434,"['日常', '校园', '励志', '音乐']",15446,2016/10/5,吹奏乐竞赛京都府大赛。在那里漂亮地取得金奖的北宇治高中吹奏乐部，向着下一个舞台·强豪云集的关西大赛发起挑战……！
高分少女 第二季,全9话,独家,9.9分,1,https://www.bilibili.com/bangumi/play/ss28618,548680,548680,90448,33379,106659,8153133,28618,28222728,"['漫画改', '恋爱']",26091,2019/10/26,【本片该季度自#13起，#13-15话为OVA，不进行跟播】喜欢游戏的少年，因为游戏与少女相遇。对胜利的渴望，对技术的追求，对自尊的维护，在游戏中心孕育的友情与爱慕。依靠着来自朋友、家庭和游戏角色对内心的支撑，少年少女们也在不断的成长，只要继续坚持就能无限续关？春雄、晶、小春挑战最终关卡的结果究竟是？
游戏人生 零,2019-07-19上映,,9.9分,1,https://www.bilibili.com/bangumi/play/ss28381?theme=movie,4127942,3211743,267479,136393,355608,15858534,28381,28222224,"['爱情', '奇幻', '动画']",76285,2019/7/19,距今超过六千年的远古世界，天地割裂的凄惨战争持续不断，毫无还手之力的人类被拥有强大力量的各个种族逼入绝境，濒临灭亡。此时率领人类的年轻领袖里克，与机凯种少女休比偶然相遇。被同伴抛弃的休比，为了修复故障，拜托里克把“人类的心”告诉自己。机凯种少女的单纯与真诚，使得里克对休比逐渐放下戒备、敞开心扉，二人感情亦日渐升温。最终二人带领人类共同面对终极一战，少女休比也将面临恋人与生命的残酷抉择。末日来临，在251秒的时间里，赌上一场深情告白。
犬夜叉,全167话,,9.9分,1,https://www.bilibili.com/bangumi/play/ss28324,2578638,1640369,181543,143240,3133722,130180001,28324,28222083,"['漫画改', '热血', '穿越', '奇幻']",39466,2000/10/16,《犬夜叉》是根据日本漫画家高桥留美子所著同名作品改编的电视动画，故事讲述半妖少年——犬夜叉和穿越时空的少女——日暮戈薇，以及法师弥勒、驱魔师珊瑚、叉尾妖猫云母、小狐妖七宝一同对抗死敌奈落，并四处寻找四魂之玉碎片的冒险经历。
擅长捉弄的高木同学 第二季,全12话,独家,9.9分,1,https://www.bilibili.com/bangumi/play/ss28006,2372056,2372057,1096535,251711,1581169,51141549,28006,28221403,"['漫画改', '校园', '恋爱', '日常']",106926,2019/7/7,“今天一定要捉弄高木同学，让她害羞！”某所初中里，邻座女生高木同学总是捉弄男生西片。西片为了反过来戏弄高木同学，每天都在奋斗着……高木同学和西片的全力“捉弄”青春之战就此开始。
魔法少女小圆 剧场版 [新篇] 叛逆的物语,全1话,独家,9.9分,1,https://www.bilibili.com/bangumi/play/ss27063?theme=movie,2155993,1136621,40461,22642,85068,2707784,27063,28220105,"['原创', '战斗', '奇幻', '魔法']",21901,2013/10/26,鹿目圆，本来是一位拥有幸福日常生活的平凡人，直至为了解放残酷命运连锁的那天，她赌上身心去改变世界法则，拯救一众魔法少女。因为极度思念而奇迹般保着相关记忆的少女，晓美焰，在重组后的世界继续战斗，并一直盼望彼此带着值得怀缅的欢笑，再次相遇。于这样的一个世界中，魔法少女看到的究竟是希望，还是绝望？
剧场版 悠哉日常大王 Vacation,全1话,会员专享,9.9分,1,https://www.bilibili.com/bangumi/play/ss26632?theme=movie,1451834,335765,47821,17078,56033,2270062,26632,16899731,"['漫画改', '萌系', '治愈', '日常']",10763,2019/2/27,「旭丘分校」的学生有五人。虽然不论是学年还是性格都不同，但总是一年四季彼此一同享受着乡村生活。某天，在百货公司的抽奖抽中了特等奖——去冲绳的旅行券。这也让众人决定，利用暑假期间一同前往冲绳去旅行。
强风吹拂,全23话,会员专享,9.9分,1,https://www.bilibili.com/bangumi/play/ss25742,1285762,1285761,305748,137521,505234,30843899,25742,139352,"['运动', '励志', '小说改', '热血']",60240,2018/10/3,夜晚。如同逃跑一般奔驰在城市中的藏原走。他的侧面，突然有辆自行车冲来。素不相识的男子，对阿走发问了。“喂！你很喜欢跑步吧！”男子的名字是清濑灰二。 就这样，阿走在灰二的引导下，到达了名为竹青庄的老旧公寓。9名个性丰富的住民住在那里。阿走来到最后的空房间，虽然感到困惑，却仍然被强行留下。他怎么也没有想到，自己会成为这里的“第10个男人”……。
黄金神威 第二季,全12话,会员专享,9.9分,1,https://www.bilibili.com/bangumi/play/ss25679,603655,215652,19693,40898,45297,4037771,25679,28230074,"['漫画改', '搞笑', '冒险', '历史']",3963,2018/10/8,寻求着阿依努的财宝的日俄战争的英雄“不死的杉元”杉元佐一和阿依努族少女阿席莉帕。在追踪着身上刺青含有藏宝地提示的24名逃犯的过程中，逐渐发现了新的事实。抢走了宝藏、杀了阿席莉帕父亲的野篦坊，正是阿席莉帕的父亲本人。为了确认事情的真伪，只能去网走监狱中和他想见。“逃狱王”白石由竹和奇罗蓝克也加入了两人的旅行，从小樽到札幌最后前往夕张。另一边，目标同样是宝藏的第七师团的鹤见中尉与新选组“鬼之副长”土方岁三一派，也怀抱着各自的野心在行动着。明治时代后期，北方大地上发生的争夺财宝的生存战，更加激烈——
碧蓝之海,全12话,独家,9.9分,1,https://www.bilibili.com/bangumi/play/ss24581,3001767,3001767,569986,291155,872425,91714107,24581,102312,"['搞笑', '校园', '社团', '运动']",94559,2018/7/14,北原伊织升入大学后，开始寄住在伊豆的叔父所经营的潜水用具店“Grand Blue”。传入耳中的波涛声、炽烈照射的太阳、开始一起生活的可爱表姐妹……青春的大学生活！这样的伊织所面临的却是——除了野球拳以外的猜拳一概不知的强壮男人们！！刚一入学就被大学潜水社团“Peek a Boo”所盯上了的伊织，在会长时·田信治和三年级学生·寿龙次郎的怂恿下，不知不觉已经身为社团的一员加入了他们的愚蠢喧嚣中。在大学中认识的虽然长得帅但性格却很遗憾的宅男——今村耕平也加入其中，他们的青春向着越来越奇怪的方向转进。明明在寄住的地方有着可爱的表...
ReLIFE 完结篇,全4话,独家,9.9分,1,https://www.bilibili.com/bangumi/play/ss23884,1435676,904595,216998,81851,138232,10444443,23884,79372,"['恋爱', '科幻', '校园', '漫画改']",52811,2018/4/10,海崎新太（27岁）在作为新毕业生进入的公司工作了3个月就辞职了。之后他的就职活动也不顺利。双亲寄来的生活费也中断了，不得已只好回到乡下。能够倾听他烦恼的朋友和女友全都没有……穷途末路的海崎面前出现了一位神秘人物·夜明了。夜明向海崎提出，要他参加以尼特为对象的社会复归程序“ReLIFE”。其内容是，利用神秘的秘药，仅仅让外表回复年轻，并在一年内以高中生的身份去读高中——。
妖精森林的小不点,全13话,独家,9.9分,1,https://www.bilibili.com/bangumi/play/ss21717,1298244,1298244,159850,59944,314911,22775510,21717,11672,"['奇幻', '日常', '漫画改', '萌系']",38376,2018/1/12,白明与御子地。住在绿意盎然的森林中的，两位小小的女孩子。在树洞里建造家、把树叶当做伞、坐在昆虫或鸟的背上……身高9厘米的话，这种事情也是能做得到的。不去悄悄地偷看一下吗？她们那安详而愉快，十分可爱的生活。
ReLIFE,全13话,独家,9.9分,1,https://www.bilibili.com/bangumi/play/ss5012,1435676,1386184,131629,102070,183165,12719491,5012,28229193,"['校园', '恋爱', '搞笑', '治愈']",26326,2016/7/1,海崎新太（27岁）在作为新毕业生进入的公司工作了3个月就辞职了。之后他的就职活动也不顺利。双亲寄来的生活费也中断了，不得已只好回到乡下。能够倾听他烦恼的朋友和女友全都没有……穷途末路的海崎面前出现了一位神秘人物·夜明了。夜明向海崎提出，要他参加以尼特为对象的社会复归程序“ReLIFE”。其内容是，利用神秘的秘药，仅仅让外表回复年轻，并在一年内以高中生的身份去读高中——。
俺物语！！,全24话,会员专享,9.9分,1,https://www.bilibili.com/bangumi/play/ss4197,821458,821458,171086,56057,524754,12694301,4197,28223816,"['漫画改', '日常', '校园', '恋爱']",40805,2015/6/24,故事主要以有着魁梧的身材和耿直的性格、深受男性们爱戴却没有女人缘的高中1年级学生刚田猛男，与温柔的少女大和凛子，以及猛男的幼时好友——帅哥砂川诚为中心展开，主要描写了他们相互的理解以及彼此的交流。
玉子爱情故事,全1话,,9.9分,1,https://www.bilibili.com/bangumi/play/ss4155?theme=movie,2772768,1729275,212347,58314,525466,13768973,4155,4155,"['校园', '少女', '恋爱']",28044,2014/4/26,【本片翻译由雪飘工作室提供】时已入春，已经进入高中三年级的北白川玉子仍然总是想着打糕的事情。春天傍晚的放学路上，玉子好友四人组谈论着关于将来出路的事情。大家虽然对此感到不安，但似乎对将来的事情都有好好地考虑过。玉子也无意中说出自己将来想要继承家业。同时，住在玉子家的对面、一直和她在一起的饼藏，也下定了某种决心。——周围的各种事物都在逐渐改变着，一点一点地动摇着玉子的心。
浪客剑心 追忆篇,全4话,限时免费,9.9分,1,https://www.bilibili.com/bangumi/play/ss3578,603936,432753,16973,15165,17054,1804317,3578,28229015,"['漫画改', '战斗', '催泪', '历史']",6817,1999/2/20,幕府时代末期，外忧内患，山河动荡，百姓生活困苦，且生命时刻受到威胁。少年心太因其善良纯洁之心感动飞天御剑流高手比古清十郎，被其收入门下学习剑法，更名剑心。在国家危难之际，年轻的剑心怀揣改变时代的梦想下山，加入奇兵队，日后更被桂小五郎纳入麾下，以刽子手的身份为时代的变革尽一份绵薄之力。年仅15岁的剑心接连刺杀多名政府要员，令对手闻风丧胆，直到某一天，一名下级武士在他的脸上留下一道无法愈合的伤疤。来至京都寻找爱人的雪代巴邂逅了剑心，正是眼前这名瘦弱的男子将爱人从她的生命中带走。巴走入剑心的生活，随之经历了...
排球少年！！,全25话,会员专享,9.9分,1,https://www.bilibili.com/bangumi/play/ss2727,693632,577293,62596,38094,270755,12995660,2727,28221614,"['漫画改', '热血', '校园', '运动']",24382,2014/4/6,【本片由华盟字幕社译制】小时候，日向翔阳从电视上看见排球比赛，乌野高中的一名小个子在球上的英姿，简直就是个“小巨人”，对此非常深刻，并开始迷上排球，一直想成为“小巨人”一样的人。初中时排球社不够人数，只好默默等待，后来在终于有新成员后，参与了第一次也是最后一赛的比赛，不幸对决了最强队伍，结果当然落败。单凭自己的话，是绝对无法看见那景色的，不是自己一人的话，或许就能看见了…为了能够打出“胜利”的比赛，翔阳努力考入乌野高中，为了实现成为“小巨人”的排球梦想！
虫师,全26话,,9.9分,1,https://www.bilibili.com/bangumi/play/ss1715,996895,963992,37272,18631,103533,7152831,1715,1715,"['奇幻', '治愈']",13924,2005/10/22, 这里的虫既不是动植物，也与微生物和菌类不同，是更接近生命原生态的东西。这些东西总称为“虫”。它们的形态和存在都很暧昧，当人与虫的世界重叠之时，发生了超越人类智慧的怪异现象，此时人类才开始知道它们的存在。 所谓生命，并非为威胁异己而存在。只是，各自以各自的形态存在着——作为连接这样的”虫“与人类的”虫师“--主人公银古，在旅途中不断与各种各样的人及与其关联的虫相遇。绘就了每话登场人物各不相同，读不尽的画卷。 《虫师》是由漫画家漆原友纪所创作的漫画，于1999年开始在月刊Afternoon隔月连载。2008年十月号的Afternoo...
家庭教师HITMAN REBORN!,全203话,,9.9分,1,https://www.bilibili.com/bangumi/play/ss1376,1394897,1393998,112377,40538,1400925,53128478,1376,1376,"['奇幻', '热血', '战斗', '漫画改']",34086,2006/10/7,本片是围绕彭格列第十代首领泽田纲吉与其家族成员的成长而展开的。彭格列初代后裔泽田纲吉是一个做什么都不行的“废柴纲”，但是为了培养成为彭格列家族首领，从意大利来了的里包恩负责教导纲吉。内心善良的他不愿意伤害别人，但他为了保护同伴而开始承担起责任，成长为一名优秀的首领。
幸运星,全25话,,9.9分,1,https://www.bilibili.com/bangumi/play/ss1293,714141,705547,36040,27490,108724,6497703,1293,1293,"['萌系', '搞笑', '日常', '治愈']",12329,2007/4/8,本片讲述的是一群喜爱动漫的高中女生们的日常生活。其中主角泉此方更是为了喜欢的东西会不惜一切的女孩子，整天出入OTAKU们的的圣地秋叶原、到女仆沏茶店打工、天天都有COSPLAY。这样一名标准的AKIBA系OTAKU的她，和相对平常的柊姐妹、みゆき等好朋友一起演绎着一幕幕欢快喧嚣的、令人意外却很日常化的故事。总之，原作就是那种平常到很无聊，但是闲暇时看着却很有趣的泡沫4格。
CLANNAD ～AFTER STORY～,全23话,,9.9分,1,https://www.bilibili.com/bangumi/play/ss1178,3052948,1186628,181750,54334,399702,17023817,1178,1178,"['时泪', '校园', '治愈', '催泪']",55575,2008/10/2,在某个小镇，主角冈崎朋也因家庭因素成为不良少年，一直与春原阳平为伍，在光坂高校过着潦倒的生活，但冀望终有一天能够离开所在的小镇。某一天，他在学校坡道前发现了一个止步不前的女孩，在朋也认识了这个名为“古河渚”的女孩后，他的生活开始有了重大的变化。
轻音少女 剧场版,全1话,独家,9.9分,1,https://www.bilibili.com/bangumi/play/ss1175?theme=movie,1828160,517242,104070,33966,187973,3024794,1175,28220988,"['日常', '萌系', '音乐', '校园']",50514,2011/12/3,【本片翻译由华盟字幕社提供】本片以伦敦的毕业旅行作为主题。临近毕业的主人公平泽唯与轻音乐部3年级的3人、2年级的1人，当听到教室的同级生关于毕业旅行的计划时，决定也要选择一个地方进行一次毕业旅行。于是她们各自提出自己想要去的目的地，最终通过抽签选中3年级的秋山澪提出的去伦敦的计划。几位女生在准备旅行指南书等旅行用品的同时，关于伦敦的想象也在飞驰。
轻音少女 第二季,全27话,独家,9.9分,1,https://www.bilibili.com/bangumi/play/ss1173,1828160,832576,154274,57285,700852,22631062,1173,28220984,"['漫画改', '萌系', '音乐', '校园']",48310,2010/4/6,【本片翻译由华盟字幕社提供】故事紧接第一季动画剧情展开，讲述的是平泽唯等四人从升入高三到毕业这一年间和高二部员中野梓的日常温馨生活。
轻音少女 第一季,全14话,独家,9.9分,1,https://www.bilibili.com/bangumi/play/ss1172,1828160,1595560,191846,76419,708640,23820830,1172,28220978,"['日常', '校园', '音乐', '漫画改']",60037,2009/4/2,【本片翻译由华盟字幕社提供】新学年开始，高中一年级新生平泽唯在误将“轻音乐”当做了“轻便、简易的音乐”，而由于自己小时候玩响板得到老师表扬，于是萌发申请入部的想法。另一方面，樱丘高中“轻音部”因原来的部员全部毕业离校，此时轻音部新成员只有秋山澪和田井中律两人，无法满足部员至少四人的最低人数要求即将废部，这下该如何是好呢？此外，温柔可爱的千金小姐琴吹?被律强拉进入轻音部。于是，这四名高一女生机缘巧合聚在了一起，便有了吉他手平泽唯、贝司手秋山澪、鼓手田井中律以及键盘手琴吹?，轻音部的故事也由此展开。
钢之炼金术师 FULLMETAL ALCHEMIST,全64话,会员专享,9.9分,1,https://www.bilibili.com/bangumi/play/ss1089,2442856,2395385,272869,74422,1329899,64399441,1089,1089,"['时泪', '奇幻', '战斗', '热血']",100706,2009/4/5,因思念已故的母亲，触犯炼金术中被视为最大禁忌“人体炼成”，而失去一切的兄弟──装上机械铠、有“钢之炼金术师”之称号的哥哥爱德华·艾尔利克，以及失去肉体、灵魂被固定于铠甲的弟弟阿尔冯斯·艾尔利克──两人为取回失去的东西，踏上了寻找贤者之石的旅程。随着他们越来越接近贤者之石的真相、巨大的阴谋也逐渐露出水面。军事国家亚美斯多利斯背后的黑暗，暗地活跃的人造人，受虐民众的憎恨与复仇的怨念，炼金术带来的种种悲剧……散落于各点的故事终将连接成线，人民、甚至国家都被卷入其中。艾尔利克兄弟处于绝望和希望的狭缝之中，即使...
日常,全26话,会员专享,9.9分,1,https://www.bilibili.com/bangumi/play/ss844,2649557,2649557,130667,93479,459727,27394209,844,844,"['萌系', '搞笑', '日常', '漫画改']",45832,2011/4/2,《日常》改编自あらゐけいいち连载于《月刊少年ACE》的同名漫画。以“时定高中”的高中女生们异想天开的日常——“非日常”日常为中心，展开一个充满各种笑点的可爱故事。
猫和老鼠 旧版,全55话,,9.9分,1,https://www.bilibili.com/bangumi/play/ss357,2019974,1958614,334072,265582,897762,98115255,357,132112,"['搞笑', '日常']",47896,1940/2/10,机灵老鼠与笨猫的故事，堪与米老鼠和唐老鸭的故事相媲美。没有动物世界中恃强凌弱的残酷，只有两个邻居之间的日常琐事和纷争，诸如杰瑞偷吃了汤姆的奶酪，汤姆把捕鼠器放到了杰里的洞门口等等，中间穿插的无数恶作剧和幽默片断，让人感受到久违的天真快意。它们之间的关系常在一瞬间发生变化——化敌为友或势不两立：为敌时绞尽脑汁，互不相让；为友时，亲如兄弟，谁也不记仇。
進擊的巨人 The Final Season（僅限港澳台地區）,更新至第12话,,9.8分,0,https://www.bilibili.com/bangumi/play/ss37757,1262387,1224540,54956,101389,30589,1229651,37757,28233436,"['漫画改', '热血', '战斗', '冒险']",9935,2020/12/7,在艾連他們居住的帕拉迪島之外，還存在壹個其他人類居住的世界。當中壹個國家「瑪雷」與其他各國爆發戰爭。陷入苦戰之際，他們決定要攻進帕拉迪島，把「始祖的巨人」搶過來。在這裏又看到另一群孩子們拼命求生存的身影……。
JOESTAR RADIO,更新至4-4,,9.8分,0,https://www.bilibili.com/bangumi/play/ss37740,5456961,81396,20188,67933,12048,3153517,37740,28233419,"['热血', '奇幻', '战斗', '声控']",1150,2020/11/8,《JOESTAR RADIO》为动画《JOJO的奇妙冒险》官方广播节目。该节目为迎接2021年4月4日举办的《JOJO的奇妙冒险 The Animation 特别活动 ～乔斯达 传承的灵魂》，将每月更换JOJO一到五部的主角声优担任主持，并邀请各部主要配角声优，对JOJO各部进行回顾。
碧蓝航线：微速前行！,更新至第8话,独家,9.8分,0,https://www.bilibili.com/bangumi/play/ss37498,1646046,1553440,98501,245670,62226,6606652,37498,28233172,"['日常', '萌系', '漫画改']",6198,2021/1/12,这一次，绝不打仗，就讲讲母港的故事——。这里是被冠以舰船之名的少女们所居住的，完全不同的世界。在各种组织们相互协助建造的学园之内，少女们愉快的共同生活即将开始！
青山刚昌短篇集,全2话,会员专享,9.8分,1,https://www.bilibili.com/bangumi/play/ss36724,42054,42054,3699,14313,4359,554725,36724,28232389,"['漫画改', '恋爱']",354,1999/3/17,《青山刚昌短篇集》特辑。在包含了《名侦探柯南》作者青山刚昌的出道作的短篇集中，青山亲自选出3部作品作成了动画。虽然是《名侦探柯南》发表前的作品，但是OVA已经和播放中的《名侦探柯南》同期制作，且工作人员和声优均为原班人马。《青山刚昌短篇集1》 3部作品的阵容是《要等我哦》、《彷徨的红蝴蝶》、《夏天的圣诞老人》。每部都以“时间”、“空间”和“相遇”为主题。《要等我哦》和《夏天的圣诞老人》都是在科幻色彩的世界观中，高中生纯洁的恋爱模样的写照，时而诙谐幽默，时而又紧张严肃，是一部回味无穷的佳作。另一部《彷徨的红蝴...
赛马娘 第二季,更新至第9话,独家,9.8分,0,https://www.bilibili.com/bangumi/play/ss36579,867579,812664,27333,89308,23994,2817834,36579,28232238,"['游戏改', '运动', '偶像']",2683,2021/1/4,这是从异世界传承下光辉的姓名与竞跑能力的「马娘」、长久以来与人类共存着的世界的故事。憧憬着皇帝，向不败的三连冠冲刺的马娘东海帝皇，以及背负着名家的荣耀，向天皇赏连霸发起挑战的目白麦昆。二人既是对手，也是伙伴，一同向着梦想——「闪光系列赛」的优胜，全力奔跑！
Re：从零开始的异世界生活 第二季 后半,更新至第21话,会员抢先,9.8分,0,https://www.bilibili.com/bangumi/play/ss36429,8495947,8190349,903822,1215777,497647,44313048,36429,28232073,"['小说改', '穿越', '奇幻']",37124,2021/1/6,我一定会拯救你。在打倒了魔女教大罪司教「怠惰」担当——培提其乌斯·罗曼尼康帝之后，菜月昴和爱蜜莉雅又得以重新开始。克服了艰难的诀别，两人终于和解，然而这只是新一轮风波的序幕。超乎想象的绝境危机，接踵而至的残酷现实。少年将再次直面残酷的命运。
文豪野犬 汪！,更新至第7话,独家,9.8分,0,https://www.bilibili.com/bangumi/play/ss36287,2947492,2725106,123853,310057,123618,9640756,36287,28231930,"['漫画改', '日常', '搞笑']",4771,2021/1/13,西化的浪潮冲击之下的架空都市「横滨」中，以旧时文豪为名的人们使用着神秘的「异能力」进行着生死决斗的动作大作「文豪野犬」。哭泣、呐喊、以灵魂互相碰撞，奔走在生与死的界限的「武装侦探社」与「港口黑手党」的角色们居然——变成了可爱的Q版人物，装傻、吐槽，根本停不下来！？搞笑衍生动画，在此开幕！
无限滑板 / SK8 the Infinity,更新至第8话,独家,9.8分,0,https://www.bilibili.com/bangumi/play/ss36211,1304769,1304768,173583,429519,371145,19091623,36211,28231854,"['原创', '战斗', '热血']",19419,2021/1/10,热爱滑板的高中二年级生·历，所沉迷的事物是——“S”。「S」是在封锁的矿山中乘着滑板滑落、无视规则的危险而秘密的竞技。而在此项竞技当中展开的「BEEF（决斗）」也令无数人为之疯狂。历与来自加拿大的归国子女及转学生·兰加一起前往开办「S」的山中，从未玩过滑板的兰加被卷入了「S」当中……!?与心术不正的滑板手以及AI滑板手等拥有不为人知的另一面、个性丰富的滑板手们共同展开的热血滑板竞技战斗×无限的可能性，就此开始——!!
奇蛋物语 / WONDER EGG PRIORITY,更新至第8话,独家,9.8分,0,https://www.bilibili.com/bangumi/play/ss36209,1208815,1208819,194749,358533,171379,12729189,36209,28231851,"['原创', '奇幻']",23222,2021/1/12,14岁少女·大户爱在深夜散步的途中，随着神秘声音的指引，获得了一枚「蛋」。「如果想要改变世界的话」「那么就在现在做出选择」「请相信自己——」「打破这枚蛋——」而在打破「蛋」之后，等待着爱的是……。
堀与宫村,更新至第8话,独家,9.8分,0,https://www.bilibili.com/bangumi/play/ss36198,4561564,4561568,1438067,2149169,1165514,87143965,36198,28231840,"['漫画改', '校园', '恋爱', '少女']",75406,2021/1/9,不论是谁，都会有不想被人知道的一面。在学校中漂亮大方、成绩优秀的人气女生堀，私下却打扮土气、忙于家务和照顾弟弟。在学校中是阴暗宅男形象的宫村，生活中却是打扮时尚、带耳钉的帅气男生。因为一次特别的相遇，两人开始有了交集。互相拥有对方秘密的两人，感情也在不断发酵。恋爱、友情，充满青春气息的超微碳酸系校园生活就此开始！
