title,episodes,mark,score,is_finish,link,series_follow,follows,coins,likes,danmus,views,season_id,media_id,tags,comments,pub_date,intro
魔神英雄传 永恒传说,全3话,,9.4分,1,https://www.bilibili.com/bangumi/play/ss4001,61229,26742,407,620,1652,466646,4001,4001,"['热血', '奇幻', '时泪', '少儿']",107,1993/1/1,在魔界的大举入侵面前，神部界生灵涂炭，除了人以外，花草树木，一切都在魔界邪气的侵袭之下石化。空手而回的渡等人看到了创界山的难民对自己企盼的目光后下定决心前往魔渊。在魔渊，他们遇上了阎罗王。最后的决战爆发，海火子在战斗中受了伤，渡的剑也被阎罗王斩断。危急时刻，渡体内的拳龙之勾玉突然出现帮渡挡住了阎罗王的剑，同时在虎王的帮助下，渡对阎罗王发出了逆转的一击，将阎罗王打败。但是，他也对自己一直以来战斗的意义产生了怀疑。阎罗王已被打败，剩下的只有用拳龙之勾玉封印位于魔渊的魔界湖下的魔界之扉。但是魔界湖常人无法...
银河英雄传说 新战争的序曲,全1话,,9.4分,1,https://www.bilibili.com/bangumi/play/ss3993?theme=movie,294060,12114,1318,618,9460,771121,3993,3993,"['热血', '科幻']",114,1993/12/18,描写的是从宇宙历七九五年、帝国历四八六年十月的第三次迪亚马特会战到宇宙历七九六年、帝国历四八七年二月的亚斯提会战之间的情节。帝国军的年轻上将莱因哈特和同盟军的不败英雄杨威利在片中初次显示了他们的实力。它的配乐采用了交响乐来衬托其气势，舰队对战时声势甚为浩大。片中还穿插了杨、拉普和洁西卡的三角关系。除此以外，基本上是正传的1、2集的重复与补充。
飞翔的魔女 小剧场,全10话,,9.4分,1,https://www.bilibili.com/bangumi/play/ss3990,523999,71559,1236,642,903,501297,3990,3990,['少女'],363,2016/4/9,在青森开始做魔女！青森——在这片被丰饶的大自然围绕的土地上，有时会发生些不可思议的事情。木幡真琴15岁，魔女。和黑猫千户一同从横滨过来的她，开始在青森的亲戚家里修行。虽然现在还只是仅仅能飞上天空这种程度，但她仍然和表兄妹圭和千夏一起度过着充实的生活。
鲁邦三世：DEAD OR ALIVE,全1话,,9.4分,1,https://www.bilibili.com/bangumi/play/ss3932?theme=movie,421088,19872,1100,1031,1383,452679,3932,3932,"['搞笑', '热血', '时泪']",108,1996/4/20,某个军人独裁小国的神秘岛上，鲁邦一行正打着该国的“国家宝藏”的主意。表面上看小岛完全无人防守，不料其实另有杀机暗藏。与此同时，有人好像看到两年前被处死的前王储的身影出现在国内，仿佛是来号召推翻暴政……这部1996年的剧场版也是鲁邦三世的第六部剧场版，由鲁邦之父——漫画家Monkey Punch（加藤一彦）亲自出马担任导演，因此相较其他导演的鲁邦剧场版，可能会更为接近作者创作的原味
哆啦A梦 大雄的秘密道具博物馆,全1话,,9.4分,1,https://www.bilibili.com/bangumi/play/ss3898?theme=movie,1338454,43358,2317,2895,17784,893240,3898,3898,"['奇幻', '时泪', '冒险']",356,2013/3/9,哆啦A梦的铃铛被所谓的「怪盗DX」趁夜偷偷偷走了！而大雄透过「联想式推理放大镜」，竟然找到了一个奇异的飞行船，号称是「秘密道具博物馆」？秘密道具的秘密会在里面被解开吗？而哆啦A梦的铃铛又为什么会被偷走呢？这一切谜题留待这部完全原创的电影解答！
哆啦A梦 大雄与奇迹之岛～动物历险记～,全1话,,9.4分,1,https://www.bilibili.com/bangumi/play/ss3893?theme=movie,1338454,36950,1904,2825,13448,682841,3893,3893,"['奇幻', '时泪', '冒险']",222,2012/3/3,《多啦A梦》2012剧场版《大雄的奇迹之岛》预告！作为“多啦A梦诞生前100周年的纪念动画”（2112年生），特意选择全新故事而不是重制旧版~恐鸟、剑齿虎，一众已灭绝动物亮相~奇迹岛的大冒险！
蜡笔小新 呼风唤雨黄金的间谍大作战,全1话,会员专享,9.4分,1,https://www.bilibili.com/bangumi/play/ss3892?theme=movie,1339274,61872,3003,2258,21702,1460843,3892,14532,"['萌系', '搞笑', '少儿']",410,2011/4/16,某天，小新闲逛的时候捡到一个动感超人的面具，戴上面具后，小新发现自己竟然能和动感超人通话。他被任命为代表正义的动感间谍，专门与邪恶势力作战，并且见到了他的搭档——7岁女孩苏诺萌·柠檬。在柠檬的带领下，小新开始作为动感间谍的艰苦训练。在这一过程中，面向凶恶的怪大叔不断偷袭小新，而在这一系列事件背后，似乎又隐藏着两个神秘的国家——无声屁共和国与不放屁王国。看似善良的柠檬也变得正邪难辨。不久，小新更和柠檬闯入了困难重重的不放屁王国……
哆啦A梦 大雄的人鱼大海战,全1话,,9.4分,1,https://www.bilibili.com/bangumi/play/ss3883?theme=movie,1338454,38987,1951,2739,17179,645819,3883,3883,"['奇幻', '历史', '冒险']",296,2010/3/6,在利用哆啦A梦的秘密道具所创造出来的海底中，正与鱼儿们玩耍的大雄和哆啦A梦一行人，偶然遇见迷路的人鱼族公主－苏菲亚，据说“人鱼族”是在五千年前从外太空迁移到地球生活。而穿上人鱼服的哆啦Ａ梦一行人和苏菲亚一同前往海底世界，原以为会是段愉快的冒险旅程，却在路途上遭遇巨大怪鱼的袭击，虽然有惊无险地逃过一劫，但静香竟被神秘怪客给抓走了。而在哆啦Ａ梦一行人抵达人鱼族宫殿后，得知“人鱼宝剑”强大力量的神奇传说，才发现抓走静香的神秘怪客是觊觎“人鱼宝剑”已久的“怪鱼族”！为了救回静香及守护人鱼宝剑，哆啦Ａ梦与大雄决...
哆啦A梦 大雄的恐龙 2006,全1话,,9.4分,1,https://www.bilibili.com/bangumi/play/ss3872?theme=movie,1338454,31148,1842,3246,5521,447408,3872,3872,"['机战', '时泪', '穿越', '冒险']",289,2006/3/4,《大雄的恐龙2006》（ドラえもん のび太の恐竜2006）是2006年3月4日公映的哆啦A梦电影系列作品。该作品也是水田山葵新声优阵的第一部哆啦A梦电影作品。内容改编自‘大雄的恐龙’，但实际上与原作有大幅度变更。放映院线为东宝公司。DVD于2006年12月20日发售。另外在特别版中附带了渡边步绘制的绘本“大雄的恐龙”。另外还发行了‘哆啦A梦?大雄的恐龙2006 DS’。此外冈田康则也绘制了漫画‘哆啦A梦“大雄的恐龙2006 DS”原创喜剧’。该作品是重制作品，与旧作相比，许多人都持恶评。很多旧作的爱好者也严厉批评本作。不过，票房收入却高达32亿80...
蜡笔小新之云黑斋的野心,全1话,会员专享,9.4分,1,https://www.bilibili.com/bangumi/play/ss3871?theme=movie,1339274,51506,2272,1508,13944,804916,3871,51552,"['萌系', '时泪', '少儿', '穿越']",255,1995/4/15,《云黑斋的野心》是《蜡笔小新》的第三部剧场版。由日本漫画家臼井仪人创作的同名漫画改编的动画《蜡笔小新》的剧场版（电影版）系列。指东宝公司从1993开始每年发行一部电影版蜡笔小新故事。在原作者臼井仪人逝世后曾一度传言2009年为最后一部剧场版（后被澄清）按惯例每年4月份上映。未来人歇鲁跑到日本的战国时代改变了历史，时空巡逻队铃可发现了异状，正预备前往，没想到在时光隧道中遭受到攻击，不小心掉进二十世纪的小新家。铃可借由小白向野原一家求救，于是野原一家踏上时光之旅回到战国时代。遇见了吹雪丸的他们，与他一同前往云黑城...
蜡笔小新之动感超人大战泳装魔王,全1话,会员专享,9.4分,1,https://www.bilibili.com/bangumi/play/ss3868?theme=movie,1339274,57935,2884,2095,18861,1165201,3868,18452,[],389,1993/7/24,动感超人的动感石头被泳装魔王抢走了，因而无法回到原来的世界，于是指派小新一家人成为动感战士前往另一个世界，这时另一个世界的人纷纷被变成泳装人，小新听了莉莉和博士的说明后，决定协助动感超人克服危机，他和动感超人能打败魔王挽救地球的和平吗...
哆啦A梦 大雄与机器人王国,全1话,,9.4分,1,https://www.bilibili.com/bangumi/play/ss3866?theme=movie,1338454,28672,795,1776,3671,314382,3866,3866,"['时泪', '少儿', '冒险']",145,2002/3/9,大雄为了拥有跟小夫一样的宠物机器狗，擅自从哆啦A梦的空间袋订了很多机器人。没想到却将另一个星球的小孩也牵连进来。由於这个机器小孩严重受损只有把他带回去他原来的世界，才能得救。於是大雄一行人决定护送这个孩子回去，后来他们遇到了机器人医生查贝克博士。原来这个机器王国本来是人类跟机器人和平共处的世界，但是在艾德姆国王因拯救机器人，而身亡后，继位的珍娜女王由於打击过大，於是把机器人当做奴隶并把他们变成只听从人类的忠实道具来使唤。这主要也是因为珍娜女王听信邪恶司令官铁斯塔的话，下令改造机器人。铁斯塔一开始就打算...
哆啦A梦 大雄和发条都市冒险记,全1话,,9.4分,1,https://www.bilibili.com/bangumi/play/ss3864?theme=movie,1338454,39694,18272,31455,170632,4103273,3864,3864,"['时泪', '少儿', '架空', '冒险']",247,1997/3/8,大雄用哆啦A梦在22世纪的中元节大拍卖抽奖中抽得的小行星制作了一个发条都市，但是由于落雷事故导致动物进化，加上犯罪分子潜入发条都市，以及不知本来面目的金色怪物，发条都市将面临怎样的命运……。
头文字D Legend1 -觉醒-,全1话,,9.4分,1,https://www.bilibili.com/bangumi/play/ss3838?theme=movie,571976,70037,2220,1024,27906,1800137,3838,3838,"['热血', '运动', '时泪']",265,2014/8/23,《头文字D新剧场版》是日本漫画家重野秀一创作的漫画《头文字D》于2014年开始推出的一系列新作剧场版动画[1] 。新剧场版采用和之前的电视动画系列不同的制作及声优阵容，共三部。第一部《Legend1 -觉醒-》在电视动画最终季《头文字D Final Stage》放送结束后，于2014年8月23日公映；第二部《Legend2 -斗走-》、第三部《Legend3 -梦现-》则分别于2015年5月23日和2016年2月6日上映。
在盛夏等待 特别篇,全1话,,9.4分,1,https://www.bilibili.com/bangumi/play/ss3837,476427,51461,1797,849,2850,434648,3837,3837,"['催泪', '恋爱', '科幻']",409,2014/8/29,时间点为TV版两年后的暑假。海人成为了高中三年生，其他人亦踏出了自己的道路。有天，去了海人家中游玩的哲郎发现了一卷磁带，而当中记录的正是两年前的暑假、拍摄电影前所拍摄的试拍。
交响情人梦 OAD,全2话,,9.4分,1,https://www.bilibili.com/bangumi/play/ss3835,200600,14131,793,198,14799,393869,3835,3835,"['音乐', '少女']",149,2009/8/10,身为名钢琴家之子的优秀音乐大学生千秋真一。想要赴欧学习指挥，却因为飞机恐惧症而一直无法出国。某天，不可思议的少女野田惠，突然出现在他面前，住在垃圾房里的她，是个无可救药的怪人？这少女的出现会对真一有什么影响呢？
史上最强弟子兼一 OVA,全11话,,9.4分,1,https://www.bilibili.com/bangumi/play/ss3803,145493,40790,1806,3223,6368,961803,3803,3803,"['战斗', '搞笑', '热血']",471,2012/3/16,一位终日被人欺负爱书如命的少年白滨兼一。一天，他偶然和插班生凤林寺美羽结成好友。他一方面震慑于对方的高强武艺，另一方面却被其魅力深深吸引。终而进入其所在的道场——梁山泊学习武艺。实际上梁山泊是武术被体育化之后无法被世人所接纳的超级一流高手的聚集地……兼一地狱般的生活就此开始………
初音岛II S.S.,全13话,独家,9.4分,1,https://www.bilibili.com/bangumi/play/ss3745,464702,97154,1428,1852,8570,684701,3745,3745,"['日常', '游戏改', '校园', '恋爱']",336,2008/4/5,在樱花全年都盛开的初音岛上。岛上风见学院里上学的樱内义之，寄住在学园长芳乃樱的家里，在学园里和同学们过着充实的每一天。在这平常的日子里，不知道从什么时候开始他那甜蜜而酸涩的恋爱故事开始了
奇诺之旅 活着的目标 -life goes on.-,全1话,,9.4分,1,https://www.bilibili.com/bangumi/play/ss3583?theme=movie,574724,33066,10643,6649,65613,3517960,3583,3583,['奇幻'],295,2005/2/19,奇诺离开了自己居住的国家，与师傅和艾尔梅斯一起在森林中的小屋里住了下来。除了一边帮助师傅做杂活外，还会接受枪械和驾车训练。就这样每天驾着艾尔梅斯练习。某天，奇诺去河边打水，遇上了一位旅行者，他与曾经为了救奇诺而牺牲自己的青年有着同样的打扮，这勾起了奇诺的回忆并使自己与其交谈起来。自此之后，奇诺下定了决心，要开始她自己的旅程。
奇诺之旅 疾病之国 -For You-,全1话,,9.4分,1,https://www.bilibili.com/bangumi/play/ss3582?theme=movie,574724,41423,10643,6649,65613,3517960,3582,3582,"['奇幻', '架空', '冒险']",309,2007/4/21,"旅行中的奇诺和艾尔梅斯来到了一个科学高度发达的文明国家。在安定的环境下，该国家人民均生活在巨蛋之内。一方面，这个国家是由杰出人士们创造出来的“开拓地”，然而另一方面，他们又同时渴望着巨蛋之外真实的阳光和土地。奇诺和艾尔梅斯经过严格的消毒之后进入了巨蛋。在那里，遇到了少女伊莱沙…--世界は美しくなんかないそして それ故に 美しい----The World Is Not Beautiful, Therefore It Is----这个世界并不美丽，然而，又因此而美丽--"
少女与战车 OVA 这次是真正的安齐奥战,全1话,独家,9.4分,1,https://www.bilibili.com/bangumi/play/ss3577,677023,83635,4585,3121,22454,1485772,3577,10412,"['校园', '少女', '战斗', '治愈']",1174,2014/7/25,故事舞台设置在一个将使用战车的武技“战车道”、“华道”与“茶道”并列为大和抚子必须掌握的三大本领的架空世界。因为讨厌战车道，才转学到没有战车道的大洗女子学园的美穗，没想到才刚刚转学过来就被学生会长叫了过去，会长要求美穗选择战车道的修行并且还要在全国大会中出场。而且，队伍中聚集的成员全部都是超个性派——花道本家的大小姐五十铃华、热衷于恋爱的武部沙织、对战车无比狂热的秋山优花里、早上起不来的优等生冷泉麻子。希望与朋友们一起快乐的度过高中生活的美穗，到底能否如愿呢？
翠星之加尔刚蒂亚～遥远的巡回航路～,全2话,,9.4分,1,https://www.bilibili.com/bangumi/play/ss3568,270500,30779,1287,781,8482,548774,3568,3568,"['机战', '科幻', '奇幻']",287,2014/11/21,【老虚出品 必属精品（？）】在遥远的未来，银河的尽头。人类正与异形的怪生命体展开生存之战。在激战中，少年兵莱德与其乘坐的人型机动兵器Chamber 一起被吞入了不明的时空。在进入人工冬眠的状态后逐渐苏醒的莱德，来到了被遗忘的边境行星——地球。被海洋包围的地球此时以及是一片汪洋，地球上的人类们靠乘坐巨大的船只移动，同时不断打捞这旧文明留在海底的物品生存。被船队搭救的莱德登上了其中一艘大船Gargantia，而由于语言、文化、习惯等的不同，莱德对未知的环境感到非常困惑。但无可避免的他必须去学会如何与Gargantia上的人们共同生...
幻想嘉年华 EX Season,全1话,,9.4分,1,https://www.bilibili.com/bangumi/play/ss3552,1191822,221379,7306,5749,40138,4052664,3552,3552,"['奇幻', '日常']",984,2011/11/26,第3季之前出品的OVA特别篇，时长20分钟，正篇中没什么戏份的配角在本作中大多有登场。
机动战士高达独角兽(UC) RE:0096,全22话,,9.4分,1,https://www.bilibili.com/bangumi/play/ss3496,508489,508415,41119,21309,288260,25584439,3496,122732,"['热血', '机战', '科幻', '战斗']",3676,2016/4/3,在第二次新吉翁战争、别名‘逆袭的夏亚’终结后，地球圈取得了短暂的和平。这之后3年，宇宙世纪0096年。在工业殖民地“工业7号”上进行了一项秘密交涉。和地球联邦政府有秘密协议，并依此发展的‘毕斯特财团’打算将过去用以威胁联邦的最高机密“拉普拉斯之盒”交给新吉翁的残党军“袖章”。另一方面，在亚纳海姆工业专门学校就读的少年巴纳吉·林克斯遇见了自称为奥黛丽·伯恩的少女。奥黛丽为了制止新的战争爆发，必须阻止“拉普拉斯之盒”的交易。巴纳吉在数次帮助奥黛丽之后，逐渐被她所吸引。随后，地球联邦察觉了这起交易，并进行军事介入...
Concrete Revolutio 超人幻想 第二季,全12话,,9.4分,1,https://www.bilibili.com/bangumi/play/ss3465,488530,183896,12213,1883,71254,3257917,3465,3465,"['热血', '奇幻', '战斗']",1468,2016/4/4,讲述在“神化”时代的东京，充斥着无数的英雄——“超人”。他们的诞生理由各有不同。既有被邪恶组织改造的人，也有来自宇宙的人。既有来自魔法世界的人，也有来自古代、身为妖怪而生的人。既有被科学家制造出来的机器人，也有超自然的史前机器人。对于这些超人的跋扈，日本政府绝不打算坐视不管——
黑子的篮球 第2期 OVA,全1话,会员专享,9.4分,1,https://www.bilibili.com/bangumi/play/ss3443,1189187,81350,2176,822,28291,1750094,3443,3443,"['社团', '运动', '热血', '校园']",321,2014/6/20,日本人气动画《黑子的篮球》的续作，讲述的是帝光中学中学篮球部，部员一百余人全国联赛三年冕的超级豪门，在其光辉历史中有五个十年难遇的天才，他们被称为“奇迹的世代”，但有一个奇妙的传说，谁都未知晓也没有上场记录，即使如此，仍让五个天才也不敢小看的一个人，他就是幻之第六人，本作的男主角黑子哲也。
OVERLORD SP,全8话,,9.4分,1,https://www.bilibili.com/bangumi/play/ss3428,8566516,512288,28098,20346,48337,40500960,3428,3428,"['科幻', '奇幻', '战斗', '日常']",3761,2015/8/4,作品主要讲述了某天，一款曾经掀起过大热潮的VRMMORPG「YGGDRASIL」停止了运营。游戏原本会停止一切服务，但过了结束时间后，玩家们却发现不能退出，NPC也产生了各自的思想。现实世界中喜爱电玩的主人公铃木悟（真名）在等待系统强制登出时，与“安兹·乌尔·恭”公会的成员一起意外穿越到了异世界，并且变成了拥有骷髅外表的最强魔法师——“飞鼠”。就这样，真正的奇幻传说正式拉开了帷幕。
干物妹！小埋 OVA,全2话,,9.4分,1,https://www.bilibili.com/bangumi/play/ss3421,6680640,691693,60339,14981,350976,17032285,3421,3421,"['萌系', '校园', '日常', '治愈']",3150,2015/10/19,单行本第7、10卷限定版同捆OAD
无敌看板娘,全12话,,9.4分,1,https://www.bilibili.com/bangumi/play/ss3406,23530,23528,309,880,979,89723,3406,3406,"['日常', '职场']",120,2006/7/4,"《无敌看板娘》以家传的中华料理屋鬼丸饭馆做为舞台，故事描述了店中的美少女店员鬼丸美輝与花见町中各种各样的人发生恶搞才是它的主题，鬼丸美辉是一家中华料理店的老板娘的女儿。自小就讨厌继承家业的她，在店里帮忙的时候总是会做出一些让顾客倒霉的举动。最让人无法容忍的是，她往往还将之理解为正确的事情。这使得老板娘非常的郁闷。母女俩之间的“血腥”的战争也时有不断。可是,坚持着自己“正义”的美辉是宁死不改的。周围的人们,就围绕着这个活宝体验着 “多姿多彩”的生活。"
青之文学,全12话,,9.4分,1,https://www.bilibili.com/bangumi/play/ss3341,251746,251746,4684,1233,41808,1762599,3341,3341,['治愈'],873,2009/10/10,2009年是日本文学名将太宰治诞辰100周年，在这一年中，包括小林多喜二创作的《蟹工船》在内，众多的日本文学名作被制作成电影。嗅觉敏感的集英社乘着这股追赶文学大潮的东风，及时发售了由旗下超人气漫画家重新绘制封面的文学名作，博得了极大好评。这些作品分别是由《死亡笔记》作者小畑健重新绘制封面的太宰治原作的《人间失格》；由《死神》作者久保带人重新绘制封面的坂口安吾原作的《盛开的樱花林下》；由《网球王子》作者许斐刚重新绘制封面的太宰治原作的《快跑！梅乐斯》，以及由小畑健重新绘制封面的夏目漱石原作的《心》，由久保带人...
东京糖衣巧克力,全2话,,9.4分,1,https://www.bilibili.com/bangumi/play/ss3254,57561,57554,1227,220,3877,262013,3254,3254,"['少女', '日常', '治愈']",292,2007/12/19,"相遇，相见，相恋，相爱。同样是觉得自己不如意，同样觉得自己苦涩的两人。由种种因缘而走到了一起悠大是个对爱情不太自信的少年,他本来想买一只可爱的兔子给女朋友チヅル,但是由于宠物店店员的疏忽,竟然将一只爱捣蛋的迷你驴装进了盒子.悠大在餐厅准备把礼物送给チヅル的时候,接到了宠物店打来的电话,他这才知道礼物搞错了.但是,当他回到位置时,发现迷你驴把餐厅弄得一团糟,チヅル和小驴都不见了.这时候,チヅル正追着迷你驴.悠大寻找着她们.期间发生了很多的误会和笑料.最后,在迷你驴的引导下,两人在东京塔重新相遇了.チヅル手中的礼物几经辗..."
房东青春期！,全12话,出品,9.4分,1,https://www.bilibili.com/bangumi/play/ss3116,568096,568096,26852,22316,107690,17179332,3116,3116,"['萌系', '日常']",2210,2016/1/10,在这个春天走入社会的前田先生在10平方米的小屋子里开始了一个人的生活，然而这所公寓的房东是名——
无头骑士异闻录×2 结,全12话,,9.4分,1,https://www.bilibili.com/bangumi/play/ss3101,1659064,432364,37325,4913,404283,9776174,3101,3101,"['奇幻', '日常', '声控']",2828,2016/1/9,这是，扭曲的物语。扭曲的爱的，物语——。事件同时频发，池袋的街道被吞入混沌的漩涡。怀着各自的心思，集合到新罗的公寓的人们。“Dollars”“黄巾贼”“罪歌”的势力簇拥到街道上。以及，当塞尔提的“头”暴露在光天化日之下时，事态朝着无人预期的结局发展——！
银河铁道之夜 2006,全1话,,9.4分,1,https://www.bilibili.com/bangumi/play/ss3053?theme=movie,61625,33936,1282,522,2191,193725,3053,3053,['奇幻'],214,2006/6/17,《银河铁道之夜》说的是一个名叫乔邦尼的男孩，有一天在山丘上睡着了。在睡梦中，他搭上了一趟开往天国的银河铁道列车，和班上他最喜欢的男孩康贝瑞拉一起来到了天国。然而当他醒来，发现这不过是一个梦。但当他跑下山丘回家时，却听到了一个几乎让他不敢相信的消息：康贝瑞拉在河里淹死了。
银河铁道之夜,全1话,,9.4分,1,https://www.bilibili.com/bangumi/play/ss3041?theme=movie,61625,38730,1044,649,5101,205555,3041,3041,"['奇幻', '时泪']",208,1985/7/13,主人公乔班尼是个出身贫困的孩子，他每天努力打工来养活被疾病困扰的妈妈。乔班尼的好朋友柯贝内拉家境富裕，家中有很多书籍，他常常邀请穷苦的乔班尼去家里读书。有一天，自然科学课上，老师拿出银河的图片向同学们提问，当乔万尼被点到的时候，他虽然知道答案，但却因为自卑而不敢回答，结果被一些同学耻笑。为了保全乔班尼的面子，柯贝内拉也对老师提出的问题沉默不答，而被老师和同学误以为连他这样的好学生也不懂。在银河节的那天，乔万尼在路上遭到了同班同学贾奈利的嘲弄。贾奈利随后吆喝同学们去参加晚上的银河节水灯大会，可乔班尼却...
英国恋物语艾玛,全12话,,9.4分,1,https://www.bilibili.com/bangumi/play/ss2998,59805,55319,1418,778,31745,779319,2998,2998,"['恋爱', '治愈']",182,2005/4/2,19世纪时的英国正处于维多利亚时代，社会充满奢靡之风，名流们纷纷享受起高品位的生活。而随之而来的却是思想上的保守，以及对于社会等级的严格恪守，不同阶级之间的来往要受到严格的限制，非门当户对的恋爱更是大不逆的行为。贵族青年威廉·琼斯在拜访恩师凯莉先生时，偶遇了加利家的女仆艾玛。和其他的佣人不同，艾玛受到过良好的教育并且拥有相当好的教养，举止得体彬彬有礼，令威廉对她一见倾心。然而他们之间巨大的阶级差别，使得这段恋情充满了艰难与变数。 由此，在偶然的相遇下发生的一个爱情故事。偶然的相遇带来了一份恋情，随时间流...
四娘物语,全2话,,9.4分,1,https://www.bilibili.com/bangumi/play/ss2906,66307,66307,1949,666,11002,295448,2906,2906,['日常'],401,2008/2/29,《四娘物语》的故事设定比较简单，在主人公与少女们毕业之后，他们所就读的学校就要废校了。在离别之际，他们写下各自的心情装在一起埋于校园中，并许下了3年后再见的约定。那么结果再次相会的少女们能在废弃的校园中找到自己曾经的心情么？
火球 魅力之章,全13话,,9.4分,1,https://www.bilibili.com/bangumi/play/ss2885,26845,9828,236,126,824,157542,2885,2885,"['机战', '科幻', '日常', '泡面']",106,2011/4/4,《Fireball》是一部全3DCG动画，背景设定在遥远未来的星球，故事主要讲述机器人大小姐、管家机器人、宠物机器猴子以及隐形的机器女仆们在一间豪宅里的生活琐事。《Fireball》为13集片长总共23分钟的短篇动画，于2008年4月7日在东京MX频道播放，而迪斯尼频道在4月11日开始播放。第二期《Fireball Charming》（火球·魅力之章）同为每集2分钟共13集的短篇动画，但画面步上了一个新台阶。此部于2011年4月开始播放，收视渠道与3年前相同。作品的时间点在第一部之前，大小姐和管家的造型都作了改变。
浪漫追星社,全15话,,9.4分,1,https://www.bilibili.com/bangumi/play/ss2849,18011,17375,406,878,1488,70496,2849,2849,"['治愈', '日常', '社团']",181,2009/7/7,【本字幕由诸神双语字幕组协力译制】柏原麻实的青春校园漫画《浪漫追星社》，从2005年开始在《月刊Afternoon》开始连载，主要以天文观测为主题。与之前确定将在今年7月推出TVA动画。本作走的是轻松愉快的校园喜剧路线，由《校园迷糊大王》原班班底倾力打造。宣传动画的画风清丽讨喜，结合“天文观察”这个颇为少见的切入题材，相信将会是值得期待的一部作品。
女神异闻录3 剧场版 #1 Spring of Birth,全1话,会员专享,9.4分,1,https://www.bilibili.com/bangumi/play/ss2845?theme=movie,238754,190604,4871,1780,34987,2145565,2845,2845,"['科幻', '奇幻', '战斗', '校园']",495,2013/11/23,隐藏在每天交替时刻的狭缝中的时间，“影时间”。每当影时间来临，世界便停止运转，人们化为静立的棺木。之后，异形的怪物“Shadow”便现身破坏。能够与之对抗的，只有能够使用“Persona”这种特殊能力的人类。转学到私立月光馆学园的少年结城理觉醒了Persona的力量，之后被前辈桐条美鹤邀请加入“特別课外活动部”。在那里聚集的，都是同样拥有力量的Persona使用者。他们为了各自的目的追寻着影时间的真相，并与难以想像的命运展开了对峙ーー。
境界的彼方 -I'LL BE HERE- 未来篇,全1话,独家,9.4分,1,https://www.bilibili.com/bangumi/play/ss2844?theme=movie,3507181,760150,81045,13684,357247,6761576,2844,2844,"['日常', '奇幻', '治愈']",6437,2015/4/25,【本片翻译由幻之字幕组提供】本片于2015年4月25日于日本上映，延续了TV版剧情一年后的事。一年后，栗山未来同学复活后失去记忆。秋人同学在新学期为着栗山同学的未来着想，开始疏远栗山同学，在新的战斗中栗山同学再次表明自己对秋人同学的情感，他们对未来又将会作出如何选择。
Fate/stay night [Unlimited Blade Works] 特典,全1话,,9.4分,1,https://www.bilibili.com/bangumi/play/ss2843,5156224,1017898,31719,9737,122296,10851955,2843,2843,"['奇幻', '日常']",3541,2015/10/7,Fate?stay Night Unlimited Blade Works BD-BOXII未放送特典[sunny day] 有别于动画的True End 的另一个结局。
家有穆珂,全25话,独家,9.4分,1,https://www.bilibili.com/bangumi/play/ss2794,89863,89863,7951,726,108249,3083117,2794,2794,"['萌系', '泡面', '日常']",271,2015/10/3,在群山环绕的乡下有一家玻璃工坊“GLASS STUDIO AMATO”。吹玻璃的手艺人小松和他的爱犬穆珂一起生活在这里。穆珂十分的喜欢它的主人小松！有着少女般内心的穆珂的梦是有一天小松能成为狗狗和她作伴，还有就是能抓到自己的尾巴。今天的的穆珂也是闪亮着它引以为傲的亮闪闪的鼻子，和小松渡过有爱的一天。这是属于乐天派穆珂的故事，在小松成为狗狗之前，请一定要看噢！
K MISSING KINGS,全2话,独家,9.4分,1,https://www.bilibili.com/bangumi/play/ss2793?theme=movie,2980172,438331,17477,5413,196624,7313862,2793,2793,"['奇幻', '战斗', '声控']",1744,2014/7/12,《K MISSING KINGS》是电视动画《K》的剧场版动画，2014年7月12日于日本上映。主要讲述了赤之氏族“吠舞罗”的族人栉名安娜，经历绿之氏族“jungle”发动的御柱塔袭击之后，作为新的“赤之王”而觉醒，与吠舞罗的同伴们再度结下强固羁绊的故事。
落第骑士英雄谭,全12话,,9.4分,1,https://www.bilibili.com/bangumi/play/ss2743,2304976,2304976,418422,89120,2449825,94293243,2743,2743,"['校园', '战斗', '架空', '冒险']",19415,2015/10/3,黑铁一辉虽有着成为能将灵魂转化为魔剑的“魔导骑士”的目标，却由于自身没有魔法方面的才能，而被他人戏称为“落第骑士”。不过，在与来自异国的公主——有名且最强的“A级骑士”史黛菈?法米利昂相遇后，一辉的“最弱”的学院生活发生了改变。而另一方面，曾经的“落第骑士”重新以“无冕剑王”的身份，在这场争夺骑士顶点的战争中崭露头角！
樱子小姐的脚下埋着秘密,全12话,,9.4分,1,https://www.bilibili.com/bangumi/play/ss2742,1236539,1236539,50527,13399,622768,24626751,2742,2742,"['智斗', '日常', '推理']",5135,2015/10/7,“真相就像骨头，虽然隐藏在皮肤、脂肪与血肉之下，却默默支撑著所有的一切。事物之间必有关连，就像生物必有骨肉一样。”居住在北海道旭川一栋复古宅邸里的美人大小姐·九条樱子有个令人难以理解的嗜好：她是个“比起三餐更爱骨头”的人，除了身为组立骨头的标本师以外，她也负责解开杀人事件，并充任验尸官之职。哪儿有“死亡”，她就往哪儿跑。住在附近的平凡高中生·馆胁正太郎是樱子小姐的好朋友，虽然知道樱子小姐个性古怪，但还是为她所着迷，跟着她到处跑，结果碰上了不少和尸体有关的事件。
