tags,pub_date,long_com,short_com,cv,staff,intro,media_id
"['科幻', '机战']",2007年4月8日,长评 ( 18 ),短评 ( 316 ),"古茂田考美：能登麻美子,小高勝：保志総一朗,切江洋介：浅沼晋太郎,本田千鶴：高梁碧,門司邦彦：宮田幸季,宇白順：皆川純子,宇白可奈：阿澄佳奈,和久隆：阪口大助,往住愛子：牧野由依","导演：森田宏幸,原作：鬼頭莫宏,演出：岡村正弘、畠山茂樹、柳沼和良,分镜：大橋誉志光、名村英敏、森田宏幸、柳沼和良,音乐：野见祐二、野見祐二,人物设定：小西贤一、小西賢一,色彩设计：饭岛孝枝、飯島孝枝,总作画监督：朝来昭子,作画监督：朝来昭子、飯島弘也、夏目真悟,摄影监督：藤田贤治、藤田賢治,原画：柳沼和良、田辺修,背景美术：丸山由紀子",本片属于黑暗系动画，讲述了15名少年少女用自己的生命保卫地球的故事。（剧透注意）故事中，地球、人类乃至地球上的所有生物都有可能在48小时内完全消失。被选中的15名少男少女为了解救地球献出了他们的生命。但是人类同胞们却对此展现了冷血与无情。而事前定下契约的人，一旦选择迎战后，直到战斗结束为止都不可以退出。更残酷的是他们所操纵的机体活动的能源就是机师的生命，不论胜负，战斗的结果只有死亡。,1295
"['科幻', '热血']",2007年4月5日,长评,短评 ( 38 ),"草薙 剑儿：小野大辅,珠城 桩：植田佳奈,美角 镜：千叶进歩,珠城 美和：兵藤まこ,司马 迁次郎：上田阳司,柳生 充子：野田顺子,早乙女 门子：森夏姫","原作： 永井豪,导演： 川越淳,脚本： 柿原優子、高橋ナツコ,分镜： 川越淳,演出： 川越淳、岡嶋国敏,音乐： 平野義久,人物设定： 菊池晃,系列构成： 早川正,色彩设计： 原田幸子,作画监督： 山下将仁、江原康之,原画： 山下将仁、崎山北斗、奥野治男、江原康之,主题歌演出： 水木一郎、JAM Project,插入歌演出： JAM Project,音响监督： 岩浪美和,动画制作： アクタス,官方网站： http：//jeeg.tv/,播放电视台： WOWOW",曾经，人类与拥有凶恶咒术力的女王--妃魅祸率领的邪魔大王国的埴轮幻神发生过壮绝的战争，战争最后以人类封印了妃魅祸而获得了胜利。在那场战争的50年后，人类在平静的生活中渐渐忘记了那场战争。但是，埴轮幻神又一次出现了！与它们展开战斗的是司马迁次郎博士率领的BUILD BASE！高校生草薙剑儿借着由从BIG SHOOTER射出的各种部件装着组合而成「钢铁神吉克」，与它们展开了激烈的战斗。现在，关系到人类存亡的新的战斗开始了……,1289
"['奇幻', '科幻', '架空']",2008年9月24日,长评 ( 25 ),短评 ( 603 ),"西村春：折笠富美子,竹原明之：阿部敦,娜琪亚美：三瓶由布子,西洛肯皇帝（影童子）：古谷徹,西洛肯皇帝：古谷徹,圣诺瓦：麻生美代子,寺冈古市：立花慎之介,角股雷鱼：藤原啓治,阿克西巴：小西克幸","脚本：野村祐一、大野木寛、清水恵、宮地昌幸,导演：宮地昌幸,原作：BONES,分镜：大橋誉志光、村田和也、宮繁之,演出：矢吹勉、宮地昌幸、村田尚樹、野村和也、綿田慎也、篠崎康行,音乐：大島ミチル,人物设定：倉島亜由美,系列构成：野村祐一、清水恵,色彩设计：梅崎ひろこ,总作画监督：倉島亜由美、橋本誠一",“即使如此人们还是不得不扪心自问、仔细斟酌……” 尖端岛是一个被油泥海包围着的小岛。 小岛因70年前发生的战争而被“南大陆自由圈”接管，アキユキ（男）与母亲一起在小岛上生活。 父亲经营着一间小诊所，过着与母子两人的分居生活。 某日，アキユキ与好友ハル以及フルイチ在上学的途中被卷入了一起爆炸事件。 爆炸中，アキユキ的手臂遭到了爆炸物射出的神秘光线的照射，变身成了名为“ザムド（Xam'd）”的怪物。 就在此时，名为ナキアミ的红发异国少女出现在因丧失自我而四处暴走中的Xam'd面前…… 阻止Xam'd的暴走后，ナキアミ将アキユキ...,1206
"['奇幻', '科幻', '热血', '声控']",2009年10月2日,长评 ( 5 ),短评 ( 119 ),"米蕾波可·凡蒂儿：沢城みゆき,马特阿拉斯特·巴罗力：大川透,哈缪丝·梅瑟塔：喜多村英梨、朴璐美,洛萝提·玛尔伽：户松遥,克里欧·东尼斯：入野自由,沃肯·马克马尼：中村悠一,摩卡尼亚·弗鲁路：石田彰..","原作：山形石雄,监督：篠原俊哉,脚本：花田十輝,分镜：東海林真一、篠原俊哉、吉沢俊一、市村徹夫,演出：篠原俊哉、吉沢俊一、津田尚克、市村徹夫、岸川寛良,系列构成：岡田麿里,人物原案：山田正樹、前嶋重機,人物设定：山田正樹,美术监督：池田繁美,色彩设计：大西峰代,音乐：平野義久,音响监督：本山哲,摄影监督：北村直樹,编辑：后藤正浩,动画制作：david production",本作改编自山形石雄所作、前嶋重机插画的奇幻小说「战斗司书」系列。故事围绕有着预测未来、时间静止等特殊能力的「武装司书」，与同样拥有特殊能力的「神溺教团」团员们的战斗为主轴展开。自远古时代开始，人死后的灵魂就会被“过去神”邦特拉封在“书”中，收藏在地下的邦特拉图书馆。神离开人类后，管理图书馆和挖掘“书”的工作落在了武装司书身上。也有不少罪犯会因个人目的搜集、私藏及滥用“书”，其中神溺教团为了他们的教义，无视别人的生命，夺取他人的“书”；武装司书任务就是不断与之展开对抗。,1155
"['奇幻', '架空']",2007年4月3日,长评 ( 2 ),短评 ( 81 ),"タタラ・フォロン：神谷浩史,コーティカルテ・アパ・ラグランジェス：戸松遥,ユギリ・ペルセルテ：水樹奈々,ツゲ・ユフィンリー：川澄綾子,ユギリ・プリネシカ：佐藤利奈,サイキ・レンバルト：小西克幸,ア..","脚本：榊一郎,导演：下田正美,主题歌演出：riya,原作：榊一郎,系列构成：榊一郎,演出：浅見松雄、内田祐司,分镜：成田歳法,系列监督：渡邊淳一",将被称为“精灵”的生命体，当成理所当然的存在的虚构世界— Polyphonica（中译：波利佛尼卡），和我们地球的真实世界有着平行世界般的关连。因此，也有真实世界历史上实际存在过的人（例如：但丁、贝多芬）出现在波利佛尼卡大陆上。波利佛尼卡大陆的科学等级，大致介于地球的现代与近未来之间。跟地球科技产物类似的物品，也大多都存在着。另外，也有着被称为未来都市一般的存在。而借由演奏“神曲”来借用精灵力量的技术体系，则与一般科技并行发展着。这个世界其实还隐藏着某项重大的秘密，而精灵们则一直等待着人类逐步接近真相的时刻到来...,1128
"['时泪', '奇幻', '热血', '魔法']",2008年7月2日,长评,短评 ( 25 ),"加梅莉亚：鈴木真仁,莉娜·因巴斯：林原めぐみ,高里·杰布列夫：松本保典,杰路刚帝士：緑川光,ポコタ：赤法師レゾ：希尔菲儿．那鲁斯．莱塔：冬馬由美,兽神官 杰洛士：石田彰,ズーマ：飛田展男","脚本：高山治郎、山田靖智、長谷川勝己、伊藤美智子,导演：渡部高志,原作：あらいずみるい、神坂一,分镜：渡部高志、森脇真琴,人物设定：あらいずみるい、宮田奈保美,系列构成：高山治郎,总作画监督：佐野隆雄、宮田奈保美、鷲北恭太,作画监督：佐野隆雄、新井伸浩、容洪、石川てつや、加藤万由子,原画：沼田誠也、新井伸浩、滝本祥子、石川てつや",《秀逗魔导士》（スレイヤーズ，Slayers，香港地区译为《魔剑美神》）是富士见Fantasia文库发行，神坂一创作的轻小说。以及以此为原作的改编动画、漫画、广播剧、游戏作品群。本作品基本上为以主角莉娜·因巴斯的视点所描述的第一人称小说，不过在短篇也会见到其他角色的视点与第三人称的形式。原本Slayers是杀手的意思；不过在长篇的Slayers是指The Demon Slayers（屠魔者），而在短篇‘すぺしゃる’则是指让读者爆笑的Slayers。自1995年以来多次动画化，目前共有5季TV版、5部剧场版和2部OVA。前三集TV版曾在大陆放映过。故事围绕着“天才美少...,1115
['日常'],2009年1月3日,长评 ( 5 ),短评 ( 357 ),"大地翔：福山潤,哈密瓜：成田紗矢香,天空寺奈染弥：豊崎愛生,艾伊露：能登麻美子,葡萄子：悠木碧,东风揺花：大久保藍子,甘字五郎：岡本信彦,男屋秀彦：置鮎龍太郎,木崎爱铃：豊口めぐみ","导演：日巻裕二,人物设定：田中良,原作：藍上陸,人物原案：鈴平ひろ,系列构成：子安秀明,色彩设计：原田幸子,演出：浅見松雄,音乐：櫻井優香、松田彬人",一个平凡不足为奇的高中生喝汽水时，手里的哈密瓜味的汽水罐奇迹般的变成一个少女！因此翔成为了少女的主人，为了给少女一个安身的场所，让哈密瓜到学校上学，而翔的青梅竹马奈染弥却对哈密瓜的存在感到不爽。另外「空罐」间的战斗「空罐选拔赛」紧接著展开！反观不想战斗的翔，哈密瓜可是战意十足！空前绝饮、烦恼净空的恋爱喜剧就此开封！！原作 蓝上陆、插画 铃平广的「空罐少女」，Super Dash文库集英社作品，已经发售了9卷单行本的该作于2009年1月被改编为TV动画。动画制作由「红」的制作公司Brain's Base负责，加入了实力派声优，很强大- ...,1097
"['小说改', '穿越', '奇幻', '萌系']",2020年1月8日,长评 ( 753 ),短评 ( 50233 ),"梅普露：本渡枫,莎莉：野口瑠璃子,霞：早见沙织,奏：新井里美,麻衣：加隈亚衣,结衣：诹访奈奈香,克罗姆：杉山纪彰,伊兹：佐藤聪美","原作：夕蜜柑（カドカワBOOKS『痛いのは嫌なので防御力に极振りしたいと思います。』/ KADOKAWA刊）,角色原案：狐印,监督：大沼心 / 凑未来,系列构成：志茂文彦,角色设计 / 总作画监督：平田和也,动画制作：SILVER LINK.",主角本条枫在好友白峰理沙推荐下开始游玩游戏“NewWorld Online”，创建了名为“梅普露”的角色。然而作为游戏初学者，梅普露选择了不受欢迎的大盾当武器，同时因为怕痛而把所有状态点加到防御力的极限加点。 虽然在游戏初期因此吃了不少苦，但因为梅普露无视规则又异想天开的行动方式学到各种特殊技能，更以其奇特方式通关地城获得了罕见装备，令防御进一步提升。 最强初学者化身“移动要塞”在游戏中尽情胡闹的冒险故事。,28224137
"['小说改', '战斗', '日常', '奇幻']",2022年10月3日,长评 ( 9 ),短评 ( 330 ),"莎拉莎·菲德：高尾奏音,洛蕾亚：木野日菜,艾莉丝·洛采：大西沙织,凯特·施达温：诹访七香,奥菲丽娅·米利斯：斋贺弥月,玛利亚：小清水亚美","原作：伊月瑞穗《新人炼金术师的店铺经营》（Fantasia文库发行）,人设原案：Fuumi,导演：博史池畠,剧本统筹：村越繁,角色设计：伊藤阳祐,总作画导演：鲤川慎平,构图监修：川濑正男,美术导演、美术设计：荒井和浩,色彩设计：西咏仔,摄影导演：芹泽阳香,剪辑：三岛章纪（三岛剪辑室）,音响导演：本山哲,音乐：富贵晴美,音乐制作：日本哥伦比亚,动画制作：ENGI,出品：《新人炼金术师的店铺经营》制作委员会",新人炼金术师莎拉莎在孤儿院长大，梦想是和去世的双亲一样开一家属于自己的店铺。她从培养学校毕业后，师父为祝贺她毕业而赠送的礼物，是某个边境村庄里的闲置店铺。莎拉莎本因梦想提前实现而欢欣鼓舞，到了却发现店铺破旧不堪，和当地居民交流不便，收集素材危机四伏，还要消灭魔物？！莎拉莎以自己丰富的知识、庞大的魔力和精湛的剑术为武器，在陌生的土地上艰苦奋斗。通过经营店铺传递出的心意与不断丰富的炼金术，带来了新的邂逅与情谊——,28339721
"['战斗', '校园', '奇幻', '架空']",2017年4月4日,长评 ( 51 ),短评 ( 4212 ),"格伦·勒达斯：齐藤壮马 / 佐仓绫音(幼年期),希丝缇娜·菲伊贝尔：藤田茜,露米娅·汀洁尔：宫本侑芽,莉艾尔·雷冯德：小泽亚李,阿鲁贝尔特·弗雷藏：高桥广树,瑟莉卡·阿尔弗涅亚：喜多村英梨","原作：羊太郎(ファンタジア文庫),原作插画：三嶋くろね,监督：和ト湊,系列构成：待田堂子,角色设计：木村智,总作画监督：木村智 / 飯野まこと,道具设计：岩永悦宜,魔法阵设计：江古田ノイヅ,特殊效果作画监督：橋本敬史,美术监督：金子雄司,美术监督辅佐：百海直子,背景：青写真,色彩设计：大西峰代,摄影监督：サイトウタカオ,摄影：グラフィニカ,编集：長谷川舞,音响监督：清水洋史,音响制作：東北新社,音乐：堤博明,音乐制作：KADOKAWA,动画制作：ライデンフィルム(LIDENFILMS)",厌恶魔术的魔术讲师所展开的叛逆英雄幻想剧！魔术与科学共同发展的世界——卢瓦佛斯。位于魔导大国·阿尔扎诺帝国南部的“阿尔扎诺帝国魔法学院”，是学习世界最先端魔术的最高学舍。拥有约四百年历史的这所学院，是所有有志于魔术之道人们的憧憬，学院的讲师和学生们也因自己的身份而自豪。突然来到这所正统学院赴任的非常勤讲师，格伦·勒达斯。“我来教给你们真正的魔术吧”被称作“不正经”的这个男人的破天荒授课，就此开始。,28230162
"['日常', '治愈']",2011年4月11日,长评 ( 28 ),短评 ( 1108 ),"星野一马：浅沼晋太郎,中津川初：中村繪里子,星野 歩：大橋歩夕,神本圆佳：清水愛,酒井阳菜：吉田真弓,藤堂小宵：大久保藍子,藤堂绸：高桥智秋,日向伊吹：青叶苹果","脚本： 雑破業,分镜： 岩崎太郎、博多正寿,演出： 越田知明、岩崎太郎,人物原案： 涼香、なちゅらるとん、鶴崎貴大、有河サトル、澤野明、ぞうあざら,系列构成： 雑破業,作画监督： 奥野浩行、清水昌之、長谷川亨雄、野道佳代,监修： 柊★たくみ,原画： 吉原達矢,主题歌演出： のみこ,制片人： 伊藤誠,动画制作： 動画工房,别名： 向星空架桥,官方网站： http：//www.mmv.co.jp/special/hoshikaka/,导演： 三原武憲,系列构成/脚本： 雑破業,人物设定/作画监督： 大河原晴男,美术监督： 門間幸一,制作： 山比古町観光協会",【本片翻译由澄空学园字幕组提供】故事讲述男主角星野一马，为了陪同身体虚弱的弟弟星野步疗养，在学期过了一半却决定和弟弟由市镇搬到空气清新的乡郊山比古町居住。本应是值得纪念的转校第一天，一马在这陌生的道路上迷了路，但幸好的是，一马遇到了同校的女生中津川初，并像其他王道游戏般，两人“意外地”滑倒，又“意外地”地接了吻。在一连串的意外后，最意外的竟是被初的好友日向伊吹看到了，就这样，他们三人的初遇及再遇的故事便在这乡郊里展开。,919
['运动'],2012年1月7日,长评 ( 2 ),短评 ( 128 ),"逢泽驱：三瓶由布子,逢泽杰：福山潤,美岛奈奈：伊藤静,荒木龙一：石田彰,中塚公太：白石稔,岩城铁平：三木眞一郎,织田凉真：浪川大輔","导演：小倉宏文,演出：渕上真、綿田慎也,作画监督：一居一平、森山雄治,分镜：堀之内元、吉村愛、渕上真",憧憬着U-15日本国家足球队天才中锋(MF)的哥哥逢泽杰的逢泽驱，热爱足球的他因为幼时的事件而退缩想放弃足球，但就在这时兄弟两人发生了意外，那一天的早晨天气晴朗，好久没有两人共骑一部脚踏车的逢泽杰与逢泽驱，互相倾吐着各自对足球的想法。就在兄弟两人的心愈来愈靠近的时候，突然意外发生了！为了活下来弟弟逢泽驱接受了哥哥逢泽杰的心脏移植，在好友美岛奈奈的陪伴下回到了球场上，背负着哥哥的期待展开属于自己的足球之路…,827
"['历史', '声控', '乙女']",2010年4月4日,长评,短评 ( 11 ),0,0,薄樱鬼即指土方岁三。此名为游戏土方线结尾土方与风间决战前风间所起。薄樱意为如樱花般绚烂而又转瞬即逝；鬼则指土方身为人类，却始终坚持贯彻自身信念，高洁之心令人钦佩，拥有能与鬼族平起平坐的强大实力与内心（风间是鬼族，一直对自己的鬼族身份感到骄傲，视罗刹为不伦不类的“伪物”）。其实新选组众成员又有哪个不是如此呢？,765
"['历史', '声控', '乙女']",2012年7月9日,长评 ( 2 ),短评 ( 61 ),"井吹龙之介：関智一,原田左之助：遊佐浩二,山南敬助：飞田展男,冲田总司：森久保祥太郎,土方岁三：三木眞一郎,藤堂平助：吉野裕行,芹泽鸭：中田让治","原作： オトメイト,导演： 山崎理,脚本： 中村能子、笹野恵、広田光毅、山崎理,分镜： 山崎理、斎藤哲人、大張正己、小島正士、金﨑貴臣、名村英敏,演出： 竹下健一、石田暢、吉田俊司、高山秀樹、久保太郎、青柳宏宜,人物原案： カズキヨネ,人物设定： 中嶋敦子,美术监督： 平栁悟,色彩设计： 北爪英子,总作画监督： 安田京弘、中嶋敦子,作画监督： 山田裕子、氏家嘉宏、前澤弘美、河南正昭、中山由美、平川亜喜雄、石橋有希子、瀧原美樹、松下郁子、松浦里美、古住千秋、湖川友謙,摄影监督： 下崎昭,原画： 湖川友謙,剪辑： 松村正宏,原案： 藤澤経清",新选组诞生时，母亲因病而亡的龙之介，在失去生活的心灵支柱、漫无目标的四处彷徨时，被要上京的尊王攘夷派浪士打劫而身无分文。没有食物又没有钱的龙之介，就在他快饿死时，遇上了正要前往京都路上的芹泽鸭。厌恶武士，但在接触了那些为了成为武士而努力的人们、并了解他们的目标与梦想后，龙之介顽固的心也开始有了变化。他们心中向往的武士是什么？作为自己目标的道路又在哪里？这就是，在幕末动乱之中，一位无名少年的故事……。,763
"['架空', '游戏改', '奇幻', '恋爱']",2017年10月7日,长评 ( 11 ),短评 ( 771 ),"卡尔迪娅：早见沙织,亚森·鲁邦：前野智昭,亚伯拉罕·范海辛：诹访部顺一,维克托·弗兰肯斯坦：柿原彻也,因倍·巴比康：森久保祥太郎,圣日耳曼：平川大辅,菲尼斯：梶裕贵","原作:オトメイト(アイディアファクトリー/デザインファクトリー)、Design Factory,导演:山本秀世,音乐:高桥谅(Maurits""禅""Cornelis),人物原案:miko,人物设定:中西彩,系列构成:ハラダサヤカ,色彩设计:津守裕子,总作画监督:石井明治,剪辑:黒泽雅之,音响:ダックスプロダクション,音乐制作:ランティス,动画制作:M.S.C(エム・エス・シー),Copyright:©IDEA FACTORY/DESIGN FACTORY・Code:Realize PROJECT,脚本监修:一ジョー,美术监督:皆谷透,摄影监督:斉藤朋美",「猛毒の少女は、爱を求めた。」被称作怪物、全身有着剧毒的少女Cardia，某个夜里，与自称怪盗绅士的男子邂逅了。被这个男子——亚森·罗宾引导着，少女来到了钢铁都伦敦。在陌生的土地上遇见各种各样的人，以及继次编制而出的，谜样的物语。被称为怪物的少女，最终寻得的答案是——,6435
"['热血', '战斗', '漫画改']",2017年9月8日,长评 ( 2 ),短评 ( 200 ),"近卫刀太：高仓有加,雪姬：松冈由贵,时坂九郎丸：广濑友纪,涅吉·史普林菲尔德：佐藤利奈,樱雨桐衣：茅野爱衣,夏凛：小仓唯,相坂小夜：白鸟由里,绫濑夕映：桑谷夏子","原作：赤松健《UQ HOLDER!》,监督：铃木洋平,系列构成：赤松健、安川正吾,角色设计：藤井昌宏,制片：EGG FIRM,动画制作：J.C.STAFF",本片为单行本第14卷/16卷/17卷同捆OAD。在平稳而乏味的乡村生活的少年·近卫刀太，有着前往都市一展宏图的梦想。为此，他每天都向养育了自己的亲人，同时也是优秀的魔法使·雪姬发起挑战。但，一边战斗一边和睦度日的两人面前出现的赏金猎人，宣告了平稳乡村生活的终结。这是一个，成为不正经者的人们的物语。,6414
"['架空', '冒险']",2014年7月19日,长评 ( 1 ),短评 ( 44 ),"小智：松本梨香,莎莉娜：牧口真幸,小智的皮卡丘：大谷育江","导演：湯山邦彦,脚本：園田英樹,分镜：山口健太郎、尼野浩正、大和田淳,演出：山口健太郎、高橋ナオヒト、阿部栞士、大和田淳,音乐：宮崎慎二,人物设定：広岡トシヒト、松原徳弘、一石小百合,美术监督：秋葉みのる,作画监督：新村杏子、竹内杏子,原画：毛利和昭、和田高明、小野歩,原案：田尻智,动画制作：オー・エル・エム,副导演：須藤典彦",在地下深处，存在一个美丽的国家“钻石矿国”，有“宝石宝可梦”之称的小碎钻们在这里和平生活。存在于这个国家的巨大钻石“圣洁钻石”，长期以来作为重要的能量源泉，一直发挥着维持矿国一切活动的作用，但如今它的生命即将耗尽。这样下去这个美丽的矿国将会灭亡！就在这样的背景下，蒂安希遇到了小智和皮卡丘。为了寻求神圣之力，他们踏上了寻找“生命宝可梦”哲尔尼亚斯的旅程。在这段旅途的前方，等待着他们的有盯上蒂安希的盗贼们，还有曾经令卡洛斯地区所有生命灭亡的“破坏宝可梦”伊裴尔塔尔的沉睡之茧——究竟蒂安希最终能否拯救自己...,6389
"['漫画改', '推理', '智斗']",2016年4月16日,长评 ( 14 ),短评 ( 712 ),"江户川柯南：高山南,毛利兰：山崎和佳奈,毛利小五郎：小山力也,工藤新一：山口胜平,阿笠博士：绪方贤一,灰原哀：林原惠美,吉田步美：岩居由希子,小岛元太、高木刑警：高木涉,圆谷光彦：大谷育江,琴酒：堀之纪,伏特加：立木文彦,贝尔摩得：小山茉美,基安蒂：井上喜久子,科恩：木下浩之,风见裕也：飞田展男,目暮警部：茶风林,佐藤刑警：汤屋敦子,千叶刑警：千叶一伸,铃木园子：松井菜樱子,榎本梓：榎本充希子,詹姆斯·布莱克：土师孝也,茱蒂·斯泰琳：一城美由希,安德雷·卡迈尔：梁田清之,水无怜奈/基尔：三石琴乃,赤井秀一/黑麦威士忌：池田秀一,安室透/波本：古谷彻,库拉索：天海祐希","原著：青山刚昌,导演：静野孔文,编剧：樱井武晴,制片人：诹访道彦、近藤秀峰、石山桂一,角色设计：须藤昌朋,总作画监督,美术：佐藤胜、福岛孝喜、长谷川弘行,色彩设计：中尾总子,摄影：西山仁,编辑：冈田辉满,录音监督：浦上靖之、浦上庆子,音响效果：横山正和,CG导演：小岩宽满,音乐：大野克夫,动画制作：TMS/V1Studio",由“黑色”裁决“黑色”——德国，加拿大，以及（英国）伦敦。黑衣组织所制造的暗杀案件在世界各地接连发生！目标的共同点是？组织的目的是？不久，琴酒就将魔爪伸向日本。这场暗杀大戏不过才刚刚开始。宿命的相遇，突然——东都水族馆进行了大规模翻新。为了观赏那里的特色——世界第一个二轮式巨大摩天轮而来到此处的柯南一行人与那里一位受伤的神秘女性相遇。她似乎由于某种原因丧失了记忆。线索只有已损坏的手机。柯南与少年侦探团一起，决定帮助她找回记忆。这时，灰原觉察到了异样。这个女性，是左右眼颜色不同的“双色瞳”的拥有者。,28228962
"['搞笑', '日常']",2011年1月8日,长评 ( 5 ),短评 ( 64 ),0,0,成年女性的动画世界（大人女子のアニメタイム）是实力派女优×直木赏作家×人气声优的一个企划。第一弹是2011年播出的「滑过河面的风」，现第二弹放送中，第二弹预计由3个短片动画组成，分别为「夕饷（ゆうげ）」、「人生ベストテン」、「どこかではないここ」，从3月10号开始连续3周放送。（信息来源百度百科）,603
"['小说改', '奇幻', '魔法', '架空']",2017年4月10日,长评 ( 61 ),短评 ( 4738 ),"零：花守ゆみり,傭兵：小山剛志,アルバス：大地葉","导演：平川哲生,人物设定：木宮亮介、又賀大介,原作：虎走かける,人物原案：しずまよしのり,制作：インフィニット,动画制作：WHITE FOX,音乐：松田彬人",教会历526年。世界中存在着魔女，并普及了“魔术”。而世界尚未知晓“魔法”。被人们蔑视为“堕兽人”的佣兵，他每天被魔女觊觎着项上人头，梦想着变成人类，但某天在森林中遇到的美丽魔女，改变了他的命运。“——想要变回人类吗？那么佣兵，成为吾辈的护卫吧”。自称为零的魔女，其所拥有的视使用方法甚至可能毁灭世界的魔法书《零之书》被某人盗走，而她正在寻找它的旅途中……,6001
"['校园', '社团', '励志']",2017年4月7日,长评 ( 4 ),短评 ( 126 ),"来栖黑悟：市川太一,村濑蜻蜓：梅原裕一郎,阿久津新：逢坂良太,蛯原仁：河西健吾,丹羽花满：島﨑信長,浅葱芳：甲斐田裕子,蛇之目丸子：内山夕実,三轮山梨里：朝井彩加,数马克己：山本和臣","导演：米田和弘,人物设定：まじろ,原作：榎田尤利,人物原案：CLAMP,系列构成：中村能子,色彩设计：桂木今里,美术监督：三宅昌和、佐南友理,音乐：横山克",热爱歌舞伎的高中1年生来栖黑悟的梦想，是在社团中进行歌舞伎的活动。但，他入学的高中却并不存在这样的社团。“既然如此，就由我们自己来创立不就行了？”他和好友蜻蜓一起，首先开始为召集成员而四处奔走，但……！？青春歌舞伎物语，开幕！,5991
"['科幻', '漫画改']",2017年4月16日,长评 ( 2 ),短评 ( 112 ),"A106：井上雄貴,お茶の水博志：寺島拓篤,天馬午太郎：中村悠一,堤茂理也：櫻井孝宏,堤茂斗子：小松未可子,お茶の水蘭：佐倉綾音,伴俊作：河西健吾,伴健作：飛田展男,マリア：南條愛乃","脚本：藤沢文翁,导演：佐藤竜雄,人物设定：吉松孝博,机械设定：宮崎真一,总作画监督：伊藤秀樹,原作：カサハラテツロー,系列构成：藤咲淳一,色彩设计：田中美穂,音乐：朝倉紀行",故事讲述了在近未来日本遭遇了原意不明的大灾害，日本国土几乎毁灭殆尽，在灾害发生后的5年日本逐渐走向复兴，而在日本的某所大学中年轻的天马博士和茶水博士正在努力的研究机器人技术。,5979
['少女'],2012年3月12日,长评 ( 24 ),短评 ( 522 ),"砚周：土田大,边见瑞纪：下田麻美,娘蜘蛛：金田朋子,月吠庵：星野充昭","脚本：谷村大四郎,导演：海谷敏久,原案：海谷敏久,人物设定：高橋英樹,摄影监督：古川文男,原画：竹中真吾、荒木涼,作画监督：高橋英樹,美术监督：岩熊茜",边见瑞纪的爷爷拥有一家古书店并且将它出租给了学者砚周。一日，瑞记偶然打开了一本名叫《蜘蛛怪异闻》的古书，没想到，一只娇小可爱的蜘蛛娘从中掉了出来。蜘蛛娘告诉瑞纪自己曾被一个阴阳师所救抚养长大，后又被封印在书中，而砚周就是那位阴阳师的转世。砚周很同情蜘蛛娘的遭遇，收留了她。但一名古籍师告诉砚周，蜘蛛娘是非常危险的生物，只要接近她就会在不知不觉中被迷惑从而丧生。 不听劝告的砚周决定将蜘蛛娘送回到她的母亲所在的地方，那是一幢阴森的古宅，里面有一只巨大的蜘蛛正匍匐在黑暗中等待着它的猎物。,5947
"['热血', '运动', '漫画改']",2017年1月10日,长评 ( 1 ),短评 ( 140 ),"小野田坂道：山下大輝,今泉俊辅：鳥海浩輔,鸣子章吉：福島潤,手岛纯太：岸尾だいすけ,青八木一：松岡禎丞,泉田塔一郎：阿部敦,真波山岳：代永翼,新开隼人：日野聡,荒北靖友：吉野裕行","导演：鍋島修,人物设定：番由紀子,摄影监督：葛山剛士,原作：渡辺航,系列构成：砂山蔵澄,色彩设计：中尾総子,剪辑：坂本久美子,美术监督：吉原俊一郎,音乐：沢田完",总北高中自行车竞技部所属的一年级生·小野田坂道，与同年级的今泉俊辅和鸣子章吉、三年级的金城真护、卷岛裕介、田所迅一同以“Team总北”的身份在全国大赛中出场。他们突破了与王者·箱根学园以及京都伏见等对手学校的激烈比赛，漂亮地获得了综合优胜。那样炎热的夏天也已过去，三年生即将引退，总北以“新世代”的队伍在全国大赛中连霸为目标，终于开始进发！,5794
"['乙女', '音乐']",2016年10月2日,长评 ( 2 ),短评 ( 226 ),"愛ヶ咲小花：千本木彩花,一条寺 帝歌：梅原裕一郎,墨ノ宮 葵：KENN,帯刀 凛太郎：小野友樹,庵條 瑠衣：羽多野渉,土筆 もね：蒼井翔太,響 奏音：江口拓也,陶堂千彫：小西克幸","脚本：金春智子,导演：山﨑みつえ,人物设定：石井久美,摄影监督：川下裕樹,原作：矢立肇,人物原案：由羅カイリ,色彩设计：鈴木依里,美术监督：秋山健太郎,音乐：坂部剛",故事发生在一个艺术可以变成魔法的世界中，魔法艺术家是一种可以用魔法艺术给人们带来各种感动的一群人，他们活跃在各种商业展会中。私立星之森魔法艺术高中就是一所专门培养魔法艺术家的学校，主人公是作为特例转学来到这里的一名转学生。转学后不久就被任命为传统文化祭“星之森夏季FES.”的执行委员，将与6名未来将成为魔法艺术家的不同男性展开令人心动的校园生活。最后他们可以让文化祭成功举办，并被选为一年一度的最优秀男女搭档“魔法艺术家王子&公主”吗？,5522
['少儿'],2015年1月24日,长评,短评 ( 77 ),彼得兔：苏俣,原作：碧雅翠丝·波特,《比得兔》动画基于碧雅翠丝·波特原作进行创作，原本存在于故事书中的角色插图将活灵活现地呈现在观众眼中。,5439
