title,season_id,pub_real_date
名侦探柯南 Episode“ONE” 变小的名侦探,33382,1588176000
鲁邦三世VS名侦探柯南THE MOVIE,33380,1588176000
未确认进行式,33328,1389110400
Re:Stage！Dream Days♪,33312,1562428800
LoveLive! Sunshine!! 学园偶像 电影 彩虹彼端,33241,1587052800
蜂蜜与四叶草II,3318,1151510400
蜂蜜与四叶草,3317,1113408000
城市猎人91,33168,672764400
輝夜姬想讓人告白？~天才們的戀愛頭腦戰~（僅限台灣地區）,33088,1586620800
历物语,3297,1452268800
哆啦A梦 第二季,32778,1113494400
江户盗贼团五叶,3248,1271260800
Little Busters!,3242,1349452800
变形金刚2008,3219,1198598400
Q版！黑色四叶草,31854,1577808000
归宅部活动记录,3135,1372867200
天才宝贝,3130,837014400
Re：从零开始的异世界生活 Memory Snow(雪之回忆),31150,1578067200
赤发白雪姬 第二季,3107,1452441600
只有我不存在的城市,3096,1452096000
晨曦公主,3072,1412611200
Love Live! School Idol Project,3068,1357401600
莎拉公主,3046,473788800
拽妹黛薇儿 剧场版,3015,967305600
银仙,297,1412438400
拽妹黛薇儿 第三季,2955,919180800
潜行吧！奈亚子F,2941,1432915200
织田肉桂信长,29360,1578672000
恋爱小行星,29350,1577980800
理科生坠入情网，故尝试证明。,29110,1578585600
机动战士高达 THE ORIGIN V：激战 鲁姆会战,29043,1510243200
记录的地平线,289,1380902400
变形金刚大电影,2873,518367600
銀河英雄傳說：全新命題 星亂（僅限港澳台地區）,28664,1569513600
星合之空,28627,1570723200
这个勇者明明超强却过分慎重,28625,1569945600
一弦定音！第二季（僅限港澳台地區）,28583,1570291200
翼·年代记 春雷记,2855,1237219200
动物狂想曲 / BEASTARS,28542,1570636800
翼·年代记 东京默示录,2854,1195142400
米老鼠的黑白动画片生涯,2840,-1297670400
彗星公主,2821,986054400
阳光中的青时雨,2820,1383926400
甘城光辉游乐园,281,1412524800
少女☆歌剧Revue Starlight -The LIVE- #2 Transition,28054,1563379200
机动战士高达 THE ORIGIN IV：命运的前夜,28034,1481212800
91Days（僅限港澳台地區）,28033,1467907200
田中君總是如此慵懶（僅限港澳台地區）,28032,1460131200
流汗吧！健身少女,28013,1562083200
玉响～毕业写真～,2800,1431014400
Ｄｒ．ＳＴＯＮＥ 石纪元,27993,1562256000
酷妹当家,27819,844444800
第一神拳 间柴vs木村 死刑执行,27805,1062691200
机动战士高达 THE ORIGIN II：悲哀的阿尔黛西亚,27795,1448467200
终物语,2747,1443801600
女神异闻录4,2717,1317830400
萤火之森,27042,1316188800
CAROLE & TUESDAY,26875,1554912000
川柳少女,26870,1554480000
男子高中生的日常 SP,2681,1333382400
钻石王牌 act II 前半,26809,1554134400
鬼灭之刃,26801,1554566400
水果篮子 (2019),26766,1554480000
鲁邦三世：次元大介的墓标,26714,1403280000
亚人酱有话要说 （僅限台灣地區）,26483,1483718400
次元发电机,26390,1527264000
君主·埃尔梅罗二世事件簿 魔眼收集列车 Grace note,26363,1562428800
不吉波普不笑,26303,1546531200
同居人是猫,26289,1547049600
KEMURIKUSA,26285,1546963200
小马宝莉 友谊的魔力 第八季（中配）,26223,1521820800
城下町的蒲公英,2613,1435766400
和歌子酒 动画,2602,1436025600
迷糊餐厅 WORKING!!!,2587,1435939200
天线宝宝,25839,859737600
黑塔利亚 The World Twinkle 第6期,2581,1435852800
赤发白雪姬 第一季,2578,1436112000
哆啦A梦 大雄的猫狗时空传,2568,1078502400
哆啦A梦 大雄与风之使者,2567,1047052800
哆啦A梦 大雄与梦幻三剑士,2562,763401600
机动武斗传G高达,25582,765129600
探险活宝 第七季（中配）,25504,1446393600
探险活宝 第六季（中配）,25503,1398009600
小魔女学园,2547,1362153600
言叶之庭,2546,1369929600
小马宝莉 友谊的魔力 第六季 (中配）,25443,1458921600
机动战舰大和抚子 剧场版,2508,902505600
特别版 Free!-Take Your Marks-,25001,1523980800
剧场版 K Seven Stories,24978,1530892800
少女革命 思春期默示录,2493,934560000
明日之丈剧场版,2485,7833600
闪电十一人 第一季 日语,24833,1223136000
银河英雄传说：全新命题,24674,1522684800
中间管理录利根川,24611,1530633600
凡尔赛玫瑰,2458,308332800
One Room 第二季,24572,1530547200
宇宙战舰大和号 2199,2454,1365264000
明日之丈,24332,1616428800
森林好小子,2401,574272000
排球少年剧场版 胜者与败者,23934,1442505600
鹿枫堂,23873,1523376000
踏切时间,23869,1523203200
雷顿神秘侦探社～卡特莉的解谜事件簿～,23855,1523116800
全金属狂潮 Invisible Victory,23852,1523548800
路人超能100 REIGEN～不为人知的奇迹灵能者～（OVA）,23833,1522512000
元气爆发伏魔金刚,2341,702057600
叮当猫,2334,734025600
疾风无敌银堡垒,2329,734025600
玩偶游戏,2306,828633600
佐罗的传说,2296,828633600
机动战舰大和抚子 TV版,2293,844099200
玲音,2251,899654400
危险调查员,2249,907516800
独自生活的小学生,22288,1507564800
THE BIG O,2224,939744000
三颗星彩色冒险,21744,1515254400
戒律的复活,21729,1515168000
星界的战旗 星界的纹章,2163,955641600
真女神转生 恶魔之子,2157,971020800
随风飘的月影兰,2151,948816000
GEAR战士电童,2143,970588800
头文字D Final Stage,212,1400169600
青春草莓蛋,2104,994176000
星之卡比,2102,1002297600
热带雨林的爆笑生活 FINAL,2093,1071936000
闪灵二人组,2073,1033747200
越狱兔 前传,2034,1428595200
越狱兔 第1季,2033,1151424000
萩萩公主,2030,1029427200
寻找满月,2021,1018022400
索尼克,1982,1049558400
高桥留美子剧场,1970,1057334400
新撰组异闻录 铁,1963,1065456000
BECK,1924,1096992000
请问您今天要来点兔子吗？,191,1397059200
苏生龙王传说,1907,1081008000
爱你宝贝,1905,1080921600
陆奥圆明流外传 修罗之刻,1904,1081180800
人鱼的旋律,1875,1049472000
草莓棉花糖,1856,1121270400
天使心,1850,1128268800
牙-KIBA,1813,1143907200
忏・再见绝望先生,1794,1246636800
再见绝望先生,1792,1183737600
极速方程式,1781,1191513600
斗牌传说,1776,1128355200
玻璃假面,1763,1114358400
一周的朋友。,173,1396713600
变形金刚 领袖之证 第一季（美版）,1723,1333814400
龙与虎,1672,1222876800
金色琴弦～primo passo～,167,1159632000
关于完全听不懂老公在说什么的事 第二季,1655,1427904000
网球优等生,1651,1396713600
EVA 新世纪福音战士新剧场版2.22：破,1639,1246032000
EVA 新世纪福音战士新剧场版1.11：序,1638,1188576000
EVA 新世纪福音战士,1635,812736000
希德尼娅的骑士 第一季,1576,1397059200
怪盗JOKER 第二季,1570,1428249600
怪盗JOKER 第一季,1569,1412524800
灵感！,1560,1427904000
可塑性记忆,1552,1428076800
我的青春恋爱物语果然有问题。,1539,1365004800
关于完全听不懂老公在说什么的事 第一季,1530,1412179200
元气少女缘结神◎,1523,1420387200
西蒙 SIMOUN,1461,1144080000
我的女神 OVA,1451,730224000
我的女神 缤纷之翼,1449,1144252800
我的女神,1448,1104940800
调酒师,1422,1160755200
传颂之物,1388,1143993600
永生之酒,1359,1185379200
逮捕令 第一季,1340,844444800
悲惨世界 少女珂赛特,1314,1168099200
小女神花铃,1308,1175788800
濑户的花嫁,1270,1175356800
再造人卡辛,1219,1222876800
机动战士高达00,1192,1191600000
悠久之翼2,1182,1223308800
悠久之翼,1181,1191600000
轻声密语,1166,1254844800
天体战士,1159,1222963200
我们大家的河合庄,113,1396454400
魔神Z 真魔神 冲击！Z篇,1126,1238860800
秀逗魔导士 第二季,1113,828633600
犬神同学和猫山同学,110,1397059200
加奈日记,1091,1246723200
东京地震8.0,1080,1247068800
DARKER THAN BLACK -黑之契约者- 外传,1066,1264521600
凉宫春日的忧郁 2006,1056,1143907200
交响情人梦Finale,1041,1263398400
交响情人梦 巴黎篇,1040,1223481600
王牌投手 振臂高挥～夏日大会篇～,1016,1270051200
王牌投手 振臂高挥,1015,1176307200
女仆咖啡厅,992,1286380800
刀语,983,1264348800
玛莉亚†狂热 第二季,921,1302192000
滑头鬼之孙 第二季,900,1309622400
无口的森田小姐 2,888,1317744000
迷糊餐厅 WORKING’!!,867,1317398400
好想告诉你 第二季,858,1294070400
花开伊吕波,845,1301760000
我们仍未知道那天所看见的花的名字。,835,1302710400
暴力宇宙海贼,817,1325865600
交响诗篇 第一季,790,1113667200
坂道上的阿波罗,780,1334160000
恋爱随意链接,713,1341590400
邻座的怪同学,688,1349020800
无论何时我们的恋情都是10厘米。～告白实行委员会～,6470,1511539200
结城友奈是勇者 鹫尾须美之章&勇者之章,6448,1507305600
属性咖啡厅,6432,1507392000
长门有希酱的消失 OAD,6407,1445788800
魔女的考验【日语】,6375,1120233600
咕噜咕噜魔法阵 新系列,6332,1499788800
NEW GAME!!,6330,1499702400
舞动青春,6325,1499529600
黄金拼图 Pretty Days,6205,1478880000
Dimension W~维度战记~ OVA,6183,1495123200
精灵宝可梦 钻石&珍珠,6162,1159372800
精灵宝可梦 超世代,6161,1037808000
NEW GAME! OVA,6158,1493481600
斯特拉的魔法 OVA,6049,1487865600
MS动画图鉴 第二季,6046,1470931200
三千里寻母记,5948,189532800
龙的牙医,5933,1487347200
剧场版 银河机攻队Majestic Prince 觉醒的基因,5924,1478188800
神明之记,5909,1479916800
超级弹丸论破2.5 狛枝凪斗与世界的破坏者,5906,1484150400
青春之旅,59,1404748800
越狱兔 第4季,5871,1301068800
珈百璃的堕落,5793,1483891200
鬼平,5792,1483977600
猫咪日常,5786,1483804800
URARA迷路帖,5776,1483632000
偶像大师,5765,1339776000
KARNEVAL狂欢节,572,1364918400
喜欢上你的那个瞬间。～告白实行委员会～,5576,1481904000
光晕：传奇,5574,1266249600
吹響！上低音號 第二季（僅限台灣地區）,5551,1475683200
乌冬面之国的金色毛球,5525,1475942400
极道君漫游记,5502,922982400
精灵宝可梦 世代,5494,1473955200
女神异闻录5 -THE DAY BREAKERS-,5482,1472832000
雷顿教授与永远的歌姬,5472,1261152000
剧场版 快要坏掉的八音盒,5456,1284134400
最终幻想15 兄弟情,5454,1459353600
科学小飞侠Crowds SP,5421,1390492800
神龙之谜,5413,687628800
新战神金刚：传奇守护神,5384,1465488000
包在小可身上,5349,963590400
超次元游戏 海王星,530,1373558400
蔷薇少女 序曲,524,1166716800
蔷薇少女 梦之终结,523,1129737600
科学小飞侠Crowds,520,1373558400
跟班×服务,516,1372867200
玉响～more aggressive～,515,1372780800
齐木楠雄的灾难（日播&精选版）,5070,1467561600
魔法少女☆伊莉雅 3REI!!,5065,1467734400
月歌,5038,1467734400
小桃小栗Love Love物语,5016,1467302400
神奇宝贝：皮卡丘的鬼怪狂欢节,5008,1122825600
天堂之吻,4990,1129219200
拳皇的另一天,4984,1133452800
机动战士高达SEED HD,497,1325347200
名侦探柯南 侦探们的镇魂歌,4920,1590076800
名侦探柯南 战栗的乐谱,4784,1590076800
小凉宫春日的忧郁,4735,1234540800
茄子 带着旅行箱的候鸟,4714,1193155200
魔笛MAGI 第二季,471,1380988800
私立堀镡学园 番外篇,4638,1325347200
妖精的尾巴 剧场版 凤凰巫女,4498,1345219200
偶像大师 闪耀祭典,4455,1351094400
恋旅～True Tours Nanto～,4440,1367078400
来自风平浪静的明天,441,1380729600
中二病也要谈恋爱！恋 Lite,4351,1387987200
名侦探柯南：零的日常,43264,1664640000
间谍过家家 粤配版,43056,1664467200
结城友奈是勇者,4273,1413388800
上课小动作 OAD,4230,1388764800
特利迦奥特曼 泽塔篇,42119,1656691200
憨豆先生动画版 第三季 中文配音,41935,1653926400
团团奇米莫,41891,1657209600
社畜想被幼女幽靈療癒。（僅限港澳台地區）,41489,1649260800
怪物之子,4129,1436544000
三坪房间的侵略者！,4120,1405008000
四色战记 / RWBY 第三季,41135,1644076800
皮卡丘，这是什么的钥匙？,4107,1405699200
pop子和pipi美的日常 中配版,41011,1643558400
小林家的龙女仆 中配版,41009,1643299200
囝仔小短篇,4086,1404316800
不能播放,40536,1647187200
Q版猫和老鼠 第三季,39791,1636300800
田中君总是如此慵懒小剧场,3979,1460131200
舞-乙HiME Zwei,3973,1164297600
哆啦A梦 大雄的宇宙漂流记,3903,920649600
戴拿奥特曼,38989,1624636800
白沙的水族馆,38955,1625760000
转生成为了只有乙女游戏破灭Flag的邪恶大小姐 第二季,38922,1625241600
小林家的龙女仆 第二季,38921,1639670400
紫罗兰永恒花园 中配版,38877,1626192000
堀与宫村 中配版,38875,1626364800
我们的重制人生,38865,1625241600
蜡笔小新之黑暗珠珠大追击,3874,861379200
蜡笔小新之布里布里王国的秘密宝藏,3870,767030400
哆啦A梦 大雄的新魔界大冒险~7人之魔法使,3869,1173456000
哆啦A梦 大雄的魔界大冒险,3867,448300800
魔卡少女樱 知世的影像活跃日记,3858,946656000
潜行吧！奈亚子W OVA,3852,1382630400
潜行吧！奈亚子 OVA 温柔地解决敌人的方法,3851,1354204800
再见绝望先生 Blu-ray BOX化纪念话,3850,1327939200
SSSS.DYNAZENON（僅限港澳台地區）,38451,1617292800
義呆利 World ☆ Stars（僅限港澳台地區）,38444,1617206400
赛罗奥特曼 英雄传,38408,1617120000
持續狩獵史萊姆三百年， 不知不覺就練到LV MAX（僅限港澳台地區）,38394,1617984000
人类衰退之后 SP,3836,1341072000
逮捕令 剧场版 墨东署最大危机,3830,924883200
致不灭的你,38214,1619712000
未确认进行式 OAD,3797,1395936000
绝园的暴风雨,3786,1349280000
進擊的巨人 The Final Season（僅限港澳台地區）,37757,1607270400
校园迷糊大王 三学期,3751,1216224000
阿茹茉妮,3673,1393603200
怪物事变,36241,1610208000
无限滑板 / SK8 the Infinity,36211,1610208000
山田君与7人魔女 OAD,3586,1418745600
奇诺之旅 塔之国 -Free Lance-,3581,1112112000
超时空要塞 ZERO,3566,1040400000
超时空要塞F 恋离飞翼 后篇,3565,1298649600
超时空要塞F 虚空歌姬 前篇,3564,1258732800
Macross Plus 剧场版,3562,812995200
幻想嘉年华 Special Season,3553,1358265600
未确认进行式 OVA,3507,1395158400
黑塔利亚 World Series 第4期,3475,1284048000
黑塔利亚 Axis Powers 第2期,3474,1248624000
魔笛MAGI 辛巴达的冒险,3466,1460736000
三者三叶,3452,1460304000
勇者斗恶龙 达伊的大冒险,34425,1601654400
阿松 第三季,34423,1602518400
满溢的水果挞,34421,1602432000
忧国的莫里亚蒂,34408,1601049600
约战狂三外传,34405,1601395200
鬼灯的冷彻,3440,1389283200
异国迷宫的十字路口,3433,1309622400
知晓天空之蓝的人啊,34212,1598025600
海獭波乐 5th,33942,1585929600
宝石幻想 光芒重现,33807,1593792000
薄樱鬼 御伽草子,3377,1459785600
魍魉之匣,3374,1223308800
电影版 境界的彼方过去篇,3366,1426262400
怪谈餐厅,3363,1255363200
道子与哈金,3360,1224000000
佝偻猫 第二季,3351,1278086400
白箱（僅限港澳台地區）,33498,1412784000
夏娃的时间,3339,1217520000
江户川柯南失踪事件～史上最糟糕的两天～,33381,1588176000
辣妹與恐龍（僅限台灣地區）,33115,1586016000
湘南暴走族,3310,526662000
转生成为了只有乙女游戏破灭Flag的邪恶大小姐,33055,1586016000
阿尔蒂,33052,1585929600
爱书的下克上：为了成为图书管理员不择手段！ 第二部,33050,1586016000
水果篮子 第二季,33046,1586188800
甜梦猫,33045,1586016000
宝可梦 就决定是你了！,32934,1500048000
快要坏掉的八音盒,3292,1262016000
火影忍者 疾风传,3287,1452700800
银河英雄传说 我的征途是星辰大海,3284,571075200
兽械争霸,3276,937584000
他和她的故事,3275,907257600
One Off,3268,1349020800
湾岸MIDNIGHT,3262,1181836800
柴犬阿旺的和式生活,3255,1144166400
蛋黄酱萝莉,3233,1183651200
ID:INVADED（僅限港澳台地區）,31818,1578240000
科學超電磁砲T（僅限港澳台地區）,31817,1578672000
我家浴缸的二三事,311,1412524800
佛兰德斯的狗,2983,858355200
Re：从零开始的异世界生活 新编集版,29590,1577808000
拽妹黛薇儿 第四季,2956,951408000
.HACK//Quantum,2933,1296144000
打工吧！魔王大人,2932,1365004800
思维覆写,29317,1578153600
彩虹小马 小马国女孩3：友谊大赛,2900,1443196800
厨病激发男孩,28624,1570118400
香蕉喵 不可思议的伙伴们,28589,1569859200
超级小白,28577,1570982400
Fate/kaleid liner 魔法少女☆伊莉雅 Prisma☆Phantasm,28400,1566576000
电器街的漫画店,282,1412179200
魔法少女☆伊莉雅（僅限港澳台地區）,28136,1373558400
東京暗鴉（僅限港澳台地區）,28076,1381161600
女高中生的虛度日常（僅限台灣地區）,28068,1562256000
流汗吧！健身少女（僅限港澳台地區）,28063,1562083200
FLIP FLAPPERS（僅限港澳台地區）,28055,1475683200
高校星歌剧 第三季,28048,1561910400
机动战士高达 THE ORIGIN III：破晓起义,27808,1465488000
双面骑士,2776,1155916800
目隐都市的演绎者,27503,1397232000
高校星歌剧,2735,1443974400
黑塔利亚 The Beautiful World 第5期,2712,1359043200
秒速五厘米,2688,1172851200
一个人的〇〇小日子,26818,1554480000
剧场版 王室教师海涅,26619,1550332800
不愉快的怪物庵 续,26300,1546617600
茄子·安达卢西亚之夏,2622,1059148800
科学小飞侠Crowds insight,2612,1436025600
漂流武士 （僅限港澳台地區）,26019,1475769600
森林大帝 1989,26009,624124800
闪电十一人GO2 时空之石,26008,1334678400
学园孤岛,2592,1436371200
若叶女孩,2590,1435852800
OVERLORD,2576,1436198400
嫁给非人类,25711,1538496000
只要贝尔哲布布大小姐喜欢就好,25697,1539187200
书店里的骷髅店员本田,25663,1538928000
哆啦A梦 大雄的太阳王传说,2566,952704000
彩虹小马 小马国女孩4：无尽之森传奇,25656,1475251200
哆啦A梦 大雄的南海大冒险,2565,889200000
哆啦A梦 大雄与银河超特急,2564,825696000
哆啦A梦 大雄的创世日记,2563,794246400
哆啦A梦 大雄和白金迷宫,2561,731347200
哆啦A梦 大雄与云之王国,2560,699897600
哆啦A梦 大雄的天方夜谭,2559,668448000
哆啦A梦 大雄与动物行星,2558,636998400
哆啦A梦 大雄与铁人兵团,2554,511200000
哆啦A梦 大雄的宇宙小战争,2553,479750400
哆啦A梦 大雄的海底鬼岩城,2552,416246400
高达创战者 ​GM的逆袭,25345,1503590400
城市猎人 剧场版,2496,544723200
Fate/kaleid liner 魔法少女☆伊莉雅：雪下的誓言,24856,1517328000
工作细胞,24588,1530979200
Free!-Dive to the Future-,24570,1531238400
圣战士丹拜因,2433,413222400
小马宝莉 友谊的魔力 第八季,24266,1521820800
魔神坛斗士,2398,578329200
天空战记,2392,607795200
魔卡少女樱 Clear Card篇 序幕 小樱与两人的小熊,23910,1505232000
五星物语,2390,605548800
忍者少女千鸟～姐川·石山篇～,23857,1523030400
阿宅的恋爱真难,23856,1523548800
超能力女儿,23850,1522944000
姐姐来了,238,1389110400
蓝宝石之谜,2358,639936000
无责任舰长,2332,727891200
鬼神童子ZENKI,2319,789580800
四驱兄弟（中文）,2271,821030400
續 刀劍亂舞 -花丸-（僅限港澳台地區）,21754,1515340800
小木乃伊到我家,21720,1515686400
中二病也要谈恋爱！Lite,21683,1348675200
中二病也要谈恋爱！恋 SP,21682,1395158400
最游记RELOAD 埋葬篇,2148,1177603200
OVERLORD Ⅱ,21466,1515427200
最游记,2144,954777600
小小雪精灵,2119,1002038400
游戏王剧场版 光之金字塔,21109,1092326400
超能奇兵,2105,994176000
热带雨林的爆笑生活 DELUXE,2092,1030204800
头文字D Third Stage,209,979315200
真・女神转生 魔力宝贝,2081,970934400
天使的小生意气,2042,1018022400
东京猫猫,2040,1018022400
我们这一家 剧场版,2039,1019232000
夏娃的时间 剧场版,2004,1267804800
星空清理者,1996,1065196800
百变之星,1995,1049299200
明日的娜嘉,1992,1044115200
变形金刚 微型传说,1987,1042214400
双恋 Alternative,1938,1112716800
阴阳大战记,1929,1096473600
落叶,1927,1074182400
苍穹之法芙娜,1867,1088870400
武器种族传说,1836,1112630400
迷你偶像 2期,1727,1396281600
侦探歌剧 少女福尔摩斯 第二幕,1692,1325692800
侦探歌剧 少女福尔摩斯,1691,1286380800
竖笛与双肩书包 OAD,1676,1342454400
竖笛与双肩书包 2♪,1674,1333382400
竖笛与双肩书包,1673,1325692800
黑岩射手 / BLACK★ROCK SHOOTER,1665,1610294400
无头骑士异闻录,1656,1262793600
Fate/Zero 第一季,1650,1317398400
EVA 新世纪福音战士剧场版：Air / 真心为你,1630,869241600
罗德岛战记,162,646671600
灼眼的夏娜S,1605,1256227200
摸索吧！部活剧 第三季,1580,1428076800
幻界战线,1553,1428076800
苍之瞳的少女,1472,1144857600
翼年代记 第一季,1463,1112976000
素描簿,1344,1191168000
校园理想乡 学美向前冲！,1315,1168099200
彩云国物语,1299,1144425600
蓝龙,1281,1175875200
我家有个狐仙大人,1247,1207411200
超时空要塞 Frontier,1189,1207152000
超时空要塞 Macross,1187,402422400
空中秋千,1169,1255536000
天堂餐馆,1141,1239120000
天国少女,1133,1238860800
秀逗魔导士 第三季,1114,860083200
潘朵拉之心,1073,1238601600
DARKER THAN BLACK -流星的双子-,1065,1254931200
凉宫春日的忧郁 2009,1057,1238601600
玛莉亚†狂热,920,1230998400
无口的森田小姐,887,1309795200
UN-GO 因果论,869,1318435200
纯白交响曲,868,1317657600
迷糊餐厅 WORKING!!,866,1270310400
MINUSCULE ～小昆虫的故事～,808,1333728000
武装神姬,741,1349280000
散华礼弥,710,1333555200
干物妹！小埋R,6446,1507392000
魔法使的新娘（僅限台灣地區）,6438,1507392000
Just Because!,6427,1507219200
品酒要在成为夫妻后,6423,1507046400
黑色四叶草,6422,1506960000
异世界食堂,6310,1499097600
南家三姐妹 欢迎回来,622,1230998400
雏子的笔记,5993,1491494400
樱花任务,5992,1491408000
高校星歌剧 第二季,5973,1491235200
Hello Kitty的天堂,5941,662659200
侦探歌剧 夏日特别篇,5937,1314201600
吹響！上低音號 ​~歡迎來到北宇治高校吹奏樂部~（僅限台灣地區）,5930,1461340800
BanG Dream!,5807,1484928000
MARGINAL#4 从KISS开始创造Big Bang,5804,1484150400
精灵宝可梦 剧场版8：梦幻与波导的勇者路卡利欧,5752,1121443200
精灵宝可梦 剧场版10：决战时空之塔帝牙卢卡VS帕路奇犽VS达克莱伊,5750,1184342400
斩首循环 蓝色学者与戏言跟班,5621,1477411200
海獭波乐,5615,1459526400
从很久以前就喜欢你了。～告白实行委员会～,5575,1461340800
Classica Loid,5521,1475856000
骑行少女,5518,1475856000
JOKER GAME SP,5498,1469548800
三者三叶 特典,5464,1467129600
兔丸,5437,1470326400
魔法战士李维,5323,986227200
喜剧,5255,1012838400
新蔷薇少女,525,1372867200
现视研 二代目,519,1373040000
侦探学园Q,5158,1050336000
有顶天家族,507,1373126400
驱魔少年 HALLOW,5030,1467648000
香蕉喵,5026,1467561600
大魔法峠,4926,1144166400
秋之回忆5 中断的胶片,4916,1148486400
超剧场版 Keroro军曹2 深海的公主,4820,1174060800
地狱少女 三鼎,4751,1223049600
鹤屋和熏干酪,4734,1234540800
夏日大作战,4694,1249056000
SD高达三国传 Brave Battle Warriors,4680,1270224000
青春纪行 / 金色时光,468,1380729600
偷影子的老鼠,4626,1325347200
黑执事II,4586,1277913600
给桃子的信,4544,1334937600
虹色萤火虫～永远的暑假～,4540,1337356800
未来都市No.6,4479,1309968000
对某飞行员的追忆,4462,1317398400
魔王勇者,444,1357228800
旋风管家 Cuties,4435,1365350400
热血少年,4404,1373126400
Free!,4394,1372780800
兄弟战争,4391,1372694400
大怪兽RUSH,4384,1379433600
我家师傅没有尾巴,43147,1664467200
因为是反派大小姐所以养了魔王,43146,1664553600
蓝色监狱,43145,1665244800
DEPTH OF FIELD ～ 爱与憎恨的剧场,4300,1355846400
猫和老鼠喜剧秀（1980）,42922,1661788800
小林家的龙女仆 第二季 中配版,42320,1658678400
赛文加格斗,41948,1654012800
憨豆先生动画版 第二季 中文配音,41933,1653926400
尽管如此世界依然美丽,4152,1396627200
歌愈少女,41509,1654444800
辉夜大小姐想让我告白 -究极浪漫-,41411,1651161600
Ｄｒ．ＳＴＯＮＥ 石纪元 粤配版,40798,1643558400
巴哈姆特之怒 GENESIS,4058,1412524800
一杆青空,40273,1642694400
白领羽球部,40260,1645804800
天才王子的赤字国家振兴术,40142,1641830400
真魔神英雄传 魔神山篇,4000,618246000
飞翔的魔女 小剧场,3990,1460131200
新猫和老鼠 第一季,39818,1636300800
舞-乙HiME 0～S.ifr～,3974,1203609600
鲁邦三世： sweet lost night~魔法的神灯是噩梦的预感~,3946,1216915200
鲁邦三世：炎之记忆 东京危机,3945,901209600
鲁邦三世：沃尔特P38,3943,870364800
RE-MAIN：少年与水球,39333,1633881600
命运-冠位指定 -月光／失落之室-,39258,1632931200
初高中同校！！鬼灭学园物语,39147,1627228800
哆啦A梦 大雄的秘密道具博物馆,3898,1362758400
我，小怼,38964,1625241600
蜡笔小新 呼风唤雨黄金的间谍大作战,3892,1302883200
蜡笔小新 呐喊!春日部野生王国,3890,1239984000
蜡笔小新 呼风唤雨！会唱歌的屁股炸弹,3888,1177084800
蜡笔小新 呼唤传说！三分钟嘎巴大进攻,3886,1113580800
哆啦A梦 新大雄的恐龙,3872,1141401600
头文字D Extra Stage,38710,1621094400
蜡笔小新之云黑斋的野心,3871,797875200
蜡笔小新之动感超人大战泳装魔王,3868,743443200
哆啦A梦 大雄和发条都市冒险记,3864,857750400
干支魂～猫客万来～,38515,1621958400
与汪汪喵喵同居的开心日常 中配版,38499,1617292800
給不滅的你（僅限港澳台地區）,38445,1618243200
强袭魔女 剧场版,3843,1331913600
戰鬥員派遣中！（僅限港澳台地區）,38395,1617465600
在盛夏等待 特别篇,3837,1409241600
交响情人梦 OAD,3835,1249833600
向阳素描×SP,3825,1319817600
伊甸星原 EDENS ZERO,38230,1618070400
打了300年的史莱姆，不知不觉就练到了满级,38229,1617984000
向阳素描×365 特别篇,3822,1255708800
向阳素描×☆☆☆ 特别篇,3821,1288108800
猫猫日本史,38204,1615219200
向阳素描 特别篇,3820,1192636800
教教我吧 北斋！,38180,1614960000
图书馆战争 革命之翼,3805,1339776000
滑头鬼之孙 ～奴良组事始～,3798,1362326400
女神异闻录3 剧场版 #3 Falling Down,3758,1428076800
女神异闻录3 电影版 第二章：仲夏骑士之梦,3757,1402070400
初音岛II S.S.,3745,1207324800
小不点社长,36389,1609430400
天地创造设计部,36202,1610035200
奇诺之旅 活着的目标 -life goes on.-,3583,1108742400
奇诺之旅 疾病之国 -For You-,3582,1177084800
全金属狂潮 TSR OVA 战队长悠闲的一天,3572,1148572800
Macross Plus OVA,3561,777744000
幻想嘉年华 EX Season,3552,1322236800
FORTUNE ARTERIAL -赤之约束- OAD,3525,1298649600
我们大家的河合庄 SP,3505,1396454400
问题儿童都来自异世界？ OVA 温泉漫游记,3490,1374336000
小碧蓝幻想！,34714,1602086400
总之就是非常可爱,34230,1601654400
无敌看板娘,3406,1151942400
萌菌物语,3405,1192032000
境界的彼方,3365,1380643200
怪盗基德1412（中配）,33394,1588176000
邪神與廚二病少女 第二季（僅限港澳台及其他地區）,33101,1586102400
ARGONAVIS from BanG Dream! 梦想协奏曲,33032,1586534400
公主连结Re:Dive,32963,1586102400
攻壳机动队 SAC_2045,32907,1587571200
舞力四射,3241,1411833600
依巴拉度~时间篇,3156,1183478400
告訴我！辣妹子醬（僅限港澳台地區）,3117,1452355200
Re：从零开始的异世界生活 冰结之绊,31151,1588262400
银河铁道之夜 2006,3053,1150473600
银河铁道之夜,3041,490032000
白色相簿 下半篇章,2987,1254412800
格林童话剧场【中文】,2981,561744000
天体的秩序,296,1412438400
魔女的考验【中文】,2952,1120233600
魔法纪录 魔法少女小圆外传,29076,1578153600
记录的地平线 第二季,290,1412352000
這個勇者明明超TUEEE卻過度謹慎！（僅限台灣地區）,28686,1569945600
入间同学入魔了,28638,1570204800
邻座的怪同学 OAD,2857,1376236800
爱书的下克上：为了成为图书管理员不择手段！,28546,1570032000
影鳄,2848,1443715200
电影版 境界的彼方未来篇,2844,1429891200
