tags,pub_date,long_com,short_com,cv,staff,intro,media_id
['萌系'],2005年10月4日,长评,短评 ( 27 ),"我：萩原圣人,かあたん：神崎ちろ","导演：宮崎なぎさ,系列构成：宮崎なぎさ",河童是日本傳說中的妖怪﹐有點像中國的水鬼﹐躲在河中等時運低的人經過﹐然後吃掉他的靈魂﹐相傳被吃掉靈魂會浸死。《河童飼養手冊》是一齣很另類的小品動畫﹐動畫中假設河童成為給人飼養的寵物﹐就像我們從寵物店買貓狗一樣。原作改篇自石川優吾的短篇漫畫﹐每集只有短短的三數分鐘﹐總共有二十六集﹐後來更推出同名的遊戲。故事圍繞著男主角﹐成為一個新河童主人的趣事。買一頭新寵物回來﹐必定先要從進食和如廁開始訓練﹐河童當然也不例外。到了寵物長大一點﹐可以帶牠外出去公園﹐會結交到其他寵物主人﹐大家一起交流飼養河童的心得。遇到...,4994
[],2005年10月4日,长评 ( 2 ),短评 ( 17 ),"阿加特·弗洛莱特：下野紘,白瑞·杰斯珀：福山润,罗德·克罗赛特：神谷浩史","原作：矢立肇、池田成,监督：池田成,脚本：野村祐一、大野木寛、高橋哲子,分镜：西森章、西澤晋、小山田桂子,系列导演：まついひとゆき（第14话 - 第25话、Secret Episode）,系列构成：大野木宽（第14话 - 第25话、Secret Episode）,主要登场人物原案：小松田わん,角色设计：菱沼义仁,机械设计：山根公利,美术设定：佐藤肇,美术监督：小川由纪子,色彩设计：片山由美子、赤间三佐子,摄影监督：老平英,编集： 野尻由纪子,音乐：根岸贵幸,音响监督： 木村绘理子,制片人：富冈秀行、峯岸功、小林涧香,制作：日升、万代视觉",这是一个既非发生在地球上也不是采用公元纪年的故事。30年前，世界大战爆发了，由于开发出新型兵器而一跃成为军事大国的“格里安共和国”，侵略并占领了繁荣一时的鲁贝尔斯公国。格里安共和国准备以此为跳板，军事介入其周边邻国。在原鲁贝尔斯公国的国境内，有一家战前就以悠久的历史和高素质的教学而闻名的名校——“CLUSTER E.A.”（通称CLUSTER学院，这里的学生都是来自世界各国的精英子弟，因此在毕业生的努力下，学校得以在鲁贝尔斯公国灭亡后继续存在，并保持正常的教学活动。于是在这个为求与世隔绝的象牙塔里，一群从12岁到17岁的学生...,4993
['机战'],2005年10月4日,长评 ( 1 ),短评 ( 5 ),ハードボイルドペンギン：若本規夫,"脚本：福嶋幸典、米村正二、三浦浩児、大西信介,导演：篠原俊哉,原作：Sony Interactive Entertainment,分镜：植田秀仁、奥脇雅晴、横田和",1945年，第二次世界大战由于黑月与幻兽的出现而意外终结。50年过去了，日本仍然持续着与幻兽的激烈交战。远离战场前线的青森尚未出现过幻兽。毕业于东京军官养成学校“振武台”的精英女士官石田来到青森就任第108警护师团第4中队的中队长。可是在这个毫无实战经验的中队里，大部分队员都散漫松懈。就在这个时候，幻兽突然出现。在石田的指挥下，第4中队全体出击，可是第一次面对幻兽的队员们，他们采取的行动却令人意想不到……,4992
['萌系'],2006年1月7日,长评,短评 ( 6 ),"彻之进：高木礼子,利尼亚：铃木达央,犬山阳子：小林美佐,梅久：斋藤千和","脚本：桜井正明、広田光毅、成田良美、山田隆司、山下憲一、江夏由結,导演：福本潔,人物设定：志田ただし、関修一",刚由日本九州搬进东京高级住宅区“八本木山”的犬山家，在搬家后随即出现财政困难，这情况亦蔓延到犬山家所经营的企业。由犬山家独生女犬山留美所饲养的狗－彻之进，为了主人留美和犬山家的生计而出一分力，并得到秘密组织“犬乐园”的朋友帮助。但另一方面，居于白金区的里奥及其手下用尽千方百计对付他们，除了令彻之进失去身边的犬乐园朋友外，亦令犬乐园险遭崩溃……,142412
[],2006年1月7日,长评 ( 1 ),短评 ( 18 ),"美笑七波：中原麻衣,凪宫漂介：菅沼久义,绵摘翼：高桥美佳子,深水さんご：植田佳奈,海里美晴：小林由美子,阿古屋真秋：新井里美,岛原看取：皆川纯子,Clio Aquanote：夏树リオ,Tanya ..","导演：ふじもとよしたか,人物设定：伊藤岳史,音响监督：明田川仁,总作画监督：伊藤岳史,系列构成：兵頭一歩,演出：石倉賢一、水本葉月,分镜：伊藤浩二,音乐：伊藤真澄", 在近未来，西太平洋上突然出现了超巨大停滞性台风『GROUND ROAR』。因为它的出现，世界的气候发生了巨大的变化。受它的影响，世界各地的海平面上升，海流、气候发生严重的变动，以亚洲为中心，给世界各地带来了巨大的灾害。这场自然给人们带来的灾害被后人们称为『CASE OMEGA』，它所带来的巨大伤痕永久的记录在了历史中。『GROUND ROAR』发生后50年，人类血汗的努力终于有了成果，海洋航线的重要性再次被人们所认识到、并迎来了第2次大航海时代。但是，暗中活动的现代化恐怖组织『海贼』们并不希望人们对海洋的发展。为了消除『海贼』的威...,4954
['战斗'],2006年1月9日,长评,短评 ( 2 ),"玉贺 必人：笹岛かほる,藏木 古道：高乃丽,仙堂 娜娜：神田朱未,月野 金太：福圆美里,真田 铳兵卫：小山力也、松本さち（少年）","脚本：富田祐弘,导演：奥村よしあき,系列构成：富田祐弘,製作：テレビ東京、d-rights、読売広告社",11岁的主人公玉贺必人（Tamaga Hitto）在生日那天从父亲那收到了生日礼物“クラッシュビーダマン”，父亲后来失踪了。因为父亲留下的最后一句话是“打破逆境！”必人决定出场ビーダマン的大赛。和各式各样的对手相遇，友情也逐渐开始。必人手中的这个父亲交给他的ビーダマン究竟藏着怎样的秘密呢？通过以朝着胜利的顶峰奋斗为目标以及和对手的交流，描绘了一个孩子在努力中成长起来的模样。,4951
['搞笑'],2006年1月9日,长评 ( 1 ),短评 ( 14 ),"ヒデキ：松崎しげる,一路：森久保祥太郎,真子：松本彩乃,カラクリ刑事ユキカ：井上麻里奈","导演： ワタナベシンイチ,脚本： 浦沢義雄,分镜： 奥田誠治、ワタナベシンイチ,演出： ワタナベシンイチ、岡崎幸男、松浦錠平、ウシロシンジ、水本葉月、三好正人,人物设定： 近藤高光,系列构成： 浦沢義雄,美术监督： 渡辺宣之,音响监督： 蝦名恭範,动画制作： スタジオ雲雀,别名： 练马大根兄弟,官方网站： www.ndbrothers.com/,播放结束： 2006年3月27日,原作： NDB PROJECT,監督： ワタナベシンイチ",故事主角3人（加一只熊猫）是住在练马的某个萝卜田旁边舞台上，目标是在萝卜田上盖巨蛋开演唱会。令人吓一跳的是，很多台词的地方居然都是用歌舞剧来描述的！,4948
['科幻'],2006年3月24日,长评,短评 ( 4 ),原作：士郎正宗,0,在某个名为NP的城市，警察厅遭投诉最多的是战车队，尤其是其中一辆名为“布拿巴力”的特别战车。“布拿巴力”是为了适应城市作战的特殊需要而制作的坦克，体积嘲笑，动作灵活，装备完善。操作这种型号坦克的就是被称为“警察机动队”的特殊执勤部队。这是在士郎正宗APPLE SEED公映大受好评之后的又一部新作，剧情基于同名漫画，但将以全3D CG技术再次全市士郎正宗大师级的科幻魅力！,4935
"['科幻', '穿越', '冒险']",2006年4月5日,长评,短评 ( 19 ),"オーヴァン：東地宏樹,ハセヲ：櫻井孝宏,ガスパー：矢島晶子,藤太：三宅健太,英世：菅沼久義,八咫：山崎巧,ゴード：家中宏,俵屋：三宅健太,匂坂：置鮎龍太郎","脚本：川崎美羽,导演：真下耕一,人物设定：大澤聡,人物原案：細川誠一郎,演出：川面真也、久保山英一,分镜：久保山英一、真下耕一,音乐：ビクターエンタテインメント",20世纪未至2004年，互联网在全世界迅速地普及，并产生了“信息民主化”。受到这个负面的影响，在网络上的高新技术罪案增加。在这个时候，爆发了一种称为“Deadly Flash”（※）的电脑病毒，发生令7人死亡的惨剧。制作电脑病毒的日本男性制作者成为史上第一位因网络罪行被判处死刑的人。在电脑病毒爆发的那一日－2005年12月24日，被称为“Pluto Kiss（冥王之吻）”，电脑病毒令社会上各种的功能瘫痪，全世界的网络瞬间停止。只有使用称为ALTIMIT操作系统的电脑没有受到病毒的影响。ALTIMIT眨眼之间成为新的世界标准操作系统并普及。从那日开始平...,4925
['恋爱'],2006年4月28日,长评,短评 ( 26 ),"萩乃柚留：福圆美里,炼夏可威：铃村健一,樱树那由太：菅沼久义","脚本：香村純子,导演：東郷光宏,原作：水波風南,色彩设计：藤木由香里,演出：小坂春女,作画监督：松浦里美、野田めぐみ,分镜：小坂春女,美术监督：椋本豊",暑假打工时，柚留不小心得罪了九华科的炼夏可威，在开学时柚留成了可威的HONEY，柚留虽然不愿意，但是为了家里人的幸福生活，不得不听从可威的命令。就在柚留以为自己成为HONEY的时候，才知道还要面对一个DROP的比赛，只有通过这场比赛才能被认可为真正的HONEY。这时，千骏君出现在她面前，请求她做他的HONEY……一场关于柚留的争夺战开始了。,4918
"['萌系', '战斗']",2006年4月29日,长评 ( 1 ),短评 ( 9 ),"小智：松本梨香,小遥：小刚：うえだゆうじ",0,《幻影神奇宝贝的主谋》又名《幻影神奇宝贝的战栗》，英文全称是The Mastermind of Mirage Pokémon，是美国第一个神奇宝贝动画的特别篇，首次在2006年4月29日在Kids'WB电视台上映。是该片为庆祝宠物小精灵10周年所做，由美国WB(warner brother)华纳兄弟电影公司制作发行，目前有英语和日语两个版本。超世代時期的某天，小智收到藍頭髮的楊格(Yung)博士的研究城堡邀請函。原來這位博士致力研究基因，研發了神奇寶貝幻影系統，可以將已絕種的神奇寶貝給實像投影，摸起來跟真的一樣。而到了城堡看完了幻影系統的功能後，小智就和幻影神奇寶貝進行...,4917
"['社团', '少女']",2006年4月13日,长评,短评 ( 25 ),"柾木砂沙美樹雷：小川真奈,魎皇鬼：小暮英麻,白眉鷲羽：平松晶子","脚本：岡田麿里,导演：高本宣弘,原作：AIC、ビースタック,分镜：小林孝嗣、殿勝秀樹、高本宣弘、石踊宏、駒井一也",岩仓砂沙美是会使用魔法的魔法少女，与父亲银次约定好不会使用魔法。有一日，砂沙美邀请了刚刚转来学校的筱原美纱绪进入料理社，并在追赶魉皇鬼的时候进入了一个异空间。在那里，美纱绪说出了她之所以不愿与人沟通的原因：美纱绪在之前就读的学校因为使用了魔法而被身边同学认为她有问题。于是，砂沙美打破与父亲的约定，在美纱绪面前使用了她的魔法。随着美纱绪的出现，更多使用奇怪魔法的女孩们出现在砂沙美面前，能将自己身体变大的穗积真琴、能操踪风暴的高峰司、以及能召唤一些奇怪实体文字的美杉杏莉，彼此逐渐变得亲密起来。由于在人类...,4886
"['社团', '少女']",2006年10月3日,长评,短评 ( 9 ),"柾木砂沙美樹雷：小川真奈,白眉鷲羽：平松晶子,魎皇鬼：小暮英麻","脚本：花田十輝、岡田麿里、樋口達人,导演：高本宣弘,原作：AIC、ビースタック,分镜：岡崎幸男、石踊宏、古川順康",在魔女世界中的快乐经历，令砂沙美她们希望能再次前往魔女世界。有一天，她们不约而同地接到邀请，去到一个地方，遇见了她们在魔女世界曾经遇见到的巫女长。巫女长邀请她们再次来魔女世界，原先她们的家长纷纷表示不愿意让她们“外出活动”，但后来竟接连改变初衷，同意她们前往魔女世界。银次及鹫羽得知她们去了魔女世界后，以未能向砂沙美她们解释的原因，命令她们回到人类世界。这令到砂沙美她们十分困惑。就在她们困惑的时候，衣斗纪出现，强迫鹫羽和砂沙美她们要回魔女世界，接受惩罚。鹫羽当然不愿意，就在她们战斗得激烈的时候，砂沙美...,4885
['战斗'],2006年11月10日,长评,短评 ( 15 ),"相馬透：鈴村健一,八木澤宗次：辻親八,柏木洋介：小野大輔,カイラ・キルステン：伊藤静,瀬川みのり：中原麻衣,野々村優哉：高橋広樹,笹桐月菜：佐藤利奈,ひかる憐：バチェラ：桑島法子","原画：菊田幸一、大久保宏、りょーちも,原作：アルケミスト、戯画,人物原案：菊池政治,色彩设计：田中直人,作画监督：松本卓也,音乐：渡辺剛",故事发生在超高度文明的近未来。当时的电脑运算能力已经可以模拟出人类的五感，更可以直接以之进入网络世界。大厦、食物、感觉等也是由电脑程序写成。主角相马透是黑客集团“草原之狼”的成员之一，使用战斗用工具“シュミクラム”，以黑客的身份生活。在“草原之狼”解散前的最后一次黑客活动中，误闯入军方和恐怖组织之间的战斗，透的好友野野村优哉更因而死亡，透就此发誓报仇……,4875
"['科幻', '战斗', '架空', '穿越']",2007年1月1日,长评 ( 1 ),短评 ( 11 ),"アトリ：川澄绫子,志乃：名冢佳织","导演：真下耕一,原案：松山 洋、新里裕人,脚本：松山洋,演出：清水久敏,作画监督：龟田义明",故事讲述2017年，“The World”的续作“The World R:2”席卷世界，而由于设计缺陷而使R:2变成了无法无天的PK地带，而这部《.hack//G.U.TRILOGY》就是讲述发生在已变质的R:2世界里的悲剧故事。动画化阵容基本沿袭游戏阵容，原作游戏总指挥松山洋将担任动画监督,4831
['乙女'],2006年7月8日,长评 ( 1 ),短评 ( 23 ),"安琦：本名陽子,安琪莉可·柯蕾特：浅田葉子,罗莎莉娅・德・卡塔尔娜：三石琴乃,安琪莉可・立摩朱：白鳥由里,朱烈斯：速水奨,梅尔：冬馬由美","原作： コーエー,导演： 工藤進,脚本： 島田満、中村誠、犬飼和彦,分镜： 冨永恒雄、榎本守、柳瀬雄之、工藤進、大籠之仁、福田貴之、安田賢司、佐藤英一、小寺勝之、滝沢敏文,演出： 谷田部勝義、工藤進、木村寛、柳瀬雄之、安田賢司、北川正人、康村諒、熨斗谷充孝、福田貴之,音乐： 伊藤真澄,人物原案： 由羅カイリ,人物设定： とみながまり,系列构成： 島田満,美术监督： 榊枝利行,色彩设计： 品地奈々絵,总作画监督： とみながまり,作画监督： 内田孝行、井元一彰、服部憲知、柳瀬雄之、鈴木幸江、見嶋梨佳、進藤満尾、杉藤さゆり、長坂寛治、前澤弘美", 这是一个女王统治一个宇宙的世界……这里是宇宙的中心，是女王居住的“圣地”，据说在女王的身边有着9位被称为了“守护圣”的神一般的男性侍奉女王。本故事中登场的是两个宇宙……在女王和“守护圣”守护下的??成熟，富饶而和平的“神鸟之宇宙”。还有刚刚才诞生的“圣兽的宇宙”，在那里还没有守护圣，单单只靠王女守护着。然而现在，危机正在步步逼近“圣兽之宇宙”……17岁的少女安琪莉可，突然被选中成为拯救宇宙的“传说中的大英雄”。对平时总会一个人发呆，认为自己什么也做不好的安琪莉可来说，即将出现在她面前的圣地和“守护圣...,4823
"['奇幻', '少女']",2007年1月7日,长评,短评 ( 3 ),"田中真弓： 井上和彦,鹤广美：乡里大辅,高岛雅罗： 笠原弘子,金田朋子： 丰永利行,井上奈奈： 宫崎羽衣,庄子裕衣： 齐藤桃子","导演：えんどうてつや,人物设定：杉藤さゆり,摄影监督：桑良人,系列构成：えんどうてつや,人物原案：渡辺とおる,色彩设计：のぼりはるこ,道具设计：田中達也、森木靖泰,美术监督：佐藤ヒロム",动画版将沿用游戏中的世界观，在一个名为“Master of Epic”的舞台上，4种不同种族的角色遇到各种各样不同挑战。不同于以往的作品只是讲述某个故事，该动画的每一话中都会出现7、8个CORNER从而展开主人公们的大冒险旅程，同时给人一种有趣好笑或是温馨感觉的多种多样的奇妙故事。另外，游戏曾经出现过的一些经典人物、种族也会相继登场。,4817
['科幻'],2007年1月19日,长评,短评 ( 18 ),广播：四宮豪,"脚本：小中千昭,导演：むらた雅彦,原作：横山光輝,系列构成：小中千昭,演出：岩本保雄、羽多野浩平、むらた雅彦,分镜：渡部高志、むらた雅彦",在特摄剧和超级机器人系动画作品中享受极高声望的横山光辉老师原作的《GIANT ROBO（铁甲人）》再度动画化，这部续作的名字是《GR -GIANT ROBO-》。动画的主人公依旧是草间大作，超级机器人的机体设定也保留原案，但关于登场人物和世界观将会作出众多调整。《GIANT ROBO（铁甲人）》诞生于1967年，是横山光辉老师绘制的一部漫画作品，当年还曾经拍摄成特摄剧，开创了巨大机器人热潮的时代。1992年，这部作品被搬上动画舞台，《GIANT ROBO：地球静止之日》的上映在日本国内外匀得到较高的评价。而2007年正是《GIANT ROBO》诞生40周年，制作一部新版...,4815
"['萌系', '搞笑']",2007年1月25日,长评 ( 1 ),短评 ( 26 ),渡良濑准：,"脚本：西園悟,导演：原博,总作画监督：小関雅,原作：ういんどみる,系列构成：西園悟,演出：川西泰二,分镜：矢吹勉,美术监督：宮前光春,音乐：5zizz",收录于PS2版初回限定版的特典DVD,4814
['励志'],2007年3月28日,长评 ( 1 ),短评 ( 22 ),"麻井麦：樹元オリエ,西田理咲：氷上恭子,神奈ちとせ：やぶさきえみ,西田甲斐：岸尾だいすけ","脚本：樋口達人,导演：西森章,原作：桐原いづみ,演出：西森章、高島大輔、篠原俊哉,分镜：西森章、垂永士、宮崎なぎさ",对他人目光极度恐惧，只要一成为众人目光的焦点就会紧张地说不出话来的主角=麻井麦，由于学姐=一之濑野乃发现其话剧的才能而被“强行劝诱”加入了话剧研究会（演劇研究会）。委屈在狭小的部室里展开活动话剧研究会由于与话剧部（演劇部）对立关系，将以己方的存续为赌注在公演上一决胜负。无数次目光恐惧症的挫折中，小麦在前辈们、初中挚友的远山佳代、高中开始要好起来的神奈和西田甲斐等人的帮助和支持下成长起来。,4810
['萌系'],2008年4月8日,长评,短评 ( 6 ),"小芙：大谷育江,小思：金井美香,小千：川田妙子,妈妈：藤村知可,爸爸：辻谷耕史",0,原作是由是日本漫画家 松本ぷりっつ 以自己的三个宝贝女儿为蓝本所创作的一部温馨搞笑的漫画。故事主要以日常育儿生活中的温馨体验与成长中的趣事为主线。,4778
['萌系'],2016年4月5日,长评,短评 ( 25 ),"芦屋阿贝：河村梨恵,小芝麻：東山奈央,阿贝的爸爸：津田健次郎,阿贝的妈妈：赤﨑千夏,麻原游马：佐倉綾音","导演：近藤信宏,人物设定：黒崎知栄実,主题歌作词：ジミーサムP,摄影监督：小川滋見,主题歌作曲：ジミーサムP,原作：森下裕美,系列构成：竹内利光,色彩设计：岩沢れい子,音乐：加藤賢二",森下裕美「少年阿贝」的原作 新作TV,4771
['搞笑'],2008年1月14日,长评,短评 ( 15 ),"高田顽：吉野裕行,上成爱：伊藤静,骰子机器人：高桥千晶,高田德兵卫：菅生隆之,高田瞳：山下亚久香,多龙芝：小原乃梨子,伯亚基：八奈见乘儿,东兹拉：立壁和也","脚本：高橋ナツコ、三重野瞳,导演：菱田正和、笹川ひろし、鴫野彰,原作：タツノコプロ企画室,分镜：羽多野浩平、鴫野彰、やまざきかずお",《小双侠》（英语表记：Yatterman）是从2008年1月14日到2009年9月27日在日本电视台系列上播放并且由读卖电视台和龙之子Production所制作的电视动画。包含限定版、全62话。为从1977年播放到1979年的《小双侠》（以下、本项目写成“第1作”）的重制版，但却未打上“小双侠系列”的标题。也是小双侠系列的第一部重制作品。所要找寻的东西从第一代的“4个骷髅石”到本作变成“要收集一定数量的骷髅指环”并且为了寻找它们而前往世界各地。其他、和第1代的各种要素有所不同。不仅有针对小双侠系列、也有针对许多对龙之子动画作品的致敬而成为集龙之...,129072
['萌系'],2009年10月3日,长评,短评 ( 13 ),"导演： 外山草,脚本： 外山草,官方网站： http：//www.usaru.jp/,企劃： メディアワークス,原作： たみやともか,導演．腳本： 外山草,人物設計： 馬場俊子,色彩設計： 大関たつ枝,美術監督： 工藤ただし,攝影監督： 池田新助,音響監督： 藤田亜紀子,動畫製作人： 小板橋司,動畫製作： オー・エル・エム",0,《猴兔超人》的原作是由田宫知佳所作的绘本漫画。故事中有一只可爱的小兔子，梦想着成为正义使者救助弱小、打击罪犯。某日他得到了一件传说中的猴子装，只要穿上它再吃下香蕉后，就立刻变身成为「猴兔超人」，但是每天却只能变身一小时。然而变身后的猴兔超人初次行动居然是在路边捡垃圾，更被误认为猴子因此被人沿街追打，距离他成为期盼中的英雄之路似乎还很漫长…。,4678
['战斗'],2010年4月28日,长评,短评 ( 29 ),"盖尔：安元洋貴,キャミィ・ホワイト：沢城みゆき","导演：木﨑文智,人物设定：山口真未,机械设定：渡部隆,摄影监督：荻原猛夫,动画制作：GONZO,美术监督：若松栄司,音乐：深澤秀行",在一个公园发生了一起持重型武器歹徒挟持人质案件，而警察却得到上层指示不准插手，原因是这些劫匪为国际大型恐怖组织“SIN”的旧部，“SIN”方面希望自己解决并派出了恐怖的抹杀者。春丽、盖尔和嘉米无法容忍无辜人质的卷入，强行突入。结果在黑暗中发现了让人胆寒的紫色光芒……她到底是什么人？“SIN”又有什么阴谋呢？,4653
"['萌系', '搞笑']",2012年2月23日,长评,短评 ( 4 ),"卢克·冯·法布雷：铃木千寻,凯·赛西尔：松本保典,里德·哈雪尔：石田彰,里昂·玛格那斯：绿川光","原案：山田莱弥,脚本：菊地,作画监督：山村直乙,动画：川本由记子",本作是根据NAMCO BANDAI Games Inc.制作的传说系列游戏的主角发生的小故事所组成的动画。人设为Q版三头身，风格轻松搞笑。,4608
"['萌系', '奇幻']",2012年3月5日,长评,短评 ( 9 ),キツネ：沢城みゆき,"脚本：広田光毅、友永和秀,导演：友永和秀,音响监督：菊田浩巳,动画制作：Telecom Animation Film,音乐：横山克",侠猪布塔一部搞笑宠物电影，新人作画培育计划2011年的4个作品之一。“布塔”是一只猪，身无分文，为挣饭钱给人当保镖，到雇主的所在地之后，才发现雇佣自己的是海盗。在船舱中，关着一只和传家之宝一起被抓的小狐狸，由于小狐狸的机智聪明，布塔不得不帮它一起逃走，经过激烈的打斗之后，布塔和小狐狸终于从海盗虎豚手中逃脱。一个是忠实于自己内心欲望的江湖老手——布塔，一个是拥有一颗纯真之心却不谙世事的小孩子——狐狸，他们的逃亡故事正式上演了。围绕着藏宝图之迷这一主线，女海盗团孔雀鱼一伙也加入其中，故事正向着大混乱方向发展。,4606
"['搞笑', '泡面']",2013年10月5日,长评,短评 ( 12 ),"一文字辽：柿原徹也,二阶堂 仁：宮田幸季,三廻部洋：三木眞一郎,四方田豪：櫻井孝宏,五反野优：加藤英美里,六本木健：羽多野渉,七菜香华：赤﨑千夏",0,六本木健来到咖啡厅soprano时，从电视新闻上目击了攻击秋叶原的怪兽。他决定袖手旁观，但是咖啡厅店员突然变身成打到怪兽的美声战士！六本木也莫名其妙被拖下水，被塞了一支变身麦克风！？原作《声优战队VoiceStorm7》请来声优事务所81Produce的协力，masaki担任原案，松永冴创作漫画，在讲谈社《ARIA》杂志连载。描写在秋叶原沏茶店集结的7位男女，变身为“VoiceStorm7”，以美声为武器与吞萌怪人战斗，以美声来守卫日本的和平与萌文化的故事。,460
[],2010年10月7日,长评,短评 ( 31 ),"越野亮：三上枝织,越野光：辻步,宫城小町：广田诗梦,黑羽满：真堂圭,花畑吉良利：高冈香","导演：博史池畠,人物设定：砂川正和,原画：砂川正和,演出：博史池畠,分镜：博史池畠,动画制作：東映アニメーション",你有在吃美味的米饭吗？努力家的姐姐光。有点不可思议的妹妹辉。「农业娘」讲述的是可爱的两姐妹守护双亲留下的田地种米的故事。悠悠闲闲的温暖喜剧和密切联系到农业问题的真实故事。敬请品尝两种口味的款待吧！,4578
"['奇幻', '战斗']",2012年4月7日,长评,短评 ( 6 ),"日之出春晴：水野麻里絵,黑无来智：渡辺未来,狮鹫光：堂坂晃三,狮鹫翔：阿川りょう,龙马：山冈ゆり","原作：槙吾,管理：村上 孝雄、佐藤 渉、神宫字 真,原案协力：秋本 武英、柴田 亮,爆丸顾问：土屋 贵由,监督：加戸誉夫,系列构成：関岛真赖,角色设计：浅井 悠可,过场动画设计：西村 博英,美术监督：中村 千恵子、中村 豪希,色彩设计：辻田 邦夫,撮影监督：金子 真由美,编集：冲田 秀树,音响监督：高寺 たけし,音乐：鸣瀬 シュウヘイ,动画编制：内田 哲夫",以名为“爆丸”的动作卡牌游戏为题材的战斗漫画，故事便是描写将生命的热情倾注到“爆丸”上的少年们所展开的“爆TECH”之战，而“爆丸”这个游戏在设定上是使用可瞬间变形的球和卡牌所进行的联合作战。,131732
['智斗'],2011年1月22日,长评 ( 2 ),短评 ( 17 ),"好青年：入野自由,好女人：本田贵子,中年男子：森 一马,宅女：MEG","脚本：佐藤大,导演：安藤裕章,原案：佐藤大,音响监督：土屋雅紀,机械设定：山根公利,原作：矢立肇,动画制作：サンライズ,美术监督：竹田悠介,音乐：中田ヤスタカ",在一个传说中的监狱里，有着正直的好青年、漂亮的女人、军人模样的中年男人、看上去像孩子的宅女、谜一般的老人、此外还有一只猫。故事就是从这个与世隔绝的设施中开始了。有一天，设施内突然全面的停电，因此关着每一个人的门都能够被打开，这些人就这样相遇了。但是这座监狱里面并没有一个看守人员，那么他们究竟是怎么被关在里面的？里面除了这五个人以外没有人了，一切看上去都充满了谜团。他们联合策划着要从这座监狱逃出去，但是无论如何都招不到监狱的出口。随着谜之老人一个人的奇妙举动，这座设施也开始了异变……究竟这座设施有什么...,4552
[],2011年1月8日,长评,短评 ( 11 ),"基利可：乡田穂积,泰坦尼亚：松冈洋子,高特：富田耕生,巴尼拉：千叶繁,可可娜：川浪叶子,斯特比雅：桑岛法子,索尔提欧：陶山章央,加什曼：樱井孝宏","脚本：池田成,导演：高橋良輔,人物设定：塩山紀生,原作：高橋良輔、矢立肇,分镜：池田成,美术监督：野村正信,音乐：乾裕樹、織田哲郎",《装甲骑兵孤影再临》在动漫大祭典中是唯一一部与《装甲骑兵》原作系列相关联的故事，本作将以TV原版的主角基立可为故事中心，填补了以菲亚娜之死为终结的《光荣异教徒》与之后的《装甲骑兵幻影篇》之间的完全空白时期，对装甲骑兵正统系列又做出一个更完善的补完。而美术方面也是基本沿用了80年代的画风进行制作，对于现在看惯 帅锅美女的观众来说也许是个较难接受的画面，但这也是SUNRISE对这部经典系列作品的诚意与致敬。作为REAL系机战动画的一代巅峰之作，装甲骑兵至今已度过了20多个年头，直到今天，SUNRISE依旧沿用二十几年前的核心STAF...,4547
['少女'],2012年5月1日,长评,短评 ( 30 ),"玛丽莫：柏木由纪,哲：藤田奈央,手下1：根本圭子","导演：横山彰利,人物设定：山中純子,摄影监督：木村俊也,原画：田中宏紀、藤沢研一,原作：秋元康、香純裕子,色彩设计：梅崎ひろこ,作画监督：山中純子",喜欢AKB48，并看过由秋元康监制、AKB48出演的《真假学园》的粉丝，一定能理解秋元康对不良少女题材的热爱。而这部《玛丽莫之花~最强武斗派小学生传说~》也正是讲述了不良少女们的战斗故事。作品的主人公=玛丽莫，是个喜欢花花草草，看似非常普通的小学四年级女生。但是，她却拥有一旦发怒，左手上就会浮现出花朵的标志，话说口气也变成关西腔的体质。这时的她拥有无敌之力，并运用这种力量将不良少女们一一打倒。对于少女漫画来说，“不良”这种题材非常少见。漫画中虽然经常出现“全面战争”、“仁义之战”等过激的台词，但同时也有“回家的路...,4541
['萌系'],2012年5月19日,长评,短评 ( 30 ),导演：植草航,0,植草航的个人动画,4538
['萌系'],2012年6月15日,长评,短评 ( 40 ),"八丁屋将太：铃木达央,阿露缇密西娅：日高里菜,赛蕾丝缇奴·埃迪·帝·梅兹艾尔：中原麻衣","导演：別所誠人,主题歌编曲：kz,主题歌作词：kz,主题歌演出：Yun*chi,主题歌作曲：kz,动画制作：AIC,美术监督：飯島寿治",根据同名轻小说，由AIC制作的短篇动画。在魔法学校上学的高校生八丁屋将太，如常地喝下味噌汤的时候，有一位来自魔法发源地马济耶尔国的公主却突然乱入，两人的相遇也为这故事揭开新的序幕。,4524
