tags,pub_date,long_com,short_com,cv,staff,intro,media_id
"['奇幻', '战斗', '架空', '冒险']",2010年3月25日,长评,短评 ( 6 ),"柯蕾特．布鲁尼：水樹奈々,ゼロス・ワイルダー：小野坂昌也,クラトス·アウリオン：","脚本：金月龍之介,导演：外崎春雄,人物设定：松島晃,原作：BANDAI NAMCO Entertainment Inc.,人物原案：藤島康介,演出：外崎春雄,分镜：島津裕行、外崎春雄,音乐：ZIZZ STUDIO",前作STORY在遥远的4000年前，邪恶的黑暗种族迪塞安引起了的古代战争。传说的勇者米特斯在圣地卡兰与女神玛蒂尔缔结契约，将迪塞安封印，终结了战争，拯救世界。不过米特斯亦在这个时候，丧失了生命。时间流逝，被封印的迪塞安再次出现，在西尔瓦蓝特各地带来恐怖。迪塞安支配着人类，并在各地绑架人类，把他们收容在被称为“人类牧场”的生物实验设施。迪塞安除了支配之外，又在榨取玛那使世界的衰亡。喘息的人们期待着“神子”的降临，希望他能拯救世界。故事的舞台，从邻近玛蒂尔教会圣堂的神讬之村依莎莉亚开始。有一天，罗伊德在学校知道了...,3975
['少女'],2003年8月22日,长评,短评 ( 5 ),"ペッパー：水橋かおり,サガ・ベルイマン：浅野真澄,グレタ：西村ちなみ,糖糖：川上とも子,ターメリック：野島健児,バジル：小林由美子,ノーマ：石毛佐和,フィル：真田アサミ,ジャン：笹本優子","脚本：大久保智康、堀井明子、水上清資,导演：木村真一郎,人物设定：川嶋恵子,人物原案：こげどんぼ*,系列构成：山田靖智,分镜：鈴木利正,音乐：光宗信吉",人类世界之所以有春夏秋冬四季，全都是妖精世界中的季节精灵做出来的。以各种用调味料命名的小精灵可爱又造型多变，能够使用自己的乐器奏出魔法乐曲，来操控着自然而形成季节变换。而为了成为独当一面的季节精灵，他们必须到魔法学校学习各种知识及技巧，最后到人类的世界中，完成最后的修炼课程。小精灵们来到人类的世界后，首先要种下魔法种子决定居住地，然后寻找“闪耀”让魔法之花开放，才能成为独当一面的季节精灵。,3969
['热血'],1992年7月18日,长评,短评 ( 3 ),"香津美・立吉尔：松井菜樱子,彩弧由贵：冈本麻弥,奇蒂・菲尼尔：鹤弘美,暗云那魅：本多知惠子,蕾比亚・马培力克：高岛雅罗,拉莉・夏安：藤田淑子","脚本：中村学,人物设定：麻宮騎亜,导演：井出安軌,原作：麻宮騎亜,作画监督：中山岳洋、村木靖,分镜：村山靖,美术监督：平城徳浩,音乐：和田薫",故事背景在西历2023年，魔法阵都市东京。突然出现的魔物路西法霍克开始袭击人类。人类因此迅速地成立一警察组织与其对抗，称之为对妖魔特殊警察AMP。这个时候，女主角香津美立吉尔听闻母亲过世消息而前往东京…西元2029年，巨大都市—东京面对严重的环境污染。天空不再是蔚蓝， 而是被重污染的密云所掩盖著， 降下的是腐蚀性酸雨。 在如此一个环境底下，东京连续地发生了怪异事件—迷一般的怪物出现， 并且不断地攻击人类， 使得整个社会陷入恐慌以及动荡不安之中。 实际上，这些怪物都是来自异次元世界Lucifer Hawk的妖魔。为了有效处理这些由Luci...,3967
"['热血', '运动']",2007年7月3日,长评,短评 ( 6 ),"DT：うえだゆうじ,裘玛：子安武人,秀吉：泷本富士子,嘉嘉：小林沙苗,汉：中尾隆圣,罗斯：藤田大助,伊旺：稻田","脚本：古怒田健志,监修：井上雄彦,导演：宮繁之,人物设定：宮繁之,音响监督：なかのとおる,机械设定：水村良男,原作：井上雄彦,系列构成：大川俊道,音乐：亀山耕一郎","2XXX年，起源于地球的篮球，已经成为了全宇宙流行的体育运动。其中“宇宙同盟”是最强的篮球组织。但是活跃于宇宙联盟赛的明星球员里却没有一个地球人，全都是体能极强的外星人。这样的情况下, 迷一般的老人-吉宗担心地球人的球未来 , 所以用非常优厚的条件, 计划成立一个拥有最强的地球人的队伍，然后让这个队伍称霸宇宙联盟。为了实现那个计划、而被分派到世界各地找寻人才的探子，出现在主人公秀吉所住的平民街。秀吉凭着出众的速度和弹跳力成为了地球选拔队的一员，并且和其他有个性的地球最强的队友们一起以进入“宇宙同盟”为目标。故事由...",3966
"['热血', '机战', '战斗']",1991年9月16日,长评,短评 ( 3 ),"日高秋亚人：関俊彦,黑木凯：子安武人、こおろぎさとみ,吉祥天：水谷優子,迦楼罗王力伽：井上和彦,天王日向：堀内賢雄,龙王龙马：山寺宏一,紧那罗王莲华：林原めぐみ,雷帝因陀罗：鈴置洋孝","原画：吉成鋼、中村豊、鈴木信吾,动画制作：タツノコプロ,发售日：1991-09-16,导演：まつもとよしひさ,系列构成：関島眞頼、あかほりさとる,人物设定：奥田万つ里,机械设定：アンモナイト（シャクティデザイン）",借由梵天神甲冑之力击败湿婆后，八部众接获新的指令去追查地上界异常光流的来源。此时、一个具有调和神力量的神秘人物出现在秋亚人面前，在对抗的过程中八部众亦相继遭到杀害；而原本已和修拉特合体的凯竟也意外现身，这一切的背后似乎隐藏着巨大阴谋。,3965
['时泪'],1991年8月16日,长评,短评 ( 29 ),"湧太：山寺宏一,真鱼：高山みなみ","脚本：大久保昌一良,导演：水谷貴哉,人物设定：一石小百合,音响监督：本田保則,总作画监督：一石小百合,摄影监督：野口肇,原作：高橋留美子,美术监督：金村勝義,音乐：川井憲次",在传说中，人鱼的肉是众人趋之若鹜的珍贵药材，凡是食用它的人，即可获得永生不死的荣耀。在一次偶然中，渔夫涌太和伙伴们捕获了一奇怪的肉块，鬼使神差中，三人分食了此物，不久之后，其中的两人暴毙，而不知是幸运还是不幸，从这天起，幸存下来的涌太成为了不死之人。经过了几百年是世事变迁，涌太终于无法忍受独活的孤独和寂寞，他决定走遍世界各地，发誓要找到解除永生诅咒的方法。在世界的某处，被村人监禁的名叫真鱼的女子在姥姥的哄骗下吃下了人鱼的肉。涌太和真鱼，当两人相遇时，命运之轮开始转动，两个背负着永生罪孽的人，踏上了充...,3964
['恋爱'],1991年5月21日,长评,短评 ( 5 ),"五代裕作：二又一成,音无响子：岛本须美,惣一郎：千叶繁,一之濑花枝：青木和代,六本木朱美：三田ゆう子","脚本：伊藤和典、武上純希、金春智子,导演：吉永尚之、安濃高志、やまざきかずお,原作：高橋留美子,分镜：やまざきかずお、片山一良",贫穷的落榜生五代裕作住在一所名叫“一刻馆”的破旧公寓中复习备考。公寓中还住着长舌的家族主妇一濑太太、奸猾刻薄的神秘人物四谷以及泼辣开放的酒廊小姐朱美，他们日夜胡闹，令五代叫苦不迭。新来的年轻漂亮的管理员音无响子为五代带来了阳光。然而，五代优柔寡断的性格，响子对亡夫的思念再加上情敌和房客们有意无意的破坏，令他们的爱情之路一波三折。经历了数不清的误会和挫折之后，二人终于能够走到一起。婚后的五代和响子手牵手回到了他们初次相遇并将一直生活下去的地方一刻馆。,3963
['热血'],2003年8月7日,长评,短评 ( 6 ),如月久远：桑島法子,"脚本：京田知己,导演：京田知己,动画制作：BONES",TOKYO JUPITER MU的自治领域，以东京羽田空港为直径150km的半圆形空间，由外部看类似木星而闻名，内部2300万人的人们皆误以为外部的世界灭亡而生活著，内部比外界时间流动慢6倍，由拥有蓝色血的人类MU密切支配著。 西历2017年东京上空突然出现谜之侵入者，其目的一切不明，之后人类与称之为MU的敌人的超兵器战斗，世界各国的军队均遭到严重的打击，然而在TOKYO JUPITER形成后地球联军与敌方形成胶著状态，直到2027年现在MU的潜在危险仍存在著，地球也持续对抗。.....,3960
"['搞笑', '热血']",2010年2月12日,长评 ( 2 ),短评 ( 24 ),"鲁邦三世：栗田贯一,次元大介：小林清志,峰不二子：増山江威子,石川五卫门：井上真树夫,钱形警部：纳谷悟朗","脚本：大川俊道,导演：アミノテツロー,人物设定：平山智,总作画监督：平山智,原画：今井一暁,原作：モンキー・パンチ,色彩设计：菊地和子,分镜：アミノテツロー,音乐：大野雄二",鲁邦三世发展至今，已有3部TV版，6部剧场版，4部OVA，还有89年起在电视荧幕上不定期播放时长两小时的特别剧场。而这部《鲁邦三世 THE LAST JOB》则是特别剧场的第二十一弹。在德国的保养所居然发现了日本的国宝级文化财产“地狱如来像”！鲁邦等人想要偷出这尊如来像，却始终被谜之忍者强盗集团组织者莫尔加纳妨碍未能成功，而钱形居然被莫尔加纳所杀……？——鲁邦与莫尔加纳一伙的激烈夺宝战，将在这里白热化。,3951
"['漫画改', '校园', '励志']",敬请,相关视频,0,"矢口八虎：峯田大梦,高桥世田介：山下大辉,鲇川龙二：花守由美里,桥田 悠：河西健吾,桑名真希：宫本侑芽","原作：山口飞翔（《月刊Afternoon》讲谈社刊）,总监督：舛成孝二,监督：浅野胜也,系列构成、脚本：吉田玲子,角色设计：下谷智之,动画制作：Seven Arcs",成绩优异处事圆滑的高二学生·矢口八虎，每日与狐朋狗友们一起玩乐。无论是谁都会觉得是个“现充”的八虎，实际上一直觉得有点空虚。某日，在美术室见到的一副画作，夺走了八虎的心。「绘画，是不同于文字的语言」通过绘画第一次真实地表达自己情绪的八虎，发现了美术的有趣之处，冲动之下拿起了素描本。然后，八虎的升学志向确定了下来。「第一志愿，东京艺术大学」距离录取比例200倍的东京艺术大学考试日期，还有650天。,28235156
"['搞笑', '热血', '时泪']",2007年7月27日,长评 ( 1 ),短评 ( 17 ),"鲁邦三世：栗田贯一,次元大介：小林清志,峰不二子：増山江威子,石川五卫门：井上真树夫,钱形警部：纳谷悟朗","原作： モンキー・パンチ,导演： 増田敏彦,脚本： 山田由香、福嶋幸典,分镜： 佐藤雄三、増田敏彦、富沢信雄,演出： 池添隆博,音乐： 大野雄二,人物设定： 平山智,作画监督： 平山智、古瀬登、八崎健二、小川一郎,音响监督： 鈴木清司,动画制作： トムス・エンタテインメント,播放电视台： 日本テレビ",地点是以多雾著称的北海道雾多布市（这里也是《鲁邦三世》漫画作者Monkey Punch即加藤一彦的故乡），鲁邦一伙正在水底寻找传说中“穿越时空的白色宝物”，不料钱形警部突然袭击，让他们不得不手忙脚乱的逃跑，途中鲁邦们赫然发现，沿途汽车里的驾驶员一个接一个莫名消失，一辆辆失控的汽车倒像是在帮他们摆脱追捕。迷雾泛起，就这样到达了路的尽头，怪事的幕后人物正等着他们。。,3944
['少儿'],2021年9月15日,长评,短评 ( 4 ),"编剧：珍妮丝·卡曼,导演：珍妮丝·卡曼,制作机构：BAGDASARLAN PRODUCTIONS 巴格达萨兰制作公司（美国）,发行：PGS Entertainment （PGS娱乐发行）（法国）",0,词曲作家戴维与三只会说话还能和声唱歌的小花粟鼠相遇之后所发生的故事。故事开始于一个生活在洛杉矶、雄心勃勃却又怀才不遇的词曲作家戴维·塞维尔所面对的一系列窘境，他的制作人伊恩对于他的作品和女友克莱尔似乎都不甚满意，也缺乏耐心，所以干脆“冷藏”了他，对他不闻不问。就在戴维几乎放弃了所有的希望之时，却突然在自家的厨房听到了轻快的节奏，循着声音，他找到了艾尔文、西奥多和西蒙这三只在厨房偷吃、却绝对拥有着与众不同的才能的花栗鼠。让大卫差点惊掉了下巴的是，这些厚颜无耻跑到他家找能吃的东西的花栗鼠，不但说着一口流利...,28235076
['少儿'],2021年9月15日,长评,短评 ( 6 ),"编剧：珍妮丝·卡曼,导演：珍妮丝·卡曼,制作机构：BAGDASARLAN PRODUCTIONS 巴格达萨兰制作公司（美国）,发行：PGS Entertainment （PGS娱乐发行）（法国）",0,词曲作家戴维与三只会说话还能和声唱歌的小花粟鼠相遇之后所发生的故事。故事开始于一个生活在洛杉矶、雄心勃勃却又怀才不遇的词曲作家戴维·塞维尔所面对的一系列窘境，他的制作人伊恩对于他的作品和女友克莱尔似乎都不甚满意，也缺乏耐心，所以干脆“冷藏”了他，对他不闻不问。就在戴维几乎放弃了所有的希望之时，却突然在自家的厨房听到了轻快的节奏，循着声音，他找到了艾尔文、西奥多和西蒙这三只在厨房偷吃、却绝对拥有着与众不同的才能的花栗鼠。让大卫差点惊掉了下巴的是，这些厚颜无耻跑到他家找能吃的东西的花栗鼠，不但说着一口流利...,28235075
['少儿'],2021年9月15日,长评,短评 ( 4 ),"编剧：珍妮丝·卡曼,导演：珍妮丝·卡曼,制作机构：BAGDASARLAN PRODUCTIONS 巴格达萨兰制作公司（美国）,发行：PGS Entertainment （PGS娱乐发行）（法国）",0,词曲作家戴维与三只会说话还能和声唱歌的小花粟鼠相遇之后所发生的故事。故事开始于一个生活在洛杉矶、雄心勃勃却又怀才不遇的词曲作家戴维·塞维尔所面对的一系列窘境，他的制作人伊恩对于他的作品和女友克莱尔似乎都不甚满意，也缺乏耐心，所以干脆“冷藏”了他，对他不闻不问。就在戴维几乎放弃了所有的希望之时，却突然在自家的厨房听到了轻快的节奏，循着声音，他找到了艾尔文、西奥多和西蒙这三只在厨房偷吃、却绝对拥有着与众不同的才能的花栗鼠。让大卫差点惊掉了下巴的是，这些厚颜无耻跑到他家找能吃的东西的花栗鼠，不但说着一口流利...,28235074
['少儿'],2021年9月8日,长评,短评 ( 11 ),"编剧：珍妮丝·卡曼,导演：珍妮丝·卡曼,制作机构：BAGDASARLAN PRODUCTIONS 巴格达萨兰制作公司（美国）,发行：PGS Entertainment （PGS娱乐发行）（法国）",0,词曲作家戴维与三只会说话还能和声唱歌的小花粟鼠相遇之后所发生的故事。故事开始于一个生活在洛杉矶、雄心勃勃却又怀才不遇的词曲作家戴维·塞维尔所面对的一系列窘境，他的制作人伊恩对于他的作品和女友克莱尔似乎都不甚满意，也缺乏耐心，所以干脆“冷藏”了他，对他不闻不问。就在戴维几乎放弃了所有的希望之时，却突然在自家的厨房听到了轻快的节奏，循着声音，他找到了艾尔文、西奥多和西蒙这三只在厨房偷吃、却绝对拥有着与众不同的才能的花栗鼠。让大卫差点惊掉了下巴的是，这些厚颜无耻跑到他家找能吃的东西的花栗鼠，不但说着一口流利...,28235064
['少儿'],2021年9月8日,长评,短评 ( 5 ),"编剧：珍妮丝·卡曼,导演：珍妮丝·卡曼,制作机构：BAGDASARLAN PRODUCTIONS 巴格达萨兰制作公司（美国）,发行：PGS Entertainment （PGS娱乐发行）（法国）",0,词曲作家戴维与三只会说话还能和声唱歌的小花粟鼠相遇之后所发生的故事。故事开始于一个生活在洛杉矶、雄心勃勃却又怀才不遇的词曲作家戴维·塞维尔所面对的一系列窘境，他的制作人伊恩对于他的作品和女友克莱尔似乎都不甚满意，也缺乏耐心，所以干脆“冷藏”了他，对他不闻不问。就在戴维几乎放弃了所有的希望之时，却突然在自家的厨房听到了轻快的节奏，循着声音，他找到了艾尔文、西奥多和西蒙这三只在厨房偷吃、却绝对拥有着与众不同的才能的花栗鼠。让大卫差点惊掉了下巴的是，这些厚颜无耻跑到他家找能吃的东西的花栗鼠，不但说着一口流利...,28235063
"['热血', '奇幻', '时泪', '冒险']",1994年7月29日,长评,短评 ( 13 ),"鲁邦三世：山田康雄,次元大介：小林清志,石川五右卫门：大冢周夫,峰不二子：增山江威子,钱形幸一：纳谷悟朗","脚本：岸間信明,导演：奥脇雅晴,人物设定：須藤昌朋,总作画监督：須藤昌朋,原作：モンキー・パンチ,演出：日巻裕二,作画监督：高谷浩利,分镜：奥脇雅晴,音乐：大野雄二",鲁邦这次要在茫茫大海上偷取他的祖父亚森罗宾没能得手的宝物“卧龙雕”。宝物离他只有短短不到四千米。不过，是指垂直向下的深度……本作是鲁邦三世第六部TVsp作品，于1994年7月29日放送。亦是山田康雄先生担任鲁邦声优的最后一部，他于次年3月因病去世。,3937
['少儿'],2021年9月8日,长评,短评 ( 6 ),"编剧：珍妮丝·卡曼,导演：珍妮丝·卡曼,制作机构：BAGDASARLAN PRODUCTIONS 巴格达萨兰制作公司（美国）,发行：PGS Entertainment （PGS娱乐发行）（法国）",0,词曲作家戴维与三只会说话还能和声唱歌的小花粟鼠相遇之后所发生的故事。故事开始于一个生活在洛杉矶、雄心勃勃却又怀才不遇的词曲作家戴维·塞维尔所面对的一系列窘境，他的制作人伊恩对于他的作品和女友克莱尔似乎都不甚满意，也缺乏耐心，所以干脆“冷藏”了他，对他不闻不问。就在戴维几乎放弃了所有的希望之时，却突然在自家的厨房听到了轻快的节奏，循着声音，他找到了艾尔文、西奥多和西蒙这三只在厨房偷吃、却绝对拥有着与众不同的才能的花栗鼠。让大卫差点惊掉了下巴的是，这些厚颜无耻跑到他家找能吃的东西的花栗鼠，不但说着一口流利...,28235061
"['热血', '奇幻', '时泪']",1993年7月23日,长评,短评 ( 28 ),"鲁邦三世：山田康雄,次元大介：小林清志,石川五右卫门：大冢周夫,峰不二子：增山江威子,钱形幸一：纳谷悟朗","脚本：柏原寛司,导演：大隅正秋,人物设定：江口寿志,总作画监督：江口寿志,原作：モンキー・パンチ,演出：真野玲、奥脇雅晴,分镜：奥脇雅晴,音乐：大野雄二",“鲁邦三世”是日本动漫界的传奇，有不死传说之喻，漫画作者加藤一彦(Monkey Punch)曾表示，鲁邦三世的冒险精神是他一生追求的，身为漫画家的他，主要的休闲活动就是创作，所有的梦想、幻想都在“鲁邦三世”实现。猴子拳将鲁邦三世塑造成一个让人无法讨厌的怪盗，让读者羡慕鲁邦三世逍遥的生活。鲁邦一行周游于世界各地，不时重操盗窃的老本行。,3935
"['搞笑', '热血']",2002年4月3日,长评,短评 ( 25 ),"鲁邦三世：山田康雄,次元大介：小林清志,峰不二子：增山江威子,石川五右卫门：井上真树夫,钱形幸一：纳谷悟朗","导演：浜津守,人物设定：平山智,机械设定：小川一郎,原作：モンキー・パンチ,作画监督：平山智,分镜：浜津守,动画制作：トムス・エンタテインメント,音乐：大野雄二",“鲁邦三世”是日本动漫界的传奇，有不死传说之喻，漫画作者加藤一彦(Monkey Punch)曾表示，鲁邦三世的冒险精神是他一生追求的，身为漫画家的他，主要的休闲活动就是创作，所有的梦想、幻想都在“鲁邦三世”实现。猴子拳将鲁邦三世塑造成一个让人无法讨厌的怪盗，让读者羡慕鲁邦三世逍遥的生活。鲁邦一行周游于世界各地，不时重操盗窃的老本行。,3933
"['奇幻', '冒险']",1989年4月1日,长评 ( 1 ),短评 ( 27 ),"山田康雄,增山江威子,小林清志,井上真树夫,纳谷悟朗,田中真弓,津嘉山正种,石冢运升,绪方贤一,大木民夫,幸田直子,秋元羊介,伊井笃史,稻叶实,堀内贤雄,星野充昭","导演：出崎统,编剧：加藤一彦,柏原宽司",电脑时代来临，全世界的警务电脑系统中都有了鲁邦三世的行动资料，警方藉此可以由电脑分析鲁邦可能的动向。鲁邦对此大感头疼，甚至萌生退意……本作为鲁邦三世系列第一部TVsp作品，于1989年4月1日播送,28234179
['热血'],2005年3月30日,长评 ( 1 ),短评 ( 18 ),"凪宗一郎：保志总一朗,枣真夜：久川绫,枣亚夜：茅原实里,卜比牧原：三木真一郎,高柳雅孝：关智一,高柳光臣：森川智之,表文七：矢尾一树,五十铃绘美：寺田春日,神乐坂：真殿光昭,田上士郎：花轮英司,相..","导演：川瀬敏文,人物设定：梅原隆弘,音响监督：本田保則,总作画监督：梅原隆弘,原作：大暮維人,系列构成：井上敏樹,音乐：岩崎文紀",凪宗一郎和卜比牧原的到来让本来平静的统道学园鸡犬不宁。虽然统道学园是一所武校，但学校提倡平和理智的武道，反对无因的暴力，而宗一郎和牧原两人此次的目的却是征服这座学校。结果可想而知，宗一郎被前来的柔剑部部长枣真夜及高柳雅孝一脚踢飞，倒霉的他掉入了刚洗完澡的枣亚夜身上，没想到枣亚夜对他一见钟情。于是，有着女性恐惧症的宗一郎在统道学园的快乐生活开始了。,3920
['少儿'],2021年8月5日,长评 ( 2 ),短评 ( 28 ),"飞壁侠：凯尔·布赖特科普夫,猫头鹰女：艾迪生·霍利,猫小子：雅各·伊万尼亚克","原著出版者：加利马尔·婕斯,制作总监： 奥利维尔·杜蒙,导演： 克里斯蒂安·德维塔,制片人：纪尧姆·埃卢安，科琳·库珀，卡洛琳·苏里斯,脚本监制：朱利安·查尔斯,主设计师：米歇尔·吉博,动画总监：塞巴斯蒂安·勒·尼夫，乔纳森·扎哈特",蒙面睡衣小队由三个小队员组成Connor、Greg和Amaya。三个人白天是普通的小孩，但是每当夜幕降临，他们披上睡衣带上面具之后，就变身超级英雄。Connor（猫小子）是小团队的领导人物，他有一对顺风听万里的猫耳朵，还有被称作“超级猫跳”和“超级猫速”的超能力。他开着自己的猫型车，带着同伴们拯救世界。可是他也有些小毛病，他喜欢一切都在自己的掌握中，有时候会因为这个被敌人利用。Greg（飞壁侠）是团队里年纪最小的一个，可是他的力气可不小。他可以像变色龙一样隐身，融入周围的环境；他还可以举起重物、飞檐走壁。Amaya（猫头鹰女）是...,28234891
['热血'],2005年3月16日,长评 ( 1 ),短评 ( 13 ),"枣亚夜：茅原実里,枣真夜：久川綾,卜比牧原：三木眞一郎,高柳雅孝：関智一,俵文七：矢尾一樹,五十鈴絵美：七緒はるひ","脚本：犬飼和彦,导演：川瀬敏文,人物设定：梅原隆弘,原作：大暮維人,演出：かわむらけんいち、あきつ南,分镜：そえたかずひろ、川瀬敏文,音乐：岩崎文紀",初生之犊不畏虎，一年级的宗一郎和卜比向全校发出挑战宣言：‘从今开始，这一间学校就由我们的“爆拳”来支配！’究竟二人将会受到甚么制裁？‘柔剑部’的美女枣真夜又如何将二人招揽？加入‘柔剑部’后，二人展现出的潜质，令众前辈都十分惊讶，凭着他们，‘柔剑部’可面对宿敌‘执行部’所发动的总攻击吗？,3919
['搞笑'],2015年7月10日,长评,短评 ( 12 ),"监督：森りょういち,动画：森りょういち,音乐：detune.,制片人：中岛弘道,制片：CoMix Wave Films",0,《Peeping Life》以缓慢生活为主题，描绘了每个不同身份的角色在单个场景的日常对话。动画由10个短篇构成，每个5分钟左右，由CoMix Wave Films和.brosta.tv提供放映。早前动画已播出3话，并在网上提供下载，这次在动画频道的正式播放，是为了能使更多人接触该作。,3912
"['战斗', '魔法']",2001年12月22日,长评,短评 ( 18 ),"杰路刚帝士：緑川光,高里·杰布列夫：松本保典,莉娜·因巴斯：林原惠美,加梅莉亚：铃木真仁,兽神官 杰洛士：石田彰,グレイシア＝ウル＝ナーガ＝セイルーン：川村万梨阿","脚本：佐藤順一,导演：佐藤順一,人物设定：熊谷哲矢,原作：あらいずみるい、神坂一,色彩设计：川上善美,演出：紅優,美术监督：西川淳一郎,音乐：服部隆之,动画制作：J.C.STAFF",只要是有美味佳肴的地方，就一定会出现一位自称美少女天才魔导士的莉娜，和一位自称是其保护者的高里。一如往常地来到以盛产章鱼闻名的海边城市，想说只需帮忙捕鱼便可免费享用章鱼美食；却因莉娜太过于热衷捕鱼，造成不只鱼群所在处，甚至连船只都遭受破坏，最后能享受到章鱼美食的只有高里……。不过这却是整个恐怖事件的起源！一食用章鱼的人就会得到所谓「只会说章鱼话」的怪病，因而高里也被传染了。但是事件演变到没吃章鱼的人也被传染怪病，灾害持续扩大；听说高里深陷危机而前来帮忙的杰路刚帝士和阿梅莉亚也被传染，甚至连唯一的救星...,3910
"['战斗', '魔法', '架空', '冒险']",1998年10月25日,长评,短评 ( 9 ),"莉娜·因巴斯：林原惠美,高里·卡布列夫：松本保典,杰路刚帝士·克雷依威斯：绿川光,加梅莉亚·威尔·迪斯拉·赛伦：铃木真仁,梅菲尔·那鲁斯·莱塔：冬马由美","导演：わたなべひろし,编剧：渡边桂子,原作：あらいずみるい、神坂一,演出：岩崎良明、阿蒜晃士,分镜：岩崎良明、桜美かつし、阿蒜晃士,音乐：服部隆之,动画制作：J.C.STAFF",在某个村落的旅馆餐厅里，莉娜正准备大口吃她的午餐。突然一阵爆炸声袭击了这个餐厅，并搞砸了她享受这午餐的一点点幸福。突然，旅馆餐厅的屋顶传来可怕的狂笑声，一身坏魔导士装扮的娜卡，从火焰中出现。娜卡精神抖擞的出场，却招来全村的愤怒。被村人包围的娜卡和认识她的莉娜，陷入了必须找出失踪的村民来代替所有赔偿的窘境。可是两人所前往的遗迹里，却有个最恐怖的吸血鬼在等着他们！,3909
"['战斗', '魔法', '架空', '冒险']",1998年8月1日,长评,短评 ( 9 ),"莉娜·因巴斯：林原惠美,高里·卡布列夫：松本保典,杰路刚帝士·克雷依威斯：绿川光,加梅莉亚·威尔·迪斯拉·赛伦：铃木真仁,梅菲尔·那鲁斯·莱塔：冬马由美","脚本：神坂一,导演：わたなべひろし,人物设定：相澤昌弘,原作：あらいずみるい、神坂一,演出：鈴木行,分镜：わたなべひろし,音乐：服部隆之、手塚理,动画制作：J.C.STAFF",莉娜和娜卡正优闲自在地在可尔多伦城市内享受美食，一群龙之集团突然出现在她们的面前。率领龙之集团的美少女玛蕾妮和可尔多伦的士兵们展开对决，莉娜她们就这么不知所以然地被卷入这场骚动。不过，龙之军团却在莉娜要施展攻击魔法时全数逃之夭夭。卡伯特城的领主卡伯特召见她，并述说事件的起因。因为看到莉娜的身手如此厉害，便拜托她帮忙，只要将其爱女玛蕾妮带回，就付赏金200枚金币。但其实这一次骚动的原因是他的女儿要求提高零用钱不成所引起的。同一时刻，玛蕾妮付给娜卡日薪，请她协助打倒她的父亲。到了隔天，事态的演变却越来越严重...,3908
"['战斗', '魔法', '架空', '冒险']",1997年8月2日,长评,短评 ( 9 ),"莉娜·因巴斯：林原惠美,高里·卡布列夫：松本保典,杰路刚帝士·克雷依威斯：绿川光,加梅莉亚·威尔·迪斯拉·赛伦：铃木真仁,梅菲尔·那鲁斯·莱塔：冬马由美","脚本：神坂一,导演：湯山邦彦、わたなべひろし,人物设定：吉松孝博,原作：あらいずみるい、神坂一,分镜：湯山邦彦,美术监督：加藤浩,音乐：服部隆之,动画制作：J.C.STAFF",史东那城市到处都有因魔力而动的魔偶，在这里的两位伯爵海建与葛拉尼欧正在争夺城镇的主导权。於是两人达成协议要以魔偶对决来决定一切。生在魔偶工匠家族的不幸少女莱雅，因家中父兄两人的不合而伤透脑筋。其父兄两人也莫名地卷入这场城主之争，并且竟然做出莉娜和娜卡的魔偶！究竟史东那城市真正的未来与和平是否真的会到来呢？莉娜在结尾被抢走钱币之後，使用「覇王雷撃阵(ダイナスト?ブラス)」取回钱币。,3907
"['战斗', '魔法', '架空', '冒险']",1996年8月3日,长评,短评 ( 16 ),"莉娜·因巴斯：林原惠美,高里·卡布列夫：松本保典,杰路刚帝士·克雷依威斯：绿川光,加梅莉亚·威尔·迪斯拉·赛伦：铃木真仁,梅菲尔·那鲁斯·莱塔：冬马由美","脚本：神坂一,导演：湯山邦彦、わたなべひろし,人物设定：吉松孝博,原作：あらいずみるい、神坂一,分镜：湯山邦彦,美术监督：加藤浩,音乐：服部隆之,动画制作：J.C.STAFF","莉娜与娜卡的面前突然出现一位泪汪汪的美少女。她的名字叫莎琳娜，十天前她所居住的比亚兹村落，被一个名为塔因的秘密组织所驱使的下级恶魔占领，她是来请求她们帮忙，并且述说恶党们还胁迫村人去做一些挖掘的工作。平常要是没有酬劳，莉娜是不会接受委托的。不过她却突然想起在比亚兹村落有著""妖精之传说""，便接下了此次的任务。从本作开始，「用拖鞋殴打娜卡」和「在结尾争夺钱币」的片段剧情在剧场版中变成惯例。",3906
"['战斗', '魔法']",1995年8月5日,长评,短评 ( 15 ),"莉娜·因巴斯：林原惠美,高里·卡布列夫：松本保典,杰路刚帝士·克雷依威斯：绿川光,加梅莉亚·威尔·迪斯拉·赛伦：铃木真仁,梅菲尔·那鲁斯·莱塔：冬马由美","脚本：やまざきかずお,导演：わたなべひろし、やまざきかずお,人物设定：吉松孝博,原作：あらいずみるい、神坂一,分镜：やまざきかずお,美术监督：竹田悠介,音乐：服部隆之",莉娜和娜卡从坏人手中得到一张票，便前往了温泉迷们的朝圣地“米布洛斯岛”。想说应该是一趟快乐的温泉之旅，没想到在这小岛等待她们的，却是一群无恶不作的坏人集团。为了能让胸部更雄伟……不，说错了，是为了恢复城镇的和平，莉娜展开穿越时空的过去旅程。面对巨大的魔族！爆裂华丽的龙破斩！开始改写这史上最大之决战历史！,3905
