title,episodes,mark,score,is_finish,series_follow,follows,coins,likes,danmus,views,area,count,season_type,season_id,media_id,link
路人超能100 III(灵能百分百 第三季),更新至第6话,独家,9.9,0,5139314,4994916,201746,431421,112107,28308891,日本,8217,1,43141,28339709,https://www.bilibili.com/bangumi/play/ss43141
海绵宝宝 中文配音,更新至第161话,,9.9,1,1831107,1360931,455782,1880822,965406,243619346,美国,31272,1,41013,28236719,https://www.bilibili.com/bangumi/play/ss41013
银魂,全201话,会员专享,9.9,1,3044054,2939641,1265690,3030624,1997635,282916518,日本,64363,1,38157,28233839,https://www.bilibili.com/bangumi/play/ss38157
猫和老鼠 旧版,全55话,,9.9,1,3191965,2937757,625932,1262188,2266595,298401329,美国,69101,1,357,132112,https://www.bilibili.com/bangumi/play/ss357
你的名字。,2016-08-26上映,,9.9,1,4321282,3157205,1185644,1002611,2238026,95287799,日本,104323,2,12044,12044,https://www.bilibili.com/bangumi/play/ss12044?theme=movie
路人超能100 II(灵能百分百 第二季),全13话,独家,9.9,1,5139316,2954676,595849,440997,1015368,113522111,日本,82053,1,26297,4762734,https://www.bilibili.com/bangumi/play/ss26297
百变小樱,全70话,,9.9,1,4279185,2144491,267898,498056,8134085,114839974,日本,29534,1,3756,3756,https://www.bilibili.com/bangumi/play/ss3756
银魂 第二季,全64话,会员专享,9.9,1,3044054,1660163,264691,705268,536096,79629844,日本,21471,1,38158,28233840,https://www.bilibili.com/bangumi/play/ss38158
强风吹拂,全23话,会员专享,9.9,1,2268672,2268670,614870,599062,679128,64662088,日本,84352,1,25742,139352,https://www.bilibili.com/bangumi/play/ss25742
家庭教师HITMAN REBORN!,全203话,,9.9,1,1812829,1811909,267924,446239,3653317,133062669,日本,46359,1,1376,1376,https://www.bilibili.com/bangumi/play/ss1376
碧蓝之海,全12话,独家,9.9,1,4651248,4651248,1018560,1105791,1060663,152271318,日本,133927,1,24581,102312,https://www.bilibili.com/bangumi/play/ss24581
紫罗兰永恒花园 剧场版 ,2021-12-25上映,独家,9.9,1,8970500,8061352,498744,593493,348736,24451408,日本,65310,2,40028,28235728,https://www.bilibili.com/bangumi/play/ss40028?theme=movie
排球少年！！,全25话,会员专享,9.9,1,1371785,1242536,261019,368567,966655,51671462,日本,40802,1,2727,28221614,https://www.bilibili.com/bangumi/play/ss2727
JOJO的奇妙冒险 星尘远征军 埃及篇,全24话,独家,9.9,1,8776692,4327750,494124,823993,4993662,149910717,日本,73687,1,4213,28223483,https://www.bilibili.com/bangumi/play/ss4213
迪迦奥特曼（中配）,全52话,会员专享,9.9,1,2296550,1715113,1121316,1902461,1159250,131171399,日本,94534,1,38385,28234069,https://www.bilibili.com/bangumi/play/ss38385
精灵宝可梦 无印,全271话,会员专享,9.9,1,1931379,827347,97067,218547,2189189,62377963,日本,9248,1,5761,5761,https://www.bilibili.com/bangumi/play/ss5761
ReLIFE,全13话,独家,9.9,1,2431890,2335766,349688,428540,325630,34408982,日本,45084,1,5012,28229193,https://www.bilibili.com/bangumi/play/ss5012
银魂 第三季,全51话,会员专享,9.9,1,3044054,1619151,195128,505665,358388,53684223,日本,13517,1,38159,28233841,https://www.bilibili.com/bangumi/play/ss38159
日常,全26话,独家,9.9,1,3747968,3747967,335003,503932,1246668,64536401,日本,66561,1,844,844,https://www.bilibili.com/bangumi/play/ss844
3月的狮子 第二季,全22话,,9.9,1,1588162,613662,146772,86901,280166,16374886,日本,20323,1,6445,6445,https://www.bilibili.com/bangumi/play/ss6445
前进吧！登山少女 第四季,更新至第6话,独家,9.9,0,516443,494786,8366,42349,5767,804683,日本,696,1,43151,28339719,https://www.bilibili.com/bangumi/play/ss43151
银河英雄传说：全新命题 策谋,更新至第6话,独家,9.9,0,541025,524499,8221,36585,5678,1059518,日本,644,1,43149,28339717,https://www.bilibili.com/bangumi/play/ss43149
俺物语！！,全24话,会员专享,9.9,1,1598743,1598743,494357,441392,1508738,40354756,日本,57347,1,4197,28223816,https://www.bilibili.com/bangumi/play/ss4197
相合之物,全12话,会员专享,9.9,1,516107,516108,84239,235862,67307,9846658,日本,13547,1,41574,28237283,https://www.bilibili.com/bangumi/play/ss41574
玉子爱情故事,全1话,,9.9,1,3924331,2455151,361569,248862,623599,22901035,日本,41457,1,4155,4155,https://www.bilibili.com/bangumi/play/ss4155?theme=movie
街角魔族 第二季,全12话,独家,9.9,1,2050806,1905698,124698,341292,85017,11988956,日本,19788,1,41520,28237229,https://www.bilibili.com/bangumi/play/ss41520
秘密内幕 女警的反击,全13话,会员专享,9.9,1,718867,718867,123404,364870,120326,15836221,日本,19766,1,40257,28235961,https://www.bilibili.com/bangumi/play/ss40257
擅长捉弄的高木同学 第三季,全12话,会员专享,9.9,1,3562668,3382622,1578168,1685362,699143,56074598,日本,71674,1,40156,28235860,https://www.bilibili.com/bangumi/play/ss40156
星之梦～雪圈球～,全1话,独家,9.9,1,1316764,1210207,42837,63703,13185,1529438,日本,5311,1,39288,28234980,https://www.bilibili.com/bangumi/play/ss39288
盖亚奥特曼,全51话,会员专享,9.9,1,2296550,802374,55735,203921,146474,18350604,日本,8130,1,38693,28234382,https://www.bilibili.com/bangumi/play/ss38693
夏目友人帐 唤石者与怪异的访客,全1话,独家,9.9,1,6397632,5676692,182658,285103,185920,14542477,日本,17640,1,38627,28234316,https://www.bilibili.com/bangumi/play/ss38627
迪迦奥特曼,全52话,会员专享,9.9,1,2296550,1094205,247456,470482,221573,40746233,日本,28278,1,38384,28234068,https://www.bilibili.com/bangumi/play/ss38384
奇巧出租车,全13话,会员专享,9.9,1,864074,864074,147095,259490,117319,14284287,日本,30609,1,38245,28233927,https://www.bilibili.com/bangumi/play/ss38245
装甲重拳/MEGALOBOX 第二季,全13话,独家,9.9,1,2812394,2468538,539732,752023,201989,35579418,日本,48885,1,38234,28233916,https://www.bilibili.com/bangumi/play/ss38234
佐贺偶像是传奇 卷土重来,全12话,独家,9.9,1,1438341,1438340,331862,573503,244787,26397889,日本,30915,1,37575,28233251,https://www.bilibili.com/bangumi/play/ss37575
赛马娘 第二季,全13话,独家,9.9,1,2161200,1552246,534833,685849,300766,33043443,日本,64647,1,36579,28232238,https://www.bilibili.com/bangumi/play/ss36579
Re：从零开始的异世界生活 第二季 后半,全12话,会员专享,9.9,1,9594552,8556488,2366737,2717315,1126163,97885449,日本,172587,1,36429,28232073,https://www.bilibili.com/bangumi/play/ss36429
悠哉日常大王 第三季,全12话,独家,9.9,1,1833679,1768592,397303,553175,244099,22164034,日本,26869,1,36204,28231846,https://www.bilibili.com/bangumi/play/ss36204
浪客剑心 追忆篇,全4话,限时免费,9.9,1,871166,527000,41958,50871,36126,5108026,日本,11047,1,3578,28229015,https://www.bilibili.com/bangumi/play/ss3578
命运石之门 负荷领域的既视感,全1话,,9.9,1,2186626,688765,101016,58989,249992,9177375,日本,16508,1,3467,3467,https://www.bilibili.com/bangumi/play/ss3467?theme=movie
来自深渊 剧场版总集篇,全2话,独家,9.9,1,1112617,606046,61161,113725,75648,7236456,日本,11582,1,34544,28230043,https://www.bilibili.com/bangumi/play/ss34544
请问您今天要来点兔子吗？BLOOM,全12话,独家,9.9,1,2924284,2511347,243527,452375,226283,15309828,日本,19155,1,34415,28229884,https://www.bilibili.com/bangumi/play/ss34415
紫罗兰永恒花园外传：永远与自动手记人偶,2020-01-10上映,独家,9.9,1,8970500,6093157,516293,423388,562325,39872392,日本,97923,2,31779,28226644,https://www.bilibili.com/bangumi/play/ss31779?theme=movie
吹响吧！上低音号～誓言的终章～,全1话,独家,9.9,1,1858493,916578,69032,45716,127172,3756564,日本,21343,1,28951,28223448,https://www.bilibili.com/bangumi/play/ss28951?theme=movie
吹响吧！上低音号 第二季,全13话,独家,9.9,1,1858493,1057702,100254,92485,392741,9895238,日本,21355,1,28937,28223434,https://www.bilibili.com/bangumi/play/ss28937
高分少女 第二季,全9话,独家,9.9,1,624172,624172,109245,57964,116379,9907424,日本,28953,1,28618,28222728,https://www.bilibili.com/bangumi/play/ss28618
凉宫春日的消失,全1话,独家,9.9,1,1510624,581665,45873,34884,71432,2981060,日本,16108,1,2809,2809,https://www.bilibili.com/bangumi/play/ss2809?theme=movie
擅长捉弄的高木同学 第二季,全12话,独家,9.9,1,3562668,2888721,1472952,672356,1741940,70756291,日本,121863,1,28006,28221403,https://www.bilibili.com/bangumi/play/ss28006
魔法少女小圆 剧场版 [新篇] 叛逆的物语,全1话,独家,9.9,1,3066808,1229518,76070,69765,113027,5180036,日本,32171,1,27063,28220105,https://www.bilibili.com/bangumi/play/ss27063?theme=movie
剧场版 悠哉日常大王 Vacation,全1话,会员专享,9.9,1,1833679,404431,61643,33026,65585,3279049,日本,12605,1,26632,16899731,https://www.bilibili.com/bangumi/play/ss26632?theme=movie
ReLIFE 完结篇,全4话,独家,9.9,1,2431890,1239419,492540,312080,196409,17401858,日本,77536,1,23884,79372,https://www.bilibili.com/bangumi/play/ss23884
乌龙派出所,全341话,,9.9,1,152189,146015,33141,36166,325266,70902366,日本,3762,1,2299,2299,https://www.bilibili.com/bangumi/play/ss2299
学园奶爸,全12话,会员专享,9.9,1,514912,514911,61781,181304,89032,10252807,日本,7190,1,21775,12992,https://www.bilibili.com/bangumi/play/ss21775
妖精森林的小不点,全13话,独家,9.9,1,1732683,1732683,232360,191356,349711,32553728,日本,44663,1,21717,11672,https://www.bilibili.com/bangumi/play/ss21717
头文字D First Stage,全26话,会员专享,9.9,1,784415,635487,30541,101357,111549,14393981,日本,3681,1,207,207,https://www.bilibili.com/bangumi/play/ss207
虫师,全26话,会员专享,9.9,1,1311685,1274567,81315,99137,317831,15507220,日本,19509,1,1715,1715,https://www.bilibili.com/bangumi/play/ss1715
欢迎光临樱兰高校,全26话,会员专享,9.9,1,1589773,1589772,156662,302762,1458195,58417177,日本,21931,1,1407,1407,https://www.bilibili.com/bangumi/play/ss1407
备长炭,全12话,,9.9,1,224942,224942,33256,37752,41175,2471759,日本,4369,1,1394,1394,https://www.bilibili.com/bangumi/play/ss1394
幸运星,全25话,,9.9,1,982052,973503,100594,162139,382329,15386640,日本,18744,1,1293,1293,https://www.bilibili.com/bangumi/play/ss1293
CLANNAD ～AFTER STORY～,全23话,会员专享,9.9,1,4014179,1620916,548929,395703,1159658,36089722,日本,75495,1,1178,1178,https://www.bilibili.com/bangumi/play/ss1178
CLANNAD,全23话,会员专享,9.9,1,4014179,3715571,562604,515998,1773530,54652277,日本,72030,1,1177,1177,https://www.bilibili.com/bangumi/play/ss1177
轻音少女 剧场版,全1话,独家,9.9,1,2924050,744228,202947,114711,250024,5104787,日本,71815,1,1175,28220988,https://www.bilibili.com/bangumi/play/ss1175?theme=movie
轻音少女 第二季,全27话,独家,9.9,1,2924050,1260679,434741,426159,1832285,47255391,日本,67890,1,1173,28220984,https://www.bilibili.com/bangumi/play/ss1173
轻音少女 第一季,全14话,独家,9.9,1,2924050,2656481,438331,435534,1724234,49162920,日本,81844,1,1172,28220978,https://www.bilibili.com/bangumi/play/ss1172
名侦探柯南（中配）,更新至第1119话,会员专享,9.8,0,6018163,1486430,700111,2614658,13284966,716391039,日本,33469,1,33415,28228813,https://www.bilibili.com/bangumi/play/ss33415
夏日重现,全25话,独家,9.8,1,3999823,3999820,1136991,2660346,1131064,179264171,日本,71801,1,41417,28237126,https://www.bilibili.com/bangumi/play/ss41417
名侦探柯南,更新至第1119话,会员专享,9.8,0,6018163,4366015,1246025,3606978,310923491,716584953,日本,89268,1,33378,28228775,https://www.bilibili.com/bangumi/play/ss33378
犬夜叉,全167话,,9.8,1,3643856,2494047,391164,793310,8535720,296063505,日本,50915,1,28324,28222083,https://www.bilibili.com/bangumi/play/ss28324
蜡笔小新 第二季（中文）,全873话,会员专享,9.8,1,2258826,727615,166594,518972,2485574,282270236,日本,11226,1,6262,6262,https://www.bilibili.com/bangumi/play/ss6262
蜡笔小新 第一季（中文）,全480话,会员专享,9.8,1,2258826,1132193,165245,449026,1855015,185716752,日本,12272,1,6260,6260,https://www.bilibili.com/bangumi/play/ss6260
路人超能100(灵能百分百),全12话,会员专享,9.8,1,5139320,3569359,282113,299901,1401649,118439490,日本,33932,1,5058,5058,https://www.bilibili.com/bangumi/play/ss5058
JOJO的奇妙冒险 石之海,更新至第24话,独家,9.8,0,8776691,7718452,1111151,2518913,1095229,195643531,日本,86578,1,39431,28235123,https://www.bilibili.com/bangumi/play/ss39431
奇幻世界舅舅,更新至第6话,独家,9.8,0,1327819,1327821,127177,519500,108403,31353660,日本,7836,1,42105,28338491,https://www.bilibili.com/bangumi/play/ss42105
中二病也要谈恋爱！,全13话,独家,9.8,1,6074684,5089757,848359,1122921,908409,66064791,日本,43518,1,4340,4340,https://www.bilibili.com/bangumi/play/ss4340
JOJO的奇妙冒险 不灭钻石,全39话,独家,9.8,1,8776691,3148556,613885,1070145,8420996,234246078,日本,103930,1,5398,140552,https://www.bilibili.com/bangumi/play/ss5398
JOJO的奇妙冒险 黄金之风,全39话,独家,9.8,1,8776691,4968561,1703049,2230412,4545755,494546725,日本,259634,1,25681,135652,https://www.bilibili.com/bangumi/play/ss25681
pop子和pipi美的日常 第二季,更新至第6话,独家,9.8,0,2445741,2248275,40289,185017,58368,8373149,日本,5254,1,43158,28339726,https://www.bilibili.com/bangumi/play/ss43158
海绵宝宝,更新至第161话,,9.8,1,1831107,710775,146962,455510,131234,59124297,美国,12304,1,41012,28236718,https://www.bilibili.com/bangumi/play/ss41012
JOJO的奇妙冒险,全26话,独家,9.8,1,8776691,5749671,595395,1080100,5183511,202949150,日本,87731,1,4334,28223479,https://www.bilibili.com/bangumi/play/ss4334
堀与宫村,全13话,独家,9.8,1,7465522,7246574,3762936,5096765,2527145,234767001,日本,156144,1,36198,28231840,https://www.bilibili.com/bangumi/play/ss36198
米奇妙妙屋 第1季 中文配音,全26话,会员专享,9.8,1,111230,103191,14863,53756,39724,15093947,美国,1038,1,41920,28337820,https://www.bilibili.com/bangumi/play/ss41920
青之芦苇,更新至第10话,会员抢先,9.8,0,145163,145164,17169,61199,12326,3140164,日本,1900,1,41575,28237284,https://www.bilibili.com/bangumi/play/ss41575
JOJO的奇妙冒险 星尘远征军,全24话,独家,9.8,1,8776691,4573803,505385,902977,4863576,165789469,日本,75195,1,4185,28223481,https://www.bilibili.com/bangumi/play/ss4185
齐木楠雄的灾难 第二季,全24话,会员专享,9.8,1,5239873,2466198,373634,513890,1370463,133021566,日本,44728,1,21469,8812,https://www.bilibili.com/bangumi/play/ss21469
哆啦A梦 第一季,全142话,会员专享,9.8,1,1926848,1230652,36444,100423,109920,21928707,日本,4723,1,32777,28228115,https://www.bilibili.com/bangumi/play/ss32777
蜡笔小新 第六季（中文）,全156话,会员专享,9.8,1,2258826,644571,84514,172914,1080964,95901114,日本,6828,1,6295,6295,https://www.bilibili.com/bangumi/play/ss6295
紫罗兰永恒花园,全14话,独家,9.8,1,8970500,8108925,2179455,1756965,3472453,174048775,日本,228097,1,21542,8892,https://www.bilibili.com/bangumi/play/ss21542
蜡笔小新 第三季（中文）,全156话,会员专享,9.8,1,2258826,358299,38292,114309,483535,64143159,日本,2852,1,6264,6264,https://www.bilibili.com/bangumi/play/ss6264
鬼灭之刃 无限列车篇,全7话,独家,9.8,1,14967398,13072299,1100917,2053594,846378,165771951,日本,50626,1,39444,28235136,https://www.bilibili.com/bangumi/play/ss39444
青春猪头少年不会梦到兔女郎学姐,全13话,会员专享,9.8,1,8101440,7775426,2331602,1389758,4199321,216294724,日本,159311,1,25733,134932,https://www.bilibili.com/bangumi/play/ss25733
全职猎人,全92话,,9.8,1,1196484,1196484,75102,101178,1006827,63793199,日本,13813,1,877,877,https://www.bilibili.com/bangumi/play/ss877
冰菓,全22话,独家,9.8,1,7544006,7544004,781012,816099,6901661,146798649,日本,76249,1,3398,3398,https://www.bilibili.com/bangumi/play/ss3398
呆萌酷男孩,更新至第5话,会员专享,9.8,0,187107,187110,7223,29533,4033,1295583,日本,678,1,43156,28339724,https://www.bilibili.com/bangumi/play/ss43156
小马宝莉 第五季 (中配）,全26话,,9.8,1,940905,141589,22377,115534,197698,35113325,美国,1284,1,27733,28220851,https://www.bilibili.com/bangumi/play/ss27733
四月是你的谎言,全22话,会员专享,9.8,1,5871380,5725239,1353048,973666,4855281,176456294,日本,75766,1,1699,1699,https://www.bilibili.com/bangumi/play/ss1699
蜡笔小新 第五季（中文）,全156话,会员专享,9.8,1,2258826,335353,50183,105242,589351,54502278,日本,2988,1,6268,6268,https://www.bilibili.com/bangumi/play/ss6268
我的青春恋爱物语果然有问题。续,全13话,,9.8,1,6880368,3467000,1022512,665457,3615545,154925061,日本,52759,1,1540,1540,https://www.bilibili.com/bangumi/play/ss1540
天降之物Final 我永远的鸟笼,全1话,,9.8,1,1318111,593318,55021,42872,65627,6341349,日本,7703,1,973,973,https://www.bilibili.com/bangumi/play/ss973?theme=movie
会长是女仆大人！,全26话,,9.8,1,2762730,2762727,334161,375877,2124747,82364558,日本,28736,1,969,969,https://www.bilibili.com/bangumi/play/ss969
Angel Beats!,全13话,,9.8,1,2622843,2619607,243585,254195,877886,26703631,日本,35294,1,959,959,https://www.bilibili.com/bangumi/play/ss959
恶魔奶爸,全60话,会员专享,9.8,1,984550,984550,72930,189894,131664,27709643,日本,8416,1,952,952,https://www.bilibili.com/bangumi/play/ss952
白兔糖 特典,全4话,,9.8,1,619493,88342,7785,8228,10589,986247,日本,1424,1,894,894,https://www.bilibili.com/bangumi/play/ss894
白兔糖,全11话,,9.8,1,619493,607220,46929,42039,212204,6845291,日本,7634,1,893,893,https://www.bilibili.com/bangumi/play/ss893
好想告诉你 第一季,全25话,,9.8,1,1151245,1082361,52110,43613,864849,20857324,日本,6701,1,857,857,https://www.bilibili.com/bangumi/play/ss857
笨蛋，测验，召唤兽2,全13话,,9.8,1,1924119,826542,103504,57829,292795,19341874,日本,11949,1,843,843,https://www.bilibili.com/bangumi/play/ss843
一起一起这里那里,全13话,,9.8,1,1519132,1519133,108182,139697,379427,19007056,日本,12942,1,782,782,https://www.bilibili.com/bangumi/play/ss782
黑执事,全24话,会员专享,9.8,1,2203302,2028127,110918,189634,2347774,39557620,日本,14461,1,75,67712,https://www.bilibili.com/bangumi/play/ss75
食梦者。3,全25话,独家,9.8,1,542748,131518,19633,13997,247373,3859255,日本,4607,1,729,729,https://www.bilibili.com/bangumi/play/ss729
食梦者,全25话,独家,9.8,1,542748,505295,26385,25711,376457,7585995,日本,5541,1,727,727,https://www.bilibili.com/bangumi/play/ss727
啾咪BABY 日语版,全13话,,9.8,1,725272,714788,32166,71901,141931,5743465,日本,6836,1,709,709,https://www.bilibili.com/bangumi/play/ss709
人类衰退之后,全12话,,9.8,1,589770,583789,21559,43551,62210,5080123,日本,5605,1,703,703,https://www.bilibili.com/bangumi/play/ss703
春宵苦短，少女前进吧,全1话,独家,9.8,1,538072,538072,36488,24233,53420,3575444,日本,11345,1,6518,7752,https://www.bilibili.com/bangumi/play/ss6518?theme=movie
IDOLiSH7-偶像星愿-,全17话,,9.8,1,759826,603953,57195,84498,261243,15939904,日本,7502,1,6485,6692,https://www.bilibili.com/bangumi/play/ss6485
少女终末旅行,全12话,独家,9.8,1,2453555,2453555,384514,201162,1013493,38267914,日本,72438,1,6463,6463,https://www.bilibili.com/bangumi/play/ss6463
幻界战线 & BEYOND,全12话,会员专享,9.8,1,3413608,1882670,153095,106523,415909,43086049,日本,33673,1,6439,6439,https://www.bilibili.com/bangumi/play/ss6439
此花亭奇谭,全12话,,9.8,1,2441082,2389310,258613,167377,790089,37094996,日本,33726,1,6425,6425,https://www.bilibili.com/bangumi/play/ss6425
GJ部,全12话,,9.8,1,1025240,1004867,81151,79338,600654,14135518,日本,8861,1,637,637,https://www.bilibili.com/bangumi/play/ss637
终物语 下,全7话,独家,9.8,1,1364602,678129,37273,18172,105613,5947229,日本,7519,1,6345,6345,https://www.bilibili.com/bangumi/play/ss6345
学生会的一己之见 Lv.2,全10话,,9.8,1,974331,394727,50980,47028,148207,5847532,日本,5296,1,632,20508163,https://www.bilibili.com/bangumi/play/ss632
学生会的一己之见,全12话,,9.8,1,974331,905896,60719,73095,218332,10169274,日本,8426,1,631,631,https://www.bilibili.com/bangumi/play/ss631
拽妹黛薇儿 第五季,全13话,,9.8,1,155783,21411,3583,2109,9918,706501,美国,254,1,6298,6298,https://www.bilibili.com/bangumi/play/ss6298
蜡笔小新 第四季（中文）,全156话,会员专享,9.8,1,2258826,327893,33140,94711,407138,55916556,日本,2785,1,6266,6266,https://www.bilibili.com/bangumi/play/ss6266
南家三姐妹 我回来了,全13话,,9.8,1,760162,277051,22449,19310,260895,6239042,日本,3155,1,623,623,https://www.bilibili.com/bangumi/play/ss623
变形金刚 领袖之证 第三季（中文版）,全16话,,9.8,1,212198,70438,11306,52233,192790,8553658,美国,1214,1,6181,6181,https://www.bilibili.com/bangumi/play/ss6181
变形金刚 领袖之证 第二季（中文版）,全25话,,9.8,1,212198,55335,10085,57563,154318,8889318,美国,849,1,6180,6180,https://www.bilibili.com/bangumi/play/ss6180
变形金刚 领袖之证 第一季（中文版）,全27话,,9.8,1,212198,112893,14920,69823,173014,11251452,美国,1432,1,6179,6179,https://www.bilibili.com/bangumi/play/ss6179
珈百璃的堕落 SP,全2话,,9.8,1,3455990,402331,47136,50151,116157,7687492,日本,5696,1,6042,6042,https://www.bilibili.com/bangumi/play/ss6042
月色真美,全12话,独家,9.8,1,3806164,3789783,1549386,563378,3436506,74278258,日本,55739,1,5989,5989,https://www.bilibili.com/bangumi/play/ss5989
重启咲良田,全24话,会员专享,9.8,1,783761,783761,65695,75748,210143,9826604,日本,19973,1,5983,28226651,https://www.bilibili.com/bangumi/play/ss5983
夏目友人帐 第六季,全13话,会员专享,9.8,1,6397634,2233675,307140,149938,1265861,52253148,日本,14370,1,5977,5977,https://www.bilibili.com/bangumi/play/ss5977
元气少女缘结神 新婚篇,全1话,,9.8,1,3128735,745983,89329,49197,144741,11669971,日本,3715,1,5882,5882,https://www.bilibili.com/bangumi/play/ss5882
ACCA13区监察课,全12话,,9.8,1,1385086,1359743,71414,76252,258573,16167760,日本,11698,1,5795,5795,https://www.bilibili.com/bangumi/play/ss5795
我的青春恋爱物语果然有问题 续 OVA,全1话,,9.8,1,6880368,768800,105477,55333,235096,13795811,日本,11658,1,5622,5622,https://www.bilibili.com/bangumi/play/ss5622
飞翔的魔女,全12话,会员专享,9.8,1,884802,853318,49819,65714,217845,10095452,日本,11529,1,5617,98632,https://www.bilibili.com/bangumi/play/ss5617
悠哉日常大王 Repeat OAD,全1话,,9.8,1,1833679,489311,18300,18611,24808,4765571,日本,2907,1,5567,5567,https://www.bilibili.com/bangumi/play/ss5567
夏目友人帐 第五季,全11话,会员专享,9.8,1,6397634,2669963,318600,117405,1548372,56716712,日本,9997,1,5550,5550,https://www.bilibili.com/bangumi/play/ss5550
3月的狮子,全22话,,9.8,1,1588162,1419891,142442,103369,389547,28307658,日本,12743,1,5523,5523,https://www.bilibili.com/bangumi/play/ss5523
降世神通：最后的气宗 第一季,全20话,,9.8,1,253259,243654,5593,1932,25695,1458101,美国,2188,1,5391,5391,https://www.bilibili.com/bangumi/play/ss5391
名侦探柯南 瞳孔中的暗杀者,全1话,会员专享,9.8,1,6018163,196277,28651,42966,132315,7583110,日本,5443,1,5365,28228944,https://www.bilibili.com/bangumi/play/ss5365?theme=movie
名侦探柯南 通往天国的倒计时,全1话,会员专享,9.8,1,6018163,192019,23719,39368,130492,7314724,日本,4218,1,5316,28228945,https://www.bilibili.com/bangumi/play/ss5316?theme=movie
月刊少女野崎君,全12话,独家,9.8,1,4030394,4030394,332899,496002,1357528,54509667,日本,57819,1,53,53,https://www.bilibili.com/bangumi/play/ss53
千年女优,全1话,,9.8,1,280884,280884,34228,51451,64904,2237369,日本,6360,1,5297,5297,https://www.bilibili.com/bangumi/play/ss5297?theme=movie
名侦探柯南 贝克街的亡灵,全1话,会员专享,9.8,1,6018163,341221,64539,96147,197484,13519695,日本,13066,1,5234,28228946,https://www.bilibili.com/bangumi/play/ss5234?theme=movie
名侦探柯南 迷宫的十字路口,全1话,会员专享,9.8,1,6018163,214463,27278,45244,127926,8136558,日本,4511,1,5156,28228948,https://www.bilibili.com/bangumi/play/ss5156?theme=movie
温暖的印记,全10话,,9.8,1,688232,688232,50860,47037,49960,14368962,日本,7089,1,5125,5125,https://www.bilibili.com/bangumi/play/ss5125
星之梦～星之人～,全1话,独家,9.8,1,1316764,258696,42914,22858,76843,2391967,日本,6000,1,5051,5051,https://www.bilibili.com/bangumi/play/ss5051?theme=movie
这个美术社大有问题！,全12话,,9.8,1,2492308,2492308,365842,403063,1451796,56735790,日本,27255,1,5043,5043,https://www.bilibili.com/bangumi/play/ss5043
第一神拳,全76话,,9.8,1,160610,127950,15205,20056,108339,12908996,日本,1786,1,500,500,https://www.bilibili.com/bangumi/play/ss500
地狱少女 二笼,全26话,会员专享,9.8,1,2346362,396895,24397,36545,489426,8550699,日本,3839,1,4880,28220983,https://www.bilibili.com/bangumi/play/ss4880
草莓棉花糖 OVA 第1期,全3话,,9.8,1,423504,49775,8350,8764,15172,1218831,日本,677,1,4828,89132,https://www.bilibili.com/bangumi/play/ss4828
草莓棉花糖 encore,全2话,,9.8,1,423504,59625,8350,8764,15172,1218831,日本,778,1,4737,4737,https://www.bilibili.com/bangumi/play/ss4737
最终幻想VII：降临之子,全1话,,9.8,1,284356,278763,28295,26167,48168,3082153,日本,5187,1,4720,4720,https://www.bilibili.com/bangumi/play/ss4720
犬夜叉完结篇,全26话,,9.8,1,3643856,763557,95775,148910,1228018,51973009,日本,14748,1,4687,28223352,https://www.bilibili.com/bangumi/play/ss4687
堀桑与宫村君,全3话,,9.8,1,352535,352535,18102,51908,21141,5768853,日本,3172,1,4333,4333,https://www.bilibili.com/bangumi/play/ss4333
魔法少女小圆 剧场版 [后篇] 永远的物语,全1话,独家,9.8,1,3066808,1036169,16129,22786,31179,2061690,日本,4179,1,4317,28220104,https://www.bilibili.com/bangumi/play/ss4317?theme=movie
魔法少女小圆 剧场版 [前篇] 起始的物语,全1话,独家,9.8,1,3066808,1115259,19013,28757,43357,2494864,日本,4430,1,4316,28220103,https://www.bilibili.com/bangumi/play/ss4316?theme=movie
新猫和老鼠 第四季,全26话,会员专享,9.8,1,3191966,243196,9977,35780,9009,9509268,美国,931,1,42921,28339473,https://www.bilibili.com/bangumi/play/ss42921
犬夜叉剧场版 镜中的梦幻城,全1话,会员专享,9.8,1,3643856,16448,3536,9951,3564,417258,日本,433,1,42653,28339206,https://www.bilibili.com/bangumi/play/ss42653
犬夜叉剧场版 穿越时空的思念,全1话,会员专享,9.8,1,3643856,3495208,8911,24996,7732,1025965,日本,919,1,42652,28339205,https://www.bilibili.com/bangumi/play/ss42652
玉子市场,全12话,,9.8,1,3924332,3011917,316868,352153,1986433,47738496,日本,34985,1,4262,116772,https://www.bilibili.com/bangumi/play/ss4262
关于养猫我一直是新手,更新至第14话,独家,9.8,0,62064,62065,4309,54791,1227,2035587,日本,742,1,42406,28338863,https://www.bilibili.com/bangumi/play/ss42406
史努比太空历险记 第一季,全12话,会员专享,9.8,1,18087,16258,1492,4624,691,800508,加拿大,348,1,42309,28338757,https://www.bilibili.com/bangumi/play/ss42309
哆啦A梦 第四季,全99话,会员专享,9.8,1,1926848,1374462,3215,19303,5574,1577178,日本,927,1,42289,28338738,https://www.bilibili.com/bangumi/play/ss42289
Ｄｒ．ＳＴＯＮＥ 石纪元 特别篇：龙水,全2话,会员专享,9.8,1,4215248,4163161,13359,38840,12381,2007634,日本,2285,1,42093,28338468,https://www.bilibili.com/bangumi/play/ss42093
