title,episodes,mark,score,is_finish,series_follow,follows,coins,likes,danmus,views,area,count,season_type,season_id,media_id,link
强袭魔女 剧场版,全1话,,9.5,1,428335,66376,1965,1961,7983,795695,日本,530,1,3843,3843,https://www.bilibili.com/bangumi/play/ss3843?theme=movie
在盛夏等待 特别篇,全1话,,9.5,1,814877,85686,4540,5183,7439,673546,日本,716,1,3837,3837,https://www.bilibili.com/bangumi/play/ss3837
交响情人梦 OAD,全2话,,9.5,1,235083,17334,979,602,14946,487412,日本,196,1,3835,3835,https://www.bilibili.com/bangumi/play/ss3835
向阳素描×SP,全2话,,9.5,1,135335,9683,584,1238,1119,45560,日本,141,1,3825,3825,https://www.bilibili.com/bangumi/play/ss3825
伊甸星原 EDENS ZERO,全25话,会员专享,9.5,1,1360793,1360793,161316,526748,192830,32202388,日本,8969,1,38230,28233912,https://www.bilibili.com/bangumi/play/ss38230
打了300年的史莱姆，不知不觉就练到了满级,全12话,会员专享,9.5,1,2913731,2913731,519609,1483790,714273,89642475,日本,31253,1,38229,28233911,https://www.bilibili.com/bangumi/play/ss38229
向阳素描×365 特别篇,全2话,,9.5,1,135335,9832,978,586,13118,220311,日本,150,1,3822,3822,https://www.bilibili.com/bangumi/play/ss3822
向阳素描×☆☆☆ 特别篇,全2话,,9.5,1,135335,9123,892,538,12248,187785,日本,140,1,3821,3821,https://www.bilibili.com/bangumi/play/ss3821
猫猫日本史,全32话,限时免费,9.5,1,24436,24261,793,9457,804,327471,日本,124,1,38204,28233886,https://www.bilibili.com/bangumi/play/ss38204
向阳素描 特别篇,全2话,,9.5,1,135335,12194,1297,1068,13966,313914,日本,167,1,3820,3820,https://www.bilibili.com/bangumi/play/ss3820
教教我吧 北斋！,全10话,独家,9.5,1,137533,137533,1357,9019,1432,418633,日本,366,1,38180,28233862,https://www.bilibili.com/bangumi/play/ss38180
图书馆战争 革命之翼,全1话,,9.5,1,143881,37638,672,2341,1524,205290,日本,291,1,3805,3805,https://www.bilibili.com/bangumi/play/ss3805?theme=movie
滑头鬼之孙 ～奴良组事始～,全1话,,9.5,1,1460214,148984,3857,6111,11915,1935958,日本,639,1,3798,3798,https://www.bilibili.com/bangumi/play/ss3798
女神异闻录3 剧场版 #3 Falling Down,全1话,会员专享,9.5,1,269011,71117,7050,6470,39131,3034969,日本,338,1,3758,3758,https://www.bilibili.com/bangumi/play/ss3758?theme=movie
女神异闻录3 电影版 第二章：仲夏骑士之梦,全1话,会员专享,9.5,1,269011,75238,7050,6470,39131,3034969,日本,361,1,3757,3757,https://www.bilibili.com/bangumi/play/ss3757?theme=movie
初音岛II S.S.,全13话,独家,9.5,1,529728,120553,2604,4386,19008,1068689,日本,459,1,3745,3745,https://www.bilibili.com/bangumi/play/ss3745
小不点社长,全15话,独家,9.5,1,250524,250524,9229,36104,4319,2320595,日本,2411,1,36389,28232033,https://www.bilibili.com/bangumi/play/ss36389
天地创造设计部,全13话,会员专享,9.5,1,1099746,1099746,108463,448596,183401,21621050,日本,23015,1,36202,28231844,https://www.bilibili.com/bangumi/play/ss36202
奇诺之旅 活着的目标 -life goes on.-,全1话,,9.5,1,858248,51473,17521,22978,82207,6110246,日本,451,1,3583,3583,https://www.bilibili.com/bangumi/play/ss3583?theme=movie
奇诺之旅 疾病之国 -For You-,全1话,,9.5,1,858248,63419,17521,22978,82207,6110246,日本,465,1,3582,3582,https://www.bilibili.com/bangumi/play/ss3582?theme=movie
全金属狂潮 TSR OVA 战队长悠闲的一天,全1话,,9.5,1,809749,48721,1050,162,35588,1242746,日本,436,1,3572,3572,https://www.bilibili.com/bangumi/play/ss3572
Macross Plus OVA,全4话,,9.5,1,35331,28013,885,1047,5635,350193,日本,256,1,3561,3561,https://www.bilibili.com/bangumi/play/ss3561
幻想嘉年华 EX Season,全1话,,9.5,1,1412325,268327,10082,17737,41940,5279931,日本,1418,1,3552,3552,https://www.bilibili.com/bangumi/play/ss3552
FORTUNE ARTERIAL -赤之约束- OAD,全1话,,9.5,1,422446,54025,7462,7301,81591,2319378,日本,394,1,3525,3525,https://www.bilibili.com/bangumi/play/ss3525
未来的未来,2020-11-06上映,独家,9.5,1,0,652967,61270,167319,60019,13758433,日本,7890,2,35118,28230640,https://www.bilibili.com/bangumi/play/ss35118?theme=movie
我们大家的河合庄 SP,全13话,,9.5,1,638387,69356,1624,1949,1275,1395846,日本,403,1,3505,3505,https://www.bilibili.com/bangumi/play/ss3505
问题儿童都来自异世界？ OVA 温泉漫游记,全1话,,9.5,1,1822004,238398,12392,6293,70919,3972704,日本,1576,1,3490,3490,https://www.bilibili.com/bangumi/play/ss3490
小碧蓝幻想！,全12话,会员专享,9.5,1,113306,113306,8975,58419,5347,3177268,日本,890,1,34714,28230233,https://www.bilibili.com/bangumi/play/ss34714
无敌看板娘,全12话,,9.5,1,67757,67755,1417,5097,4788,520751,日本,218,1,3406,3406,https://www.bilibili.com/bangumi/play/ss3406
萌菌物语,全11话,,9.5,1,155758,143226,3152,2653,35985,1455487,日本,549,1,3405,3405,https://www.bilibili.com/bangumi/play/ss3405
境界的彼方,全12话,会员专享,9.5,1,4379453,4141600,270920,234386,2738972,51996204,日本,26238,1,3365,3365,https://www.bilibili.com/bangumi/play/ss3365
怪盗基德1412（中配）,全24话,,9.5,1,1047137,119029,13682,53167,40034,9001734,日本,741,1,33394,28228791,https://www.bilibili.com/bangumi/play/ss33394
ARGONAVIS from BanG Dream! 梦想协奏曲,全13话,会员专享,9.5,1,110347,110347,7136,34977,21557,2049288,日本,1150,1,33032,28228420,https://www.bilibili.com/bangumi/play/ss33032
公主连结Re:Dive,全13话,独家,9.5,1,3539354,3180706,570994,519817,1818785,94066556,日本,53749,1,32963,28228339,https://www.bilibili.com/bangumi/play/ss32963
攻壳机动队 SAC_2045,全12话,独家,9.5,1,1115996,741448,22039,59151,52260,6239353,日本,5006,1,32907,28228268,https://www.bilibili.com/bangumi/play/ss32907
舞力四射,全50话,,9.5,1,9121,9121,8185,4075,6823,299153,日本,111,1,3241,3241,https://www.bilibili.com/bangumi/play/ss3241
依巴拉度~时间篇,全1话,,9.5,1,70197,70197,2399,2067,3609,386165,日本,258,1,3156,3156,https://www.bilibili.com/bangumi/play/ss3156
Re：从零开始的异世界生活 冰结之绊,全1话,会员专享,9.5,1,9594561,4930309,88112,75384,120827,14674162,日本,13206,1,31151,28226009,https://www.bilibili.com/bangumi/play/ss31151
银河铁道之夜 2006,全1话,,9.5,1,78350,41844,2078,2071,2384,295555,日本,303,1,3053,3053,https://www.bilibili.com/bangumi/play/ss3053?theme=movie
银河铁道之夜,全1话,,9.5,1,78350,51197,1919,2488,5496,328435,日本,331,1,3041,3041,https://www.bilibili.com/bangumi/play/ss3041?theme=movie
英国恋物语艾玛 第二幕,全12话,,9.5,1,68396,17285,1850,2024,33460,1059817,日本,163,1,2999,2999,https://www.bilibili.com/bangumi/play/ss2999
白色相簿 下半篇章,全13话,会员专享,9.5,1,786541,176074,7216,11105,46987,2071228,日本,1753,1,2987,28220987,https://www.bilibili.com/bangumi/play/ss2987
格林童话剧场【中文】,全47话,,9.5,1,69680,69680,3209,8413,33619,3081074,日本,304,1,2981,2981,https://www.bilibili.com/bangumi/play/ss2981
天体的秩序,全13话,,9.5,1,765968,760020,56680,72372,441222,11638266,日本,4398,1,296,296,https://www.bilibili.com/bangumi/play/ss296
魔女的考验【中文】,全51话,,9.5,1,112274,55639,1468,2680,38007,2468459,日本,226,1,2952,2952,https://www.bilibili.com/bangumi/play/ss2952
魔法纪录 魔法少女小圆外传,全13话,独家,9.5,1,3066819,1682766,109822,182286,292172,23147983,日本,14561,1,29076,28223817,https://www.bilibili.com/bangumi/play/ss29076
记录的地平线 第二季,全25话,,9.5,1,2025710,640590,111794,139748,659765,45829223,日本,8499,1,290,290,https://www.bilibili.com/bangumi/play/ss290
入间同学入魔了,全23话,会员专享,9.5,1,3859352,2876860,453531,640869,1238410,142464336,日本,47881,1,28638,28222749,https://www.bilibili.com/bangumi/play/ss28638
邻座的怪同学 OAD,全1话,,9.5,1,2162980,207829,14010,11966,22730,2321957,日本,1353,1,2857,2857,https://www.bilibili.com/bangumi/play/ss2857
爱书的下克上：为了成为图书管理员不择手段！,全15话,会员专享,9.5,1,613599,509165,56156,52431,173213,11471286,日本,11251,1,28546,28222624,https://www.bilibili.com/bangumi/play/ss28546
影鳄,全13话,独家,9.5,1,309535,189868,7021,14395,88778,6150337,日本,727,1,2848,2848,https://www.bilibili.com/bangumi/play/ss2848
电影版 境界的彼方未来篇,全1话,独家,9.5,1,4379453,950002,113380,51437,380669,8946391,日本,8994,1,2844,2844,https://www.bilibili.com/bangumi/play/ss2844?theme=movie
Fate/stay night [Unlimited Blade Works] 特典,全1话,,9.5,1,6110276,1127347,41036,33865,125683,13797143,日本,4914,1,2843,2843,https://www.bilibili.com/bangumi/play/ss2843
命运-冠位指定 绝对魔兽战线 巴比伦尼亚,全22话,独家,9.5,1,5616341,4898049,1003666,766269,1729257,166310726,日本,143425,1,28320,28222061,https://www.bilibili.com/bangumi/play/ss28320
家有穆珂,全25话,独家,9.5,1,97465,97465,8412,2680,108551,3278014,日本,357,1,2794,2794,https://www.bilibili.com/bangumi/play/ss2794
K MISSING KINGS,全2话,独家,9.5,1,3472166,557071,23636,22703,208878,9749638,日本,2315,1,2793,2793,https://www.bilibili.com/bangumi/play/ss2793?theme=movie
樱子小姐的脚下埋着秘密,全12话,,9.5,1,1770944,1770944,65026,63579,637388,29019246,日本,6952,1,2742,2742,https://www.bilibili.com/bangumi/play/ss2742
野良神,全12话,独家,9.5,1,4711636,3505275,277831,222451,2795573,63877004,日本,20561,1,2731,2731,https://www.bilibili.com/bangumi/play/ss2731
机动战士高达 铁血的奥尔芬斯 第一季,全25话,,9.5,1,733503,655928,59452,99850,547195,25643047,日本,8443,1,2723,4310042,https://www.bilibili.com/bangumi/play/ss2723
骇客娃娃,全13话,,9.5,1,288472,288472,10880,26381,86352,5335274,日本,1191,1,2721,2721,https://www.bilibili.com/bangumi/play/ss2721
黑塔利亚 World Series 第3期,全24话,,9.5,1,1227994,286175,29556,119790,942887,20732789,日本,1971,1,2711,2711,https://www.bilibili.com/bangumi/play/ss2711
RobiHachi,全12话,独家,9.5,1,429340,429340,22476,40046,63441,6392238,日本,3632,1,26917,24554900,https://www.bilibili.com/bangumi/play/ss26917
穿越时空的少女,全1话,独家,9.5,1,748026,748026,57295,59539,72986,4579973,日本,7928,1,2687,2687,https://www.bilibili.com/bangumi/play/ss2687?theme=movie
植木的法则,全51话,会员专享,9.5,1,85302,85302,2248,11060,4094,1104758,日本,504,1,2659,2659,https://www.bilibili.com/bangumi/play/ss2659
无头骑士异闻录×2 转,全12话,,9.5,1,2078772,626792,34921,25048,542393,14923859,日本,2710,1,2595,2595,https://www.bilibili.com/bangumi/play/ss2595
宇宙战舰提拉米斯II,全17话,独家,9.5,1,471844,135026,15057,19786,20701,3812959,日本,1267,1,25806,140332,https://www.bilibili.com/bangumi/play/ss25806
逆转裁判 第二季,全23话,会员专享,9.5,1,1134335,307748,34899,61183,134819,9462985,日本,3536,1,25740,139332,https://www.bilibili.com/bangumi/play/ss25740
魔法少女☆伊莉雅 2WEI!,全10话,,9.5,1,2271092,1157445,38896,52803,413868,17002068,日本,3920,1,2574,80092,https://www.bilibili.com/bangumi/play/ss2574
Charlotte,全13话,,9.5,1,5347595,5283931,903850,870131,2537277,170649489,日本,65831,1,2572,2572,https://www.bilibili.com/bangumi/play/ss2572
弦音 -风舞高中弓道部-,全14话,独家,9.5,1,1045312,1045312,98613,134665,299374,17541887,日本,11931,1,25696,139292,https://www.bilibili.com/bangumi/play/ss25696
幸腹涂鸦,全12话,,9.5,1,307318,307318,11883,18949,133417,5903901,日本,1425,1,2569,2569,https://www.bilibili.com/bangumi/play/ss2569
彩虹小马 魔法公主特别篇,全3话,,9.5,1,940914,87653,4974,26371,31439,6630350,美国,482,1,25653,133392,https://www.bilibili.com/bangumi/play/ss25653
ANIMAYELL!,全12话,会员专享,9.5,1,454658,454658,33496,45527,70856,4949292,日本,3537,1,25624,139392,https://www.bilibili.com/bangumi/play/ss25624
哆啦A梦 大雄与日本诞生,全1话,,9.5,1,1926853,57921,3120,7551,25088,2348779,日本,371,1,2557,2557,https://www.bilibili.com/bangumi/play/ss2557?theme=movie
哆啦A梦 大雄与龙骑士,全1话,,9.5,1,1926853,43528,2032,4176,16932,1027186,日本,308,1,2555,2555,https://www.bilibili.com/bangumi/play/ss2555?theme=movie
哆啦A梦 大雄的恐龙,全1话,,9.5,1,1926853,66189,3926,7639,20563,2273473,日本,546,1,2549,2549,https://www.bilibili.com/bangumi/play/ss2549?theme=movie
命运之夜  06版,全24话,,9.5,1,6110276,1516463,142689,175087,1534650,34762226,日本,14749,1,25210,120732,https://www.bilibili.com/bangumi/play/ss25210
剧场版 Free!-Timeless Medley,全1话,独家,9.5,1,2066927,140649,9744,15512,48061,1524076,日本,1191,1,25101,118152,https://www.bilibili.com/bangumi/play/ss25101?theme=movie
邪神与厨二病少女,全13话,独家,9.5,1,2261598,1922773,174787,220425,540953,50190039,日本,21366,1,24630,102112,https://www.bilibili.com/bangumi/play/ss24630
Angels of Death,全16话,会员专享,9.5,1,5198744,5198744,731704,609983,3383592,124392959,日本,64077,1,24625,102792,https://www.bilibili.com/bangumi/play/ss24625
Free!-Dive to the Future-,全12话,独家,9.5,1,2066927,1086308,65622,120761,433079,18091604,日本,6490,1,24570,102232,https://www.bilibili.com/bangumi/play/ss24570
橙路,全48话,,9.5,1,55657,45310,2425,3008,36743,1275527,日本,448,1,2418,2418,https://www.bilibili.com/bangumi/play/ss2418
超能力魔美,全119话,,9.5,1,7688,7153,429,558,13435,383519,日本,104,1,2412,2412,https://www.bilibili.com/bangumi/play/ss2412
索尼克音爆,全52话,,9.5,1,16474,16474,3191,12999,24632,11821666,美国,192,1,24112,87232,https://www.bilibili.com/bangumi/play/ss24112
琴之森,全12话,独家,9.5,1,326443,215282,11164,13440,30582,4073256,日本,1482,1,23851,78372,https://www.bilibili.com/bangumi/play/ss23851
棒球大联盟 2,全25话,,9.5,1,76250,62517,7323,20369,29389,3671715,日本,740,1,23821,77612,https://www.bilibili.com/bangumi/play/ss23821
魔法骑士,全49话,,9.5,1,106511,104616,3302,8598,44477,2226141,日本,385,1,2325,2325,https://www.bilibili.com/bangumi/play/ss2325
新机动战记高达W TV版,全49话,,9.5,1,230692,174646,9652,24814,128199,6655934,日本,1402,1,2317,131612,https://www.bilibili.com/bangumi/play/ss2317
近所物语,全50话,,9.5,1,57650,57650,1103,1455,22089,908624,日本,190,1,2315,2315,https://www.bilibili.com/bangumi/play/ss2315
十二生肖守护神,全39话,,9.5,1,36743,36743,1479,2591,26620,1268241,日本,257,1,2311,2311,https://www.bilibili.com/bangumi/play/ss2311
OVERLORD Ⅱ SP,全13话,,9.5,1,10083796,353569,33809,66566,26604,32732138,日本,4369,1,23043,46932,https://www.bilibili.com/bangumi/play/ss23043
大运动会,全26话,,9.5,1,138257,13015,447,945,5945,346384,日本,145,1,2285,2285,https://www.bilibili.com/bangumi/play/ss2285
四驱兄弟WGP（中文）,全51话,,9.5,1,192912,73259,6292,15561,154692,9847295,日本,841,1,2272,2272,https://www.bilibili.com/bangumi/play/ss2272
魔卡少女樱 香港之旅,全1话,,9.5,1,4279198,297673,13030,24474,65775,3758533,日本,2211,1,2270,2270,https://www.bilibili.com/bangumi/play/ss2270?theme=movie
未来卡 搭档对战,全64话,,9.5,1,36172,24207,2318,5393,38477,2966108,日本,148,1,222,222,https://www.bilibili.com/bangumi/play/ss222
打工小哥,全13话,独家,9.5,1,134810,107675,4341,10494,8806,1785828,日本,1001,1,21749,12472,https://www.bilibili.com/bangumi/play/ss21749
银河冒险战记 the second stage,全13话,,9.5,1,32896,10453,854,1204,9830,761579,日本,119,1,2162,2162,https://www.bilibili.com/bangumi/play/ss2162
如果有○○就好了。,全8话,,9.5,1,2849104,167711,6872,3173,3994,6562631,日本,1441,1,21478,10892,https://www.bilibili.com/bangumi/play/ss21478
剧场版 笑傲昙天(外传) 「前篇」,全1话,独家,9.5,1,339737,74671,2411,1811,5945,818866,日本,477,1,21326,8712,https://www.bilibili.com/bangumi/play/ss21326?theme=movie
热带雨林的爆笑生活,全26话,,9.5,1,169446,153742,6122,5197,88309,3249723,日本,1363,1,2091,2091,https://www.bilibili.com/bangumi/play/ss2091
灰羽联盟,全13话,,9.5,1,83074,83074,2030,1982,11307,548435,日本,507,1,2074,2074,https://www.bilibili.com/bangumi/play/ss2074
盗贼王Jing,全13话,,9.5,1,12820,12758,266,245,2897,160300,日本,110,1,2071,2071,https://www.bilibili.com/bangumi/play/ss2071
火球 幽默之章,全3话,,9.5,1,28997,10064,629,814,410,193593,日本,196,1,20603,8332,https://www.bilibili.com/bangumi/play/ss20603
全金属狂潮,全24话,,9.5,1,809749,326955,10242,24534,81731,5588734,日本,1783,1,2015,22959248,https://www.bilibili.com/bangumi/play/ss2015
最终流放,全26话,,9.5,1,149404,120754,2798,5536,27297,858133,日本,852,1,2014,2014,https://www.bilibili.com/bangumi/play/ss2014
瓶诘妖精,全13话,,9.5,1,51342,51342,1039,3552,3407,1586498,日本,256,1,2008,2008,https://www.bilibili.com/bangumi/play/ss2008
铳墓,全26话,,9.5,1,135542,135542,3547,4111,26044,1660960,日本,785,1,1994,1994,https://www.bilibili.com/bangumi/play/ss1994
宇宙星路,全26话,,9.5,1,10689,10689,433,368,4272,228873,日本,128,1,1985,1985,https://www.bilibili.com/bangumi/play/ss1985
拜托了！双子星,全13话,会员专享,9.5,1,72706,72706,2782,4894,21950,841203,日本,466,1,1971,1971,https://www.bilibili.com/bangumi/play/ss1971
十兵卫 心形眼罩的秘密,全13话,,9.5,1,41337,22448,438,753,6016,236573,日本,117,1,1946,1946,https://www.bilibili.com/bangumi/play/ss1946
遥远时空中 舞一夜,全1话,,9.5,1,102481,22092,609,912,2733,234315,日本,124,1,1884,1884,https://www.bilibili.com/bangumi/play/ss1884?theme=movie
枪心剑刃,全26话,,9.5,1,223121,223121,6945,21133,38969,3395495,日本,1013,1,1862,1862,https://www.bilibili.com/bangumi/play/ss1862
神是中学生,全16话,,9.5,1,60722,60722,2350,3251,22006,648326,日本,557,1,1858,1858,https://www.bilibili.com/bangumi/play/ss1858
机兽起源,全50话,,9.5,1,22222,22222,303,161,9267,466673,日本,198,1,1837,1837,https://www.bilibili.com/bangumi/play/ss1837
变形金刚 银河之力,全52话,,9.5,1,15203,15203,379,1179,9577,650928,日本,110,1,1830,1830,https://www.bilibili.com/bangumi/play/ss1830
太空堡垒 第一季,全36话,,9.5,1,50979,46890,6252,5192,23528,1443100,美国,156,1,1805,1805,https://www.bilibili.com/bangumi/play/ss1805
纸箱战机 第一部,全44话,,9.5,1,26703,21827,826,2803,8697,927865,日本,183,1,1695,1695,https://www.bilibili.com/bangumi/play/ss1695
BLACK★ROCK SHOOTER OVA,全1话,,9.5,1,1200345,212594,9001,9847,74792,1987981,日本,1314,1,1666,1666,https://www.bilibili.com/bangumi/play/ss1666
网球优等生 第二期,全25话,会员专享,9.5,1,47709,19917,2500,3255,19417,1127728,日本,511,1,1652,1652,https://www.bilibili.com/bangumi/play/ss1652
EVA 新世纪福音战士剧场版：死与新生,全1话,,9.5,1,3360143,468028,32411,56714,34979,9919017,日本,3704,1,1637,10312,https://www.bilibili.com/bangumi/play/ss1637?theme=movie
灼眼的夏娜 OVA 恋爱与温泉的校外学习！,全1话,,9.5,1,1519280,166134,4122,4246,35086,1190349,日本,602,1,1607,1607,https://www.bilibili.com/bangumi/play/ss1607
灼眼的夏娜III -Final-,全24话,,9.5,1,1519280,405904,36536,26909,823051,9136927,日本,4052,1,1603,1603,https://www.bilibili.com/bangumi/play/ss1603
来自新世界,全25话,,9.5,1,1208430,1208430,62114,84981,780866,16794557,日本,14219,1,1598,1598,https://www.bilibili.com/bangumi/play/ss1598
Fate/stay night [Unlimited Blade Works] 第二季,全13话,独家,9.5,1,6110277,3074052,426941,371751,2783101,159582833,日本,23626,1,1587,1587,https://www.bilibili.com/bangumi/play/ss1587
Fate/stay night [Unlimited Blade Works] 第一季,全13话,独家,9.5,1,6110277,4645825,468282,465199,5496089,190827153,日本,25604,1,1586,1586,https://www.bilibili.com/bangumi/play/ss1586
攻壳机动队 S.A.C. SSS 3D,全1话,,9.5,1,1115997,102342,1927,1925,7885,967119,日本,440,1,1566,1566,https://www.bilibili.com/bangumi/play/ss1566?theme=movie
食戟之灵,全24话,会员专享,9.5,1,3746575,2590087,402588,159089,3974565,179248070,日本,10473,1,1559,1559,https://www.bilibili.com/bangumi/play/ss1559
无头骑士异闻录×2 承,全12话,,9.5,1,2078772,600431,37809,30602,692248,20556043,日本,3023,1,1505,1505,https://www.bilibili.com/bangumi/play/ss1505
翼年代记 第二季,全26话,限时免费,9.5,1,784072,217666,7320,24058,29281,3126873,日本,965,1,1464,1464,https://www.bilibili.com/bangumi/play/ss1464
我的女神 小不隆咚便利多多,全48话,,9.5,1,350234,17163,786,794,3422,296519,日本,150,1,1450,1450,https://www.bilibili.com/bangumi/play/ss1450
贫穷姐妹物语,全10话,,9.5,1,118693,118693,4676,5235,12389,697952,日本,971,1,1434,1434,https://www.bilibili.com/bangumi/play/ss1434
后天的方向,全12话,,9.5,1,27467,27467,762,1891,4794,137487,日本,282,1,1414,1414,https://www.bilibili.com/bangumi/play/ss1414
魔界战记 迪斯凯亚,全12话,,9.5,1,27768,27767,732,717,6344,357649,日本,183,1,1390,1390,https://www.bilibili.com/bangumi/play/ss1390
我们的存在,全26话,,9.5,1,183690,183690,3981,7296,59050,1506114,日本,830,1,1383,1383,https://www.bilibili.com/bangumi/play/ss1383
物怪,全26话,,9.5,1,36591,36591,725,871,6416,317757,日本,177,1,1349,1349,https://www.bilibili.com/bangumi/play/ss1349
魔人侦探食脑奈罗,全25话,,9.5,1,71756,71756,1579,236,30350,1066295,日本,662,1,1331,1331,https://www.bilibili.com/bangumi/play/ss1331
彩云国物语 第二季,全39话,,9.5,1,311573,88248,3175,5953,57565,2552342,日本,524,1,1300,1300,https://www.bilibili.com/bangumi/play/ss1300
奔向地球,全24话,,9.5,1,16385,16385,521,314,12056,260315,日本,122,1,1272,1272,https://www.bilibili.com/bangumi/play/ss1272
Stories of Last Letter,全13话,,9.5,1,276951,276951,8779,13629,66467,2551159,日本,2127,1,1262,1262,https://www.bilibili.com/bangumi/play/ss1262
GA 艺术科美术设计班,全12话,,9.5,1,102511,100982,1377,3425,4036,334862,日本,319,1,1153,1153,https://www.bilibili.com/bangumi/play/ss1153
胡子小鸡,全39话,,9.5,1,36243,36243,1055,1414,10884,683986,日本,152,1,1122,1122,https://www.bilibili.com/bangumi/play/ss1122
迷你偶像,全64话,,9.5,1,39463,33135,2949,3667,15795,3990152,日本,339,1,106,106,https://www.bilibili.com/bangumi/play/ss106
超级机器人大战OG -DIVINE WARS- 第一季,全25话,,9.5,1,57891,48911,1479,6067,21531,1396220,日本,268,1,1001,1001,https://www.bilibili.com/bangumi/play/ss1001
德凯奥特曼（中配）,更新至第17话,会员抢先,9.4,0,1615783,53442,15928,85205,50667,20725666,日本,1055,1,42187,28338634,https://www.bilibili.com/bangumi/play/ss42187
关于我转生变成史莱姆这档事,全29话,会员专享,9.4,1,10128029,7475964,2020350,2023728,4976925,436952894,日本,119004,1,25739,139252,https://www.bilibili.com/bangumi/play/ss25739
刀剑神域：序列之争,2017-09-15上映,,9.4,1,7995668,1148554,278005,183549,955774,41922832,日本,17679,2,12364,15132,https://www.bilibili.com/bangumi/play/ss12364?theme=movie
野良神 ARAGOTO,全13话,独家,9.4,1,4711636,2647197,325603,218999,2262418,124635914,日本,19120,1,2732,2732,https://www.bilibili.com/bangumi/play/ss2732
OVERLORD Ⅲ,全13话,独家,9.4,1,10083796,5632632,1340103,1386587,4071541,421045987,日本,92824,1,24596,102252,https://www.bilibili.com/bangumi/play/ss24596
海月姬,全11话,会员专享,9.4,1,203822,203822,4499,21761,10077,1583800,日本,1135,1,995,995,https://www.bilibili.com/bangumi/play/ss995
传说中勇者的传说,全24话,,9.4,1,729624,729624,27629,20886,202786,13410590,日本,5067,1,984,984,https://www.bilibili.com/bangumi/play/ss984
大神与七位伙伴,全12话,独家,9.4,1,998135,998135,35831,99713,178291,9583072,日本,4962,1,981,981,https://www.bilibili.com/bangumi/play/ss981
真的有呀！灵媒先生,全22话,,9.4,1,34154,34154,586,401,4624,512180,日本,145,1,938,938,https://www.bilibili.com/bangumi/play/ss938
滑头鬼之孙,全26话,,9.4,1,1460214,1238032,61609,141379,495762,31346342,日本,7129,1,899,899,https://www.bilibili.com/bangumi/play/ss899
UN-GO episode: 0 因果论,全1话,,9.4,1,288485,45506,1299,1168,7753,423989,日本,293,1,871,871,https://www.bilibili.com/bangumi/play/ss871?theme=movie
便·当,全12话,,9.4,1,388084,388084,17480,23150,190578,7630819,日本,2884,1,864,864,https://www.bilibili.com/bangumi/play/ss864
翡翠森林狼与羊秘密的朋友,全26话,,9.4,1,14238,14092,1023,1235,20810,341760,日本,114,1,796,796,https://www.bilibili.com/bangumi/play/ss796
战国Collection,全26话,,9.4,1,46357,46357,2095,1925,26616,831135,日本,257,1,795,795,https://www.bilibili.com/bangumi/play/ss795
夏色奇迹,全12话,,9.4,1,123613,123613,4789,5732,69955,1314787,日本,774,1,787,787,https://www.bilibili.com/bangumi/play/ss787
薄樱鬼 雪华录,全6话,,9.4,1,462623,72549,1321,1769,24663,1043651,日本,223,1,764,764,https://www.bilibili.com/bangumi/play/ss764
夏雪密会,全11话,会员专享,9.4,1,133111,133111,1722,7523,2414,240486,日本,1057,1,760,760,https://www.bilibili.com/bangumi/play/ss760
K,全13话,会员专享,9.4,1,3472166,2394742,66010,82626,1259372,32682948,日本,8273,1,685,685,https://www.bilibili.com/bangumi/play/ss685
初音岛,全26话,独家,9.4,1,529728,407838,11654,17107,104563,3760651,日本,1126,1,656,656,https://www.bilibili.com/bangumi/play/ss656
宣告黎明的露之歌,全1话,独家,9.4,1,203371,203371,13546,6506,32457,988952,日本,3263,1,6514,7792,https://www.bilibili.com/bangumi/play/ss6514?theme=movie
学园偶像 阳光!! 第二季,全13话,,9.4,1,1389704,487081,57128,45341,295769,8904084,日本,7461,1,6433,6433,https://www.bilibili.com/bangumi/play/ss6433
偶像大师 SideM,全13话,,9.4,1,150719,98563,3657,4367,20380,1473508,日本,939,1,6431,6431,https://www.bilibili.com/bangumi/play/ss6431
食戟之灵 餐之皿,全24话,会员专享,9.4,1,3746575,3440137,53433,180337,174224,23531248,日本,4052,1,6419,28230229,https://www.bilibili.com/bangumi/play/ss6419
闪电十一人 GO,全47话,,9.4,1,68832,12221,1459,5215,28463,1486331,日本,172,1,612,134852,https://www.bilibili.com/bangumi/play/ss612
成年女性的动画时间 第二季,全3话,,9.4,1,68643,40291,1339,982,15098,692639,日本,297,1,604,604,https://www.bilibili.com/bangumi/play/ss604
机动战士高达 雷霆宙域战线 第二季,全4话,,9.4,1,344475,232796,8013,13156,48344,5485812,日本,1265,1,6007,6007,https://www.bilibili.com/bangumi/play/ss6007
王室教师海涅,全12话,会员专享,9.4,1,1106771,1078942,63063,78623,523406,18498621,日本,4044,1,5990,5990,https://www.bilibili.com/bangumi/play/ss5990
不要输！！恶之军团！,全12话,独家,9.4,1,42623,42623,2744,2290,7090,877540,日本,328,1,5956,5956,https://www.bilibili.com/bangumi/play/ss5956
精灵宝可梦 剧场版1：超梦的逆袭,全1话,会员专享,9.4,1,616729,135444,4337,8726,25570,2086431,日本,560,1,5758,5758,https://www.bilibili.com/bangumi/play/ss5758?theme=movie
