title,episodes,mark,score,is_finish,series_follow,follows,coins,likes,danmus,views,area,count,season_type,season_id,media_id,link
决斗大师 Victory V3,全3话,,,1,3459,1193,4132,6784,437,107531,日本,0,1,4433,132192,https://www.bilibili.com/bangumi/play/ss4433
巧克力小狗,全1话,,,1,8975,8975,182,233,1344,105698,日本,0,1,4432,4432,https://www.bilibili.com/bangumi/play/ss4432
迷你加尔刚蒂亚,全13话,,,1,370707,9739,406,642,1299,523262,日本,0,1,4427,4427,https://www.bilibili.com/bangumi/play/ss4427
真・进化之实 踏上胜利的人生,即将开播,出品,,0,1709454,1702739,230,3603,74,138947,日本,0,1,43744,28340325,https://www.bilibili.com/bangumi/play/ss43744
天线宝宝无处不在 第一季 中文配音,全13话,会员专享,,1,341766,174,35,231,1,17427,英国,0,1,43631,28340205,https://www.bilibili.com/bangumi/play/ss43631
天线宝宝无处不在 第一季,全13话,会员专享,,1,341766,335473,46,287,16,20174,英国,0,1,43630,28340204,https://www.bilibili.com/bangumi/play/ss43630
超速变形螺旋杰特,全51话,,,1,12807,12807,2341,4632,1246,1448812,日本,0,1,4342,28220473,https://www.bilibili.com/bangumi/play/ss4342
名侦探柯南：零的日常（中配）,全6话,会员专享,,1,6018286,1401387,1764,15117,1566,995356,日本,0,1,43265,28339838,https://www.bilibili.com/bangumi/play/ss43265
机动战士高达：水星的魔女,,独家,,0,260919,260919,3002,12636,306,950633,日本,0,1,43165,28339736,https://www.bilibili.com/bangumi/play/ss43165
团团奇米莫（中配版）,更新至06B,,,0,45072,2018,1472,34195,165,311297,日本,0,1,43163,28339734,https://www.bilibili.com/bangumi/play/ss43163
少女手工,更新至第2话,会员专享,,0,48902,48902,1650,6539,1311,194880,日本,0,1,43155,28339723,https://www.bilibili.com/bangumi/play/ss43155
致不灭的你 第二季,,独家,,0,4879105,4820806,3743,23260,949,928425,日本,0,1,43148,28339716,https://www.bilibili.com/bangumi/play/ss43148
入间同学入魔了 第三季,,会员抢先,,0,3859387,3818049,2975,24146,1253,1280311,日本,0,1,43142,28339710,https://www.bilibili.com/bangumi/play/ss43142
噬谎者 OVA,全1话,,,1,10865,10865,289,449,946,208019,日本,0,1,4305,4305,https://www.bilibili.com/bangumi/play/ss4305
新世界 未来篇,全1话,,,1,29778,29778,233,481,1026,188203,日本,0,1,4302,4302,https://www.bilibili.com/bangumi/play/ss4302
神在月的孩子,全1话,独家,,1,11873,11873,226,4202,209,155469,日本,0,1,42996,28339551,https://www.bilibili.com/bangumi/play/ss42996?theme=movie
班班和莉莉的小王国 第二季 中文配音,全52话,会员专享,,1,2326,1273,375,733,36,1184903,英国,0,1,42924,28339476,https://www.bilibili.com/bangumi/play/ss42924
班班和莉莉的小王国 第一季  中文配音,全52话,,,1,2326,1363,288,693,50,1084304,英国,0,1,42923,28339475,https://www.bilibili.com/bangumi/play/ss42923
RE：人造人009,全1话,,,1,55577,37323,647,1423,7670,449374,日本,0,1,4285,4285,https://www.bilibili.com/bangumi/play/ss4285?theme=movie
古町与团五郎,全4话,,,1,1323,1323,47,74,108,22059,日本,0,1,4277,4277,https://www.bilibili.com/bangumi/play/ss4277
圣诞老人公司,全1话,,,1,19108,11517,127,252,1039,78656,日本,0,1,4259,4259,https://www.bilibili.com/bangumi/play/ss4259?theme=movie
小P优优 第五季 中文配音,全32话,,,1,572,572,103,309,12,337434,西班牙,0,1,42390,28338845,https://www.bilibili.com/bangumi/play/ss42390
柯基和伙伴的日常 第二季,全20话,,,1,171252,4812,405,1733,169,90085,韩国,0,1,42389,28338844,https://www.bilibili.com/bangumi/play/ss42389
白砂糖战士,全3话,,,1,42067,42067,211,649,709,445915,日本,0,1,4234,4234,https://www.bilibili.com/bangumi/play/ss4234
哥斯拉：噬星者,敬请期待,独家,,0,199085,169432,174,1568,37,239035,日本,0,2,42327,28338782,https://www.bilibili.com/bangumi/play/ss42327?theme=movie
史努比太空历险记 第一季 中文配音,全12话,会员专享,,1,18088,2686,294,904,62,630755,加拿大,0,1,42310,28338758,https://www.bilibili.com/bangumi/play/ss42310
雾熊s,全13话,,,1,4902,4902,285,125,697,225063,日本,0,1,4224,4224,https://www.bilibili.com/bangumi/play/ss4224
钢铁侠：噬甲危机,2013-04-16上映,会员特价,,1,0,4960,113,7759,122,320292,日本,0,2,42049,28338381,https://www.bilibili.com/bangumi/play/ss42049?theme=movie
小羊驼拉玛 中文配音,全50话,会员专享,,1,932,451,131,234,12,287331,美国,0,1,42034,28338347,https://www.bilibili.com/bangumi/play/ss42034
走开独角兽 中文配音,全52话,,,1,844,513,77,352,7,840919,加拿大,0,1,42033,28338345,https://www.bilibili.com/bangumi/play/ss42033
走开独角兽,全52话,,,1,844,415,40,464,16,159700,加拿大,0,1,42032,28338343,https://www.bilibili.com/bangumi/play/ss42032
 至Q宠物屋 第4季 中文配音,全26话,,,1,3504,829,53,477,108,257365,美国,0,1,42031,28338341,https://www.bilibili.com/bangumi/play/ss42031
至Q宠物屋 第4季,全26话,,,1,3504,675,34,339,71,31002,美国,0,1,42030,28338339,https://www.bilibili.com/bangumi/play/ss42030
至Q宠物屋 第3季 中文配音,全26话,,,1,3504,1017,51,625,111,47483,美国,0,1,42029,28338337,https://www.bilibili.com/bangumi/play/ss42029
至Q宠物屋 第3季,全26话,,,1,3504,2038,70,766,127,72166,美国,0,1,42028,28338335,https://www.bilibili.com/bangumi/play/ss42028
忍者龟 第三季 中文配音,,,,0,14885,1059,37,202,3,29549,美国,0,1,41967,28338196,https://www.bilibili.com/bangumi/play/ss41967
忍者龟 第三季,,,,0,14885,957,30,174,0,27089,美国,0,1,41966,28338194,https://www.bilibili.com/bangumi/play/ss41966
忍者龟 第二季 中文配音,,,,0,14885,860,18,167,16,29534,美国,0,1,41965,28338192,https://www.bilibili.com/bangumi/play/ss41965
忍者龟 第二季,,,,0,14885,988,40,178,3,38978,美国,0,1,41964,28338190,https://www.bilibili.com/bangumi/play/ss41964
忍者龟 第一季 中文配音,,,,0,14885,8032,106,665,40,77706,美国,0,1,41963,28338188,https://www.bilibili.com/bangumi/play/ss41963
忍者龟 第一季,,,,0,14885,2611,129,603,36,64258,美国,0,1,41962,28338186,https://www.bilibili.com/bangumi/play/ss41962
小怪兽成长日记 蹒跚学步（中配）,全26话,会员专享,,1,6657,1072,116,434,29,542504,日本,0,1,41959,28338172,https://www.bilibili.com/bangumi/play/ss41959
小怪兽成长日记 蹒跚学步,全26话,会员专享,,1,6657,2018,181,3165,53,587979,日本,0,1,41958,28338170,https://www.bilibili.com/bangumi/play/ss41958
奥特英雄传泽塔 英雄之路（中配）,全25话,会员专享,,1,756386,3670,460,2344,415,1425015,日本,0,1,41957,28338168,https://www.bilibili.com/bangumi/play/ss41957
捷德奥特曼剧场版 连接吧！心愿！！（中配）,全1话,会员专享,,1,1615800,3609,406,2070,915,700408,日本,0,1,41953,28338160,https://www.bilibili.com/bangumi/play/ss41953?theme=movie
罗布奥特曼剧场版 决定了！羁绊的水晶（中配）,全1话,会员专享,,1,1615800,3188,374,1431,580,636431,日本,0,1,41951,28338156,https://www.bilibili.com/bangumi/play/ss41951?theme=movie
赛文加格斗（中配）,全7话,会员专享,,1,159310,3768,267,2143,280,1167403,日本,0,1,41949,28338152,https://www.bilibili.com/bangumi/play/ss41949
银河奥特曼S剧场版 决战！奥特10勇士！！（中配）,全1话,,,1,1615800,5826,674,3035,1965,757203,日本,0,1,41944,28338142,https://www.bilibili.com/bangumi/play/ss41944?theme=movie
憨豆先生动画版 第二季,全52话,会员专享,,1,127637,9223,2313,4892,319,3784853,英国,0,1,41932,28338118,https://www.bilibili.com/bangumi/play/ss41932
星际宝贝: 神奇大冒险 第1季 中文配音,更新至第6话,会员专享,,0,34180,11368,647,2800,627,407128,日本,0,1,41924,28337828,https://www.bilibili.com/bangumi/play/ss41924
星际宝贝: 神奇大冒险 第1季,更新至第6话,会员专享,,0,34181,25848,715,5895,329,466295,日本,0,1,41923,28337826,https://www.bilibili.com/bangumi/play/ss41923
超能陆战队动画系列 第1季 中文配音,,,,0,2421,846,18,161,4,76379,美国,0,1,41922,28337824,https://www.bilibili.com/bangumi/play/ss41922
超能陆战队动画系列 第1季,,,,0,2421,1843,25,538,0,73730,美国,0,1,41921,28337822,https://www.bilibili.com/bangumi/play/ss41921
彭彭丁满历险记 第1季 中文配音,,,,0,5472,4950,12,64,0,32171,美国,0,1,41918,28337816,https://www.bilibili.com/bangumi/play/ss41918
彭彭丁满历险记 第1季,,,,0,5472,701,9,257,1,57716,美国,0,1,41917,28337814,https://www.bilibili.com/bangumi/play/ss41917
新唐老鸭俱乐部 第1季,,,,0,8567,1230,44,334,2,44367,美国,0,1,41916,28337812,https://www.bilibili.com/bangumi/play/ss41916
新唐老鸭俱乐部 第1季 中文配音,,,,0,8567,7627,27,101,0,24165,美国,0,1,41915,28337810,https://www.bilibili.com/bangumi/play/ss41915
特工宾奇 第一季 中文配音,全52话,,,1,700,543,142,552,10,1404546,加拿大,0,1,41872,28337718,https://www.bilibili.com/bangumi/play/ss41872
特工宾奇 第一季,全52话,,,1,700,226,65,198,4,230050,加拿大,0,1,41871,28337716,https://www.bilibili.com/bangumi/play/ss41871
决斗大师VS,全49话,,,1,9226,3095,3000,1220,874,193899,日本,0,1,4186,142452,https://www.bilibili.com/bangumi/play/ss4186
小羊驼拉玛,全50话,会员专享,,1,932,542,68,373,13,284431,美国,0,1,41617,28237326,https://www.bilibili.com/bangumi/play/ss41617
故事少女穗乃花,全1话,,,1,15600,15600,173,397,594,99874,日本,0,1,4153,4153,https://www.bilibili.com/bangumi/play/ss4153
瑞奇宝宝 第二季 中文配音,全52话,,,1,6933,3081,1066,2475,131,3350209,俄罗斯,0,1,41386,28237094,https://www.bilibili.com/bangumi/play/ss41386
瑞奇宝宝 第一季 中文配音,全52话,,,1,6933,4917,1790,2747,178,6024790,俄罗斯,0,1,41378,28237086,https://www.bilibili.com/bangumi/play/ss41378
热血人面犬,全3话,,,1,5020,5020,54,125,816,88362,日本,0,1,4134,4134,https://www.bilibili.com/bangumi/play/ss4134
洛克人：全面充能 第一季 中文配音,全52话,,,1,2581,1825,318,4134,396,375078,美国,0,1,41324,28237032,https://www.bilibili.com/bangumi/play/ss41324
小恐龙可可奈 第二季,全52话,,,1,2114,2114,135,2183,38,262587,美国,0,1,41322,28237030,https://www.bilibili.com/bangumi/play/ss41322
变形金刚：救援汽车人 第三季 中文配音,全26话,,,1,7320,2212,311,5501,986,315679,美国,0,1,41321,28237029,https://www.bilibili.com/bangumi/play/ss41321
变形金刚：救援汽车人 第三季,全26话,,,1,7320,1469,100,2554,234,182678,美国,0,1,41320,28237028,https://www.bilibili.com/bangumi/play/ss41320
辛巴达 飞翔公主与秘密之岛,全1话,会员专享,,1,16668,8413,120,3467,153,52894,日本,0,1,4128,28233831,https://www.bilibili.com/bangumi/play/ss4128?theme=movie
能量战士 中文配音,全78话,会员抢先,,1,2797,2797,1005,55821,76,6348666,法国,0,1,41245,28236953,https://www.bilibili.com/bangumi/play/ss41245
朱妮托尼儿歌 中文配音,更新至第177话,,,0,15164,8071,1604,7751,219,12876313,韩国,0,1,41214,28236922,https://www.bilibili.com/bangumi/play/ss41214
面包超人：咪嘉和魔法神灯,全1话,,,1,9713,9661,376,723,879,504278,日本,0,1,4119,4119,https://www.bilibili.com/bangumi/play/ss4119?theme=movie
香菜酱和她的亲人们,全1话,,,1,6652,6652,318,229,1259,102037,日本,0,1,4117,4117,https://www.bilibili.com/bangumi/play/ss4117
朱妮托尼儿歌,更新至第176话,,,0,15164,7721,623,5076,46,1114662,韩国,0,1,41151,28236857,https://www.bilibili.com/bangumi/play/ss41151
汪汪队立大功 第二季,全24话,,,1,63328,11649,1938,9857,627,5897560,美国,0,1,41079,28236785,https://www.bilibili.com/bangumi/play/ss41079
奥特银河格斗 新生代英雄（中配）,全13话,会员专享,,1,159310,7571,460,3441,1014,685502,日本,0,1,41039,28236745,https://www.bilibili.com/bangumi/play/ss41039
小怪兽成长日记 蹒跚学步 第二季（中配）,全26话,,,1,6657,2377,132,1056,173,204166,日本,0,1,41035,28236741,https://www.bilibili.com/bangumi/play/ss41035
奥特英雄传 赛罗与捷德（中配）,全23话,会员专享,,1,756386,6423,315,2135,569,414144,日本,0,1,41031,28236737,https://www.bilibili.com/bangumi/play/ss41031
寿司忍者,全3话,,,1,1426,1426,40,148,376,290524,日本,0,1,4099,4099,https://www.bilibili.com/bangumi/play/ss4099
愤怒的小鸟：史黛拉 第二季,全13话,,,1,73362,5611,476,6167,659,904254,芬兰,0,1,40762,28236468,https://www.bilibili.com/bangumi/play/ss40762
愤怒的小鸟：史黛拉 第一季,全13话,,,1,73362,4888,333,5907,640,739295,芬兰,0,1,40761,28236467,https://www.bilibili.com/bangumi/play/ss40761
愤怒的小鸟：猪猪传 第二季,全26话,,,1,73362,7862,1112,15524,1315,3373200,芬兰,0,1,40760,28236466,https://www.bilibili.com/bangumi/play/ss40760
变形金刚：救援汽车人 第四季 中文配音,全26话,,,1,7320,4042,620,5606,1538,1342845,美国,0,1,40651,28236357,https://www.bilibili.com/bangumi/play/ss40651
变形金刚：救援汽车人 第四季,全26话,,,1,7320,2431,240,4484,312,903457,美国,0,1,40650,28236356,https://www.bilibili.com/bangumi/play/ss40650
兔子机场,全26话,,,1,1122,1122,112,3049,10,109871,法国,0,1,40645,28236351,https://www.bilibili.com/bangumi/play/ss40645
机甲创世记 OVA,全1话,,,1,8890,3252,146,463,2251,213031,日本,0,1,4056,4056,https://www.bilibili.com/bangumi/play/ss4056
心之彼端2 迷宫旅行者,全2话,,,1,162085,20447,1212,1124,12003,1067106,日本,0,1,4053,4053,https://www.bilibili.com/bangumi/play/ss4053
心之彼端2 Adnext,全2话,,,1,162085,20334,1212,1124,12003,1067106,日本,0,1,4052,4052,https://www.bilibili.com/bangumi/play/ss4052
心之彼端2 Adplus,全2话,,,1,162085,26809,1212,1124,12003,1067106,日本,0,1,4051,4051,https://www.bilibili.com/bangumi/play/ss4051
心之彼端2 Another Day,全2话,,,1,162085,26443,1212,1124,12003,1067106,日本,0,1,4050,4050,https://www.bilibili.com/bangumi/play/ss4050
橙路 ~接着，那个夏天开始~,全1话,,,1,55660,11913,2425,3008,36743,1275556,日本,0,1,4049,4049,https://www.bilibili.com/bangumi/play/ss4049?theme=movie
银河冒险战记 激斗篇,全1话,,,1,32896,4564,34,61,43,60474,日本,0,1,4048,4048,https://www.bilibili.com/bangumi/play/ss4048
银河冒险战记 胎动篇,全1话,,,1,32896,4699,66,103,128,73373,日本,0,1,4047,4047,https://www.bilibili.com/bangumi/play/ss4047
剧场版 虽然是玻璃假面,全1话,,,1,44664,3139,106,123,1301,81136,日本,0,1,4046,4046,https://www.bilibili.com/bangumi/play/ss4046?theme=movie
宇宙战舰山本洋子II,全3话,,,1,23228,2459,57,106,204,60076,日本,0,1,4040,4040,https://www.bilibili.com/bangumi/play/ss4040
苍之流星SPT雷兹纳 OVA,全3话,,,1,5491,1512,44,79,269,34779,日本,0,1,4036,4036,https://www.bilibili.com/bangumi/play/ss4036
神秘的世界 EL-HAZARD 2 OVA,全4话,,,1,21158,2328,129,215,1222,257726,日本,0,1,4031,4031,https://www.bilibili.com/bangumi/play/ss4031
异次元的世界 El Hazard,全13话,,,1,21158,7315,129,215,1222,257726,日本,0,1,4030,4030,https://www.bilibili.com/bangumi/play/ss4030
神秘的世界EL-HAZARD OVA,全7话,,,1,21158,4378,331,474,3481,369551,日本,0,1,4029,4029,https://www.bilibili.com/bangumi/play/ss4029
宇宙战舰大和号 复活篇,全1话,,,1,141420,6999,229,459,4574,227347,日本,0,1,4023,4023,https://www.bilibili.com/bangumi/play/ss4023?theme=movie
宇宙战舰大和号 完结篇,全1话,,,1,141420,5859,139,254,1346,186999,日本,0,1,4022,4022,https://www.bilibili.com/bangumi/play/ss4022?theme=movie
宇宙战舰大和号 新的旅程,全1话,,,1,141420,6323,138,295,651,112649,日本,0,1,4020,4020,https://www.bilibili.com/bangumi/play/ss4020?theme=movie
永远的大和号,全1话,,,1,141420,4379,127,228,645,88001,日本,0,1,4019,4019,https://www.bilibili.com/bangumi/play/ss4019?theme=movie
天使特警 剧场版 黎明篇,全1话,,,1,61828,5962,166,205,509,141698,日本,0,1,4011,4011,https://www.bilibili.com/bangumi/play/ss4011?theme=movie
天使特警 剧场版 觉醒篇,全1话,,,1,61828,7097,166,205,509,141698,日本,0,1,4009,4009,https://www.bilibili.com/bangumi/play/ss4009?theme=movie
咕噜咕噜魔法阵 心跳传说,全38话,,,1,105561,8645,239,194,6322,253040,日本,0,1,4006,4006,https://www.bilibili.com/bangumi/play/ss4006
圣战士登拜因 OVA,全3话,,,1,15962,2886,539,986,7759,395520,日本,0,1,4005,4005,https://www.bilibili.com/bangumi/play/ss4005
超时空世纪02,全6话,,,1,6892,3577,104,211,1829,202006,日本,0,1,4004,4004,https://www.bilibili.com/bangumi/play/ss4004
重战机艾尔盖姆 OVA,全3话,,,1,12061,2050,420,749,4214,376821,日本,0,1,4003,4003,https://www.bilibili.com/bangumi/play/ss4003
无责任舰长OVA,全8话,,,1,8099,1587,547,516,3194,232886,日本,0,1,3997,3997,https://www.bilibili.com/bangumi/play/ss3997
无责任舰长 特别篇 孤独一人的战争,全1话,,,1,8099,1563,547,516,3194,232886,日本,0,1,3996,3996,https://www.bilibili.com/bangumi/play/ss3996
粉鲶小溪的电视台打工日记,全12话,,,1,2873,2873,164,3209,132,58316,日本,0,1,39930,28235624,https://www.bilibili.com/bangumi/play/ss39930
大运动会 OVA,全6话,,,1,138257,3497,103,229,783,74705,日本,0,1,3991,3991,https://www.bilibili.com/bangumi/play/ss3991
神魂合体GODANNAR！！ 第二季,全13话,,,1,12373,4424,206,463,5734,300796,日本,0,1,3985,3985,https://www.bilibili.com/bangumi/play/ss3985
机甲界卡利安 OVA,全3话,,,1,3188,1245,157,246,819,157698,日本,0,1,3982,3982,https://www.bilibili.com/bangumi/play/ss3982
拳王创世纪1 影道篇,全6话,,,1,3474,1965,37,88,214,52733,日本,0,1,3980,3980,https://www.bilibili.com/bangumi/play/ss3980
和殿下一起,全1话,,,1,15824,2365,46,61,558,33871,日本,0,1,3978,3978,https://www.bilibili.com/bangumi/play/ss3978
仙乐传说 世界统合篇,全3话,,,1,24364,6110,425,480,4873,270290,日本,0,1,3976,3976,https://www.bilibili.com/bangumi/play/ss3976
仙乐传说 迪赛雅兰篇,全4话,,,1,24364,4945,425,480,4873,270290,日本,0,1,3975,3975,https://www.bilibili.com/bangumi/play/ss3975
小小雪精灵 夏季特别篇,全2话,,,1,12725,2585,416,441,3973,234294,日本,0,1,3969,3969,https://www.bilibili.com/bangumi/play/ss3969
魔法阵都市 剧场版 下篇,全1话,,,1,25551,3113,510,1259,1867,343758,日本,0,1,3967,3967,https://www.bilibili.com/bangumi/play/ss3967?theme=movie
零秒出手 第二季,全13话,,,1,18038,4709,308,648,4989,640031,日本,0,1,3966,3966,https://www.bilibili.com/bangumi/play/ss3966
天空战记 创世前的暗斗,全6话,,,1,47035,6148,69,183,1163,167643,日本,0,1,3965,3965,https://www.bilibili.com/bangumi/play/ss3965
人鱼之森 OVA,全1话,,,1,113484,18129,3025,3612,29940,1887842,日本,0,1,3964,3964,https://www.bilibili.com/bangumi/play/ss3964
相聚一刻番外篇 一刻岛飘流记,全1话,,,1,29320,4587,173,27,13,162481,日本,0,1,3963,3963,https://www.bilibili.com/bangumi/play/ss3963
翼神传说 间奏曲：她与她自己,全1话,,,1,154944,7762,106,254,145,118357,日本,0,1,3960,3960,https://www.bilibili.com/bangumi/play/ss3960
鲁邦三世：the Last Job,全1话,会员专享,,1,986821,18184,527,5256,1074,183569,日本,0,1,3951,3951,https://www.bilibili.com/bangumi/play/ss3951
蓝色时期,,,,0,617503,617503,4516,24492,677,2086300,日本,0,1,39464,28235156,https://www.bilibili.com/bangumi/play/ss39464
鲁邦三世：雾之谜,全1话,会员专享,,1,986821,16771,412,4324,958,165749,日本,0,1,3944,3944,https://www.bilibili.com/bangumi/play/ss3944
鼠来宝 英文版(第三季）,更新至第52话,,,0,19138,1607,246,3033,46,702798,日本,0,1,39384,28235076,https://www.bilibili.com/bangumi/play/ss39384
鼠来宝 英文版(第二季）,更新至第50话,,,0,19138,1285,128,2389,54,570132,日本,0,1,39383,28235075,https://www.bilibili.com/bangumi/play/ss39383
鼠来宝 英文版(第一季）,更新至第49话,,,0,19138,5797,191,2797,57,619527,日本,0,1,39382,28235074,https://www.bilibili.com/bangumi/play/ss39382
鼠来宝(第三季）,全52话,,,1,19138,2781,872,4593,63,1413961,美国,0,1,39372,28235064,https://www.bilibili.com/bangumi/play/ss39372
鼠来宝(第二季）,全50话,,,1,19138,7078,65,2452,13,194767,美国,0,1,39371,28235063,https://www.bilibili.com/bangumi/play/ss39371
鲁邦三世：燃烧的斩铁剑,全1话,会员专享,,1,986821,15559,315,4559,1072,128912,日本,0,1,3937,3937,https://www.bilibili.com/bangumi/play/ss3937
鼠来宝(第一季）,全49话,,,1,19138,4600,246,3596,74,497524,美国,0,1,39369,28235061,https://www.bilibili.com/bangumi/play/ss39369
鲁邦三世：鲁邦暗杀指令,全1话,会员专享,,1,986821,17616,503,4947,1099,170925,日本,0,1,3935,3935,https://www.bilibili.com/bangumi/play/ss3935
鲁邦三世：活下来的魔术师,全1话,会员专享,,1,986821,24126,646,7191,931,278893,日本,0,1,3933,3933,https://www.bilibili.com/bangumi/play/ss3933
鲁邦三世：拜拜了自由女神·危机一刻,全1话,会员专享,,1,986821,11060,502,4370,1429,184080,日本,0,1,3928,28234179,https://www.bilibili.com/bangumi/play/ss3928
天上天下 THE PAST CHAPTER,全1话,,,1,72922,13047,216,76,10225,397835,日本,0,1,3920,3920,https://www.bilibili.com/bangumi/play/ss3920
睡衣小英雄 第三季,全49话,会员专享,,1,17181,6236,1484,12210,501,4617664,英国,0,1,39199,28234891,https://www.bilibili.com/bangumi/play/ss39199
天上天下 终极格斗,全2话,,,1,72922,13375,216,76,10225,397835,日本,0,1,3919,3919,https://www.bilibili.com/bangumi/play/ss3919
Peeping Life×怪兽酒场 怪兽们的所在之处,全10话,,,1,36650,8674,225,532,709,168844,日本,0,1,3912,3912,https://www.bilibili.com/bangumi/play/ss3912
秀逗魔导士 PREMIUM,全1话,会员专享,,1,153227,8961,183,1287,350,59942,日本,0,1,3910,3910,https://www.bilibili.com/bangumi/play/ss3910?theme=movie
秀逗魔导士 EXCELLENT,全3话,,,1,153227,8494,197,1273,925,88655,日本,0,1,3909,3909,https://www.bilibili.com/bangumi/play/ss3909
秀逗魔导士 GORGEOUS,全1话,会员专享,,1,153227,7891,185,1068,417,50169,日本,0,1,3908,3908,https://www.bilibili.com/bangumi/play/ss3908?theme=movie
秀逗魔导士 GREAT,全1话,会员专享,,1,153227,8214,185,1200,499,62728,日本,0,1,3907,3907,https://www.bilibili.com/bangumi/play/ss3907?theme=movie
秀逗魔导士 RETURN,全1话,会员专享,,1,153227,7607,156,1048,456,46403,日本,0,1,3906,3906,https://www.bilibili.com/bangumi/play/ss3906?theme=movie
秀逗魔导士 完全无欠版,全1话,,,1,153227,9787,965,891,15395,389295,日本,0,1,3905,3905,https://www.bilibili.com/bangumi/play/ss3905?theme=movie
秀逗魔导士 SPECIAL,全3话,,,1,153227,23586,445,2790,1610,237132,日本,0,1,3904,3904,https://www.bilibili.com/bangumi/play/ss3904
巴塔说 第二季,全12话,,,1,37659,2480,217,809,78,370416,英国,0,1,38709,28234398,https://www.bilibili.com/bangumi/play/ss38709
巴塔木自然拼读系列儿歌,全23话,,,1,37659,23371,1506,7591,150,2685153,英国,0,1,38708,28234397,https://www.bilibili.com/bangumi/play/ss38708
巴塔木流行儿歌 第三季,全41话,,,1,37659,8754,1724,7099,157,4513433,英国,0,1,38707,28234396,https://www.bilibili.com/bangumi/play/ss38707
巴塔木故事 第一季,全52话,,,1,37659,11763,2433,7205,164,4745731,英国,0,1,38706,28234395,https://www.bilibili.com/bangumi/play/ss38706
Thunderbolt Fantasy 东离剑游纪2,全13话,独家,,1,434756,13452,2532,5090,0,522071,日本,0,1,38677,28234366,https://www.bilibili.com/bangumi/play/ss38677
最游记 Requiem 落选者的镇魂歌,全1话,,,1,259638,15655,1160,864,9245,513019,日本,0,1,3854,3854,https://www.bilibili.com/bangumi/play/ss3854?theme=movie
最游记OVA 希望之罪过,全1话,,,1,259638,13635,1160,864,9245,513019,日本,0,1,3853,3853,https://www.bilibili.com/bangumi/play/ss3853
强袭魔女 OVA,全1话,,,1,428334,42837,364,1055,877,530589,日本,0,1,3846,3846,https://www.bilibili.com/bangumi/play/ss3846
风－心之呼吸 OVA,全3话,,,1,20013,4759,253,295,2907,260910,日本,0,1,3831,3831,https://www.bilibili.com/bangumi/play/ss3831
飞跃巅峰 科学讲座,全6话,,,1,98942,18840,281,678,1396,303978,日本,0,1,3829,3829,https://www.bilibili.com/bangumi/play/ss3829
影宅,,独家,,0,829356,829356,7867,44033,4284,3929627,日本,0,1,38259,28233941,https://www.bilibili.com/bangumi/play/ss38259
不存在的战区,,独家,,0,1215537,1215537,29590,82794,7035,8874169,日本,0,1,38258,28233940,https://www.bilibili.com/bangumi/play/ss38258
名侦探柯南 绯色的不在证明,全1话,会员专享,,1,6018289,216655,27027,77929,35254,6053339,日本,0,1,38171,28233853,https://www.bilibili.com/bangumi/play/ss38171
不可思议的教室 OVA,全1话,,,1,71740,7016,76,18,643,42557,日本,0,1,3816,3816,https://www.bilibili.com/bangumi/play/ss3816
辛巴达 真昼之夜与不可思议之门,全1话,会员专享,,1,16668,3808,62,2844,26,27613,日本,0,1,38151,28233833,https://www.bilibili.com/bangumi/play/ss38151
魔动王 冒险篇,全3话,,,1,190679,15168,9010,10709,102375,7283223,日本,0,1,3815,3815,https://www.bilibili.com/bangumi/play/ss3815
魔动王 最后的魔法大战,全2话,,,1,190679,18105,9010,10709,102375,7283223,日本,0,1,3814,3814,https://www.bilibili.com/bangumi/play/ss3814
轮回的拉格朗日 鸭川日常,全1话,,,1,172771,15875,192,509,958,121742,日本,0,1,3812,3812,https://www.bilibili.com/bangumi/play/ss3812
魔法骑士雷阿斯 OVA,全3话,,,1,106512,9777,246,331,10930,229587,日本,0,1,3806,3806,https://www.bilibili.com/bangumi/play/ss3806
「Free!」2020线上交响音乐会,全1话,会员专享,,1,2066945,48967,7007,20069,4174,557531,日本,0,1,38031,28233711,https://www.bilibili.com/bangumi/play/ss38031
机器人少女Z SP,全3话,,,1,54554,8930,378,836,1799,230820,日本,0,1,3801,3801,https://www.bilibili.com/bangumi/play/ss3801
百变之星 妙啊！妙！,全1话,,,1,51187,3402,1273,1414,14342,865350,日本,0,1,3779,3779,https://www.bilibili.com/bangumi/play/ss3779
百变之星 不死鸟传说 - 蕾拉・汉密尔顿物语,全1话,,,1,51187,6480,1273,1414,14342,865350,日本,0,1,3778,3778,https://www.bilibili.com/bangumi/play/ss3778
星际赛车,全1话,,,1,1388,1388,104,365,284,133483,美国,0,1,3720,3720,https://www.bilibili.com/bangumi/play/ss3720?theme=movie
小彼索,全12话,,,1,4300,4118,347,3672,98,379214,日本,0,1,36659,28232318,https://www.bilibili.com/bangumi/play/ss36659
HEROMAN（中配版）,全26话,,,1,51147,13138,1744,2374,1249,398010,日本,0,1,3639,28228873,https://www.bilibili.com/bangumi/play/ss3639
战国BASARA 剧场版 -The Last Party-,全2话,,,1,121887,15241,322,330,8025,246097,日本,0,1,3573,3573,https://www.bilibili.com/bangumi/play/ss3573?theme=movie
超时空要塞II 再爱一次 OVA,全6话,,,1,146553,19194,305,518,4799,310555,日本,0,1,3559,3559,https://www.bilibili.com/bangumi/play/ss3559
