title,episodes,mark,score,is_finish,follows,coins,likes,danmus,views(million),views,area,count,season_id,long_com,short_com,production,乙女,偶像,催泪,冒险,剧情,动作,动画,励志,历史,原创,喜剧,声控,奇幻,小说改,少儿,少女,恋爱,恐怖,惊悚,战斗,推理,搞笑,无,日常,时泪,智斗,机战,架空,校园,歌舞,治愈,泡面,游戏改,漫画改,热血,爱情,特摄,社团,神魔,科幻,穿越,美食,职场,萌系,萝莉,运动,音乐,魔法,year,month,day,season
路人超能100 III(灵能百分百 第三季),6,独家,9.9,0,4994916,201746,431421,112107,28.31,28308891,日本,8217,43141,18,3075,BONES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,10,5,4
路人超能100 III(灵能百分百 第三季),6,独家,9.9,0,4994916,201746,431421,112107,28.31,28308891,日本,8217,43141,18,3075,BONES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,10,5,4
海绵宝宝 中文配音,161,免费,9.9,1,1360931,455782,1880822,965406,243.62,243619346,美国,31272,41013,36,7362,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999,7,17,3
海绵宝宝 中文配音,161,免费,9.9,1,1360931,455782,1880822,965406,243.62,243619346,美国,31272,41013,36,7362,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999,7,17,3
银魂,201,会员专享,9.9,1,2939641,1265690,3030624,1997635,282.92,282916518,日本,64363,38157,119,18413,Sunrise,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,4,6,2
银魂,201,会员专享,9.9,1,2939641,1265690,3030624,1997635,282.92,282916518,日本,64363,38157,119,18413,Sunrise,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,4,6,2
路人超能100 II(灵能百分百 第二季),13,独家,9.9,1,2954676,595849,440997,1015368,113.52,113522111,日本,82053,26297,167,27273,BONES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,1,7,1
百变小樱,70,免费,9.9,1,2144491,267898,498056,8134085,114.84,114839974,日本,29534,3756,96,8893,MADHOUSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1998,4,7,2
银魂 第二季,64,会员专享,9.9,1,1660163,264691,705268,536096,79.63,79629844,日本,21471,38158,21,5990,Sunrise,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,4,4,2
银魂 第二季,64,会员专享,9.9,1,1660163,264691,705268,536096,79.63,79629844,日本,21471,38158,21,5990,Sunrise,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,4,4,2
强风吹拂,23,会员专享,9.9,1,2268670,614870,599062,679128,64.66,64662088,日本,84352,25742,409,32754,Production I.G,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2018,10,3,4
家庭教师HITMAN REBORN!,203,免费,9.9,1,1811909,267924,446239,3653317,133.06,133062669,日本,46359,1376,272,15887,ARTLAND,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,10,7,4
碧蓝之海,12,独家,9.9,1,4651248,1018560,1105791,1060663,152.27,152271318,日本,133927,24581,204,45043,ZERO-G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2018,7,14,3
排球少年！！,25,会员专享,9.9,1,1242536,261019,368567,966655,51.67,51671462,日本,40802,2727,113,13659,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,4,6,2
JOJO的奇妙冒险 星尘远征军 埃及篇,24,独家,9.9,1,4327750,494124,823993,4993662,149.91,149910717,日本,73687,4213,115,15881,david production,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,9,1
迪迦奥特曼（中配）,52,会员专享,9.9,1,1715113,1121316,1902461,1159250,131.17,131171399,日本,94534,38385,131,33475,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1996,9,7,3
迪迦奥特曼（中配）,52,会员专享,9.9,1,1715113,1121316,1902461,1159250,131.17,131171399,日本,94534,38385,131,33475,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1996,9,7,3
精灵宝可梦 无印,271,会员专享,9.9,1,827347,97067,218547,2189189,62.38,62377963,日本,9248,5761,21,2316,OLM,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1997,4,1,2
精灵宝可梦 无印,271,会员专享,9.9,1,827347,97067,218547,2189189,62.38,62377963,日本,9248,5761,21,2316,OLM,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1997,4,1,2
ReLIFE,13,独家,9.9,1,2335766,349688,428540,325630,34.41,34408982,日本,45084,5012,150,15338,TMS Entertainment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,7,1,3
ReLIFE,13,独家,9.9,1,2335766,349688,428540,325630,34.41,34408982,日本,45084,5012,150,15338,TMS Entertainment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,7,1,3
银魂 第三季,51,会员专享,9.9,1,1619151,195128,505665,358388,53.68,53684223,日本,13517,38159,26,3158,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,3,19,1
银魂 第三季,51,会员专享,9.9,1,1619151,195128,505665,358388,53.68,53684223,日本,13517,38159,26,3158,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,3,19,1
日常,26,独家,9.9,1,3747967,335003,503932,1246668,64.54,64536401,日本,66561,844,162,20137,京都动画,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2011,4,2,2
日常,26,独家,9.9,1,3747967,335003,503932,1246668,64.54,64536401,日本,66561,844,162,20137,京都动画,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2011,4,2,2
3月的狮子 第二季,22,免费,9.9,1,613662,146772,86901,280166,16.37,16374886,日本,20323,6445,185,8154,SHAFT,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,10,15,4
3月的狮子 第二季,22,免费,9.9,1,613662,146772,86901,280166,16.37,16374886,日本,20323,6445,185,8154,SHAFT,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,10,15,4
前进吧！登山少女 第四季,6,独家,9.9,0,494786,8366,42349,5767,0.8,804683,日本,696,43151,3,219,8bit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,10,4,4
前进吧！登山少女 第四季,6,独家,9.9,0,494786,8366,42349,5767,0.8,804683,日本,696,43151,3,219,8bit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,10,4,4
银河英雄传说：全新命题 策谋,6,独家,9.9,0,524499,8221,36585,5678,1.06,1059518,日本,644,43149,2,113,无,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2022,9,30,3
银河英雄传说：全新命题 策谋,6,独家,9.9,0,524499,8221,36585,5678,1.06,1059518,日本,644,43149,2,113,无,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2022,9,30,3
俺物语！！,24,会员专享,9.9,1,1598743,494357,441392,1508738,40.35,40354756,日本,57347,4197,149,21445,MADHOUSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,6,24,2
俺物语！！,24,会员专享,9.9,1,1598743,494357,441392,1508738,40.35,40354756,日本,57347,4197,149,21445,MADHOUSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,6,24,2
相合之物,12,会员专享,9.9,1,516108,84239,235862,67307,9.85,9846658,日本,13547,41574,39,5560,ENCOURAGE FILMS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2022,4,6,2
相合之物,12,会员专享,9.9,1,516108,84239,235862,67307,9.85,9846658,日本,13547,41574,39,5560,ENCOURAGE FILMS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2022,4,6,2
玉子爱情故事,1,免费,9.9,1,2455151,361569,248862,623599,22.9,22901035,日本,41457,4155,90,12651,京都动画,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,4,26,2
玉子爱情故事,1,免费,9.9,1,2455151,361569,248862,623599,22.9,22901035,日本,41457,4155,90,12651,京都动画,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,4,26,2
街角魔族 第二季,12,独家,9.9,1,1905698,124698,341292,85017,11.99,11988956,日本,19788,41520,56,7232,J.C.STAFF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2022,4,7,2
街角魔族 第二季,12,独家,9.9,1,1905698,124698,341292,85017,11.99,11988956,日本,19788,41520,56,7232,J.C.STAFF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2022,4,7,2
秘密内幕 女警的反击,13,会员专享,9.9,1,718867,123404,364870,120326,15.84,15836221,日本,19766,40257,22,5297,MADHOUSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2022,1,5,1
秘密内幕 女警的反击,13,会员专享,9.9,1,718867,123404,364870,120326,15.84,15836221,日本,19766,40257,22,5297,MADHOUSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2022,1,5,1
擅长捉弄的高木同学 第三季,12,会员专享,9.9,1,3382622,1578168,1685362,699143,56.07,56074598,日本,71674,40156,202,24731,新锐动画,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,1,8,1
擅长捉弄的高木同学 第三季,12,会员专享,9.9,1,3382622,1578168,1685362,699143,56.07,56074598,日本,71674,40156,202,24731,新锐动画,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,1,8,1
星之梦～雪圈球～,1,独家,9.9,1,1210207,42837,63703,13185,1.53,1529438,日本,5311,39288,17,1892,Okuruto Noboru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2021,8,25,3
星之梦～雪圈球～,1,独家,9.9,1,1210207,42837,63703,13185,1.53,1529438,日本,5311,39288,17,1892,Okuruto Noboru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2021,8,25,3
盖亚奥特曼,51,会员专享,9.9,1,802374,55735,203921,146474,18.35,18350604,日本,8130,38693,23,2419,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1998,9,5,3
盖亚奥特曼,51,会员专享,9.9,1,802374,55735,203921,146474,18.35,18350604,日本,8130,38693,23,2419,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1998,9,5,3
夏目友人帐 唤石者与怪异的访客,1,独家,9.9,1,5676692,182658,285103,185920,14.54,14542477,日本,17640,38627,24,4523,朱夏,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,1,16,1
夏目友人帐 唤石者与怪异的访客,1,独家,9.9,1,5676692,182658,285103,185920,14.54,14542477,日本,17640,38627,24,4523,朱夏,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,1,16,1
迪迦奥特曼,52,会员专享,9.9,1,1094205,247456,470482,221573,40.75,40746233,日本,28278,38384,37,8438,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1996,9,7,3
迪迦奥特曼,52,会员专享,9.9,1,1094205,247456,470482,221573,40.75,40746233,日本,28278,38384,37,8438,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1996,9,7,3
奇巧出租车,13,会员专享,9.9,1,864074,147095,259490,117319,14.28,14284287,日本,30609,38245,108,10504,OLM,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,4,5,2
奇巧出租车,13,会员专享,9.9,1,864074,147095,259490,117319,14.28,14284287,日本,30609,38245,108,10504,OLM,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,4,5,2
装甲重拳/MEGALOBOX 第二季,13,独家,9.9,1,2468538,539732,752023,201989,35.58,35579418,日本,48885,38234,201,14753,TMS Entertainment,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2021,4,4,2
装甲重拳/MEGALOBOX 第二季,13,独家,9.9,1,2468538,539732,752023,201989,35.58,35579418,日本,48885,38234,201,14753,TMS Entertainment,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2021,4,4,2
佐贺偶像是传奇 卷土重来,12,独家,9.9,1,1438340,331862,573503,244787,26.4,26397889,日本,30915,37575,128,10289,MAPPA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2021,4,8,2
赛马娘 第二季,13,独家,9.9,1,1552246,534833,685849,300766,33.04,33043443,日本,64647,36579,289,24469,STUDIO KAI,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2021,1,4,1
Re：从零开始的异世界生活 第二季 后半,12,会员专享,9.9,1,8556488,2366737,2717315,1126163,97.89,97885449,日本,172587,36429,405,63750,WHITE FOX,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2021,1,6,1
悠哉日常大王 第三季,12,独家,9.9,1,1768592,397303,553175,244099,22.16,22164034,日本,26869,36204,57,8454,SILVER LINK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2021,1,11,1
浪客剑心 追忆篇,4,限时免费,9.9,1,527000,41958,50871,36126,5.11,5108026,日本,11047,3578,37,3525,Studio DEEN,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999,2,20,1
命运石之门 负荷领域的既视感,1,免费,9.9,1,688765,101016,58989,249992,9.18,9177375,日本,16508,3467,59,5296,WHITE FOX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2013,4,20,2
来自深渊 剧场版总集篇,2,独家,9.9,1,606046,61161,113725,75648,7.24,7236456,日本,11582,34544,46,3521,KINEMA CITRUS,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,1,4,1
请问您今天要来点兔子吗？BLOOM,12,独家,9.9,1,2511347,243527,452375,226283,15.31,15309828,日本,19155,34415,55,6635,Encourage Films,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2020,10,10,4
吹响吧！上低音号～誓言的终章～,1,独家,9.9,1,916578,69032,45716,127172,3.76,3756564,日本,21343,28951,138,6601,京都动画,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2019,4,19,2
吹响吧！上低音号 第二季,13,独家,9.9,1,1057702,100254,92485,392741,9.9,9895238,日本,21355,28937,91,5944,京都动画,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2016,10,5,4
高分少女 第二季,9,独家,9.9,1,624172,109245,57964,116379,9.91,9907424,日本,28953,28618,109,10266,J.C.STAFF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,10,26,4
凉宫春日的消失,1,独家,9.9,1,581665,45873,34884,71432,2.98,2981060,日本,16108,2809,98,5127,京都动画,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,2,6,1
擅长捉弄的高木同学 第二季,12,独家,9.9,1,2888721,1472952,672356,1741940,70.76,70756291,日本,121863,28006,145,43908,SHIN-EI动画,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,7,7,3
魔法少女小圆 剧场版 [新篇] 叛逆的物语,1,独家,9.9,1,1229518,76070,69765,113027,5.18,5180036,日本,32171,27063,121,10513,SHAFT,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,10,26,4
剧场版 悠哉日常大王 Vacation,1,会员专享,9.9,1,404431,61643,33026,65585,3.28,3279049,日本,12605,26632,43,4304,SILVER LINK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2019,2,27,1
ReLIFE 完结篇,4,独家,9.9,1,1239419,492540,312080,196409,17.4,17401858,日本,77536,23884,301,30537,TMS Entertainment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2018,4,10,2
乌龙派出所,341,免费,9.9,1,146015,33141,36166,325266,70.9,70902366,日本,3762,2299,13,1302,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,6,17,2
学园奶爸,12,会员专享,9.9,1,514911,61781,181304,89032,10.25,10252807,日本,7190,21775,6,2435,Brain's Base,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2018,1,7,1
妖精森林的小不点,13,独家,9.9,1,1732683,232360,191356,349711,32.55,32553728,日本,44663,21717,147,19064,Lerche,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2018,1,12,1
头文字D First Stage,26,会员专享,9.9,1,635487,30541,101357,111549,14.39,14393981,日本,3681,207,19,1909,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1998,4,19,2
虫师,26,会员专享,9.9,1,1274567,81315,99137,317831,15.51,15507220,日本,19509,1715,104,6335,无,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,10,22,4
欢迎光临樱兰高校,26,会员专享,9.9,1,1589772,156662,302762,1458195,58.42,58417177,日本,21931,1407,59,7507,BONES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,4,4,2
备长炭,12,免费,9.9,1,224942,33256,37752,41175,2.47,2471759,日本,4369,1394,16,1633,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2006,2,2,1
幸运星,25,免费,9.9,1,973503,100594,162139,382329,15.39,15386640,日本,18744,1293,42,5449,京都动画,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2007,4,8,2
CLANNAD ～AFTER STORY～,23,会员专享,9.9,1,1620916,548929,395703,1159658,36.09,36089722,日本,75495,1178,661,29262,京都动画,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,10,2,4
CLANNAD,23,会员专享,9.9,1,3715571,562604,515998,1773530,54.65,54652277,日本,72030,1177,326,24609,京都动画,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,10,4,4
