title,episodes,mark,score,is_finish,follows,coins,likes,danmus,views(million),views,area,count,season_id,long_com,short_com,production,乙女,偶像,催泪,冒险,剧情,动作,动画,励志,历史,原创,喜剧,声控,奇幻,小说改,少儿,少女,恋爱,恐怖,惊悚,战斗,推理,搞笑,无,日常,时泪,智斗,机战,架空,校园,歌舞,治愈,泡面,游戏改,漫画改,热血,爱情,特摄,社团,神魔,科幻,穿越,美食,职场,萌系,萝莉,运动,音乐,魔法,year,month,day,season
Concrete Revolutio 超人幻想 第二季,12,免费,9.4,1,213956,14569,7913,73806,3.97,3974818,日本,1913,3465,30,582,BONES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,4,4,2
在下坂本，有何贵干？,13,独家,9.4,1,5891068,723266,574015,3250355,214.69,214694135,日本,40820,3450,88,11249,Studio DEEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,4,8,2
黑子的篮球 第2期 OVA,1,会员专享,9.4,1,98217,2839,3158,29103,2.23,2226342,日本,443,3443,0,63,Production I.G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,2014,6,20,2
光之战记－ZUERST－,12,会员专享,9.4,1,343898,16357,71169,19223,3.63,3629043,日本,2964,34417,22,1111,横滨动画研究所,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,10,13,4
无能力者娜娜,13,会员专享,9.4,1,2031850,330212,730960,346260,44.6,44601609,日本,90368,34416,614,37787,Bridge,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,9,26,3
A3!满开剧团 秋组&冬组篇,12,独家,9.4,1,270860,7399,50830,13492,1.23,1234273,日本,588,34400,0,170,P.A.WORKS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2020,10,13,4
OVERLORD SP,8,免费,9.4,1,592456,38224,77746,51295,48.43,48434464,日本,4540,3428,1,1061,工作室 YUKAI,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2015,8,4,3
干物妹！小埋 OVA,2,免费,9.4,1,788236,71900,47850,363471,21.19,21194519,日本,4035,3421,4,787,动画工房,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,10,19,4
宇崎学妹想要玩！,12,独家,9.4,1,2467862,436324,601954,1050995,69.29,69286487,日本,36216,33800,129,9846,ENGI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,7,10,3
列比乌斯/Levius,12,限时免费,9.4,1,263210,10357,30066,12037,2.99,2987795,日本,1340,33597,13,456,Polygon Pictures,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2019,11,28,4
青之文学,12,免费,9.4,1,271371,5940,4242,42948,2.14,2139762,日本,1034,3341,10,289,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,10,10,4
怪盗基德（中配）,12,免费,9.4,1,81088,7174,29327,25527,4.58,4578148,日本,453,33395,0,103,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,4,17,2
昨日之歌,12,免费,9.4,1,982387,160887,166908,404156,18.86,18863033,日本,24598,33006,306,8622,动画工房,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,4,4,2
宝可梦 我们的故事,1,会员专享,9.4,1,66959,5593,15529,16068,1.75,1754036,日本,686,32935,7,193,无,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,7,13,3
火球,13,免费,9.4,1,20011,434,589,1474,0.3,298281,日本,173,3232,0,53,无,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,4,7,2
大图书馆的牧羊人,12,免费,9.4,1,643549,42500,33661,388367,13.98,13979951,日本,3086,323,19,1040,Hoods Entertainment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,10,8,4
神不在的星期天,13,免费,9.4,1,649278,23299,30686,236018,6.92,6922258,日本,3295,3145,27,1128,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,7,6,3
房东青春期！,12,出品,9.4,1,720541,33138,59303,110881,19.92,19918701,日本,2993,3116,5,1049,Seven Arcs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016,1,10,1
无头骑士异闻录×2 结,12,免费,9.4,1,518489,44408,23624,411854,11.74,11737562,日本,3663,3101,44,896,朱夏,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,1,9,1
英国恋物语艾玛,12,免费,9.4,1,63322,1850,2024,33460,1.06,1059817,日本,236,2998,5,84,Studio Pierrot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,4,2,2
BLACK CAT,24,免费,9.4,1,227723,5319,12247,12958,1.95,1948983,日本,1102,2980,8,334,GONZO,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,10,6,4
地缚少年花子君,12,会员专享,9.4,1,3740817,515247,437589,1691611,73.84,73836039,日本,73230,29342,214,24543,Lerche,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,1,10,1
A3!满开剧团,12,独家,9.4,1,224056,15097,41364,41660,3.28,3282765,日本,1590,29307,7,551,P.A.WORKS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2020,1,14,1
侦探歌剧 少女福尔摩斯 OVA,2,免费,9.4,1,26177,356,1035,1618,0.23,231433,日本,104,2921,0,21,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,8,25,3
狼雨,30,会员专享,9.4,1,195702,8300,12863,47872,2.16,2161315,日本,602,2913,12,179,BONES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2003,1,6,1
四娘物语,2,免费,9.4,1,75233,2627,2060,11655,0.36,362705,日本,489,2906,3,173,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,2,29,1
浦岛坂田船的日常,12,会员专享,9.4,1,69930,3649,18620,2745,0.79,793176,日本,690,28629,2,237,GAINAX,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,10,2,4
美妙射击部,12,会员专享,9.4,1,216114,15741,29682,33392,2.71,2714245,日本,2444,28621,13,773,3Hz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2019,10,13,4
高达创形者 再起,13,独家,9.4,1,381860,31440,65521,135699,19,19000979,日本,8511,28593,50,3012,无,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2019,10,10,4
浪漫追星社,15,免费,9.4,1,20500,688,1476,3494,0.14,137098,日本,227,2849,4,86,STUDIO COMET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2009,7,7,3
女神异闻录3 剧场版 #1 Spring of Birth,1,会员专享,9.4,1,215991,7050,6472,39131,3.03,3034973,日本,617,2845,4,129,AIC,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2013,11,23,4
不可思议星球的双胞胎公主 Gyu,52,免费,9.4,1,112677,5743,8496,47060,3.95,3946621,日本,577,2796,1,182,无,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,4,1,2
超剧场版 Keroro军曹3 Keroro 对 Keroro 天空大决战,1,会员专享,9.4,1,7913,598,1624,2013,0.13,128968,日本,156,27809,0,35,Sunrise,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,3,1,1
超剧场版 Keroro军曹4 龙勇士的逆袭,1,会员专享,9.4,1,16235,586,1961,1761,0.12,119617,日本,128,27794,1,28,Sunrise,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,3,7,1
超剧场版 Keroro军曹5 诞生！究极Keroro奇迹的时空岛！,1,会员专享,9.4,1,15353,474,1601,1000,0.1,103503,日本,130,27793,0,30,无,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,2,27,1
落第骑士英雄谭,12,会员专享,9.4,1,2519766,495604,223860,2522878,103.78,103781557,日本,23904,2743,103,7595,"SILVER LINK,NEXUS",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,10,3,4
Concrete Revolutio 超人幻想 第一季,13,免费,9.4,1,524292,20203,20330,170732,10.23,10230204,日本,1999,2741,8,562,无,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,10,4,4
黑塔利亚 Axis Powers,26,免费,9.4,1,878871,54189,271280,1168643,37.15,37153519,日本,4934,2708,50,1322,Studio DEEN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2009,1,26,1
叛逆性百万亚瑟王 第二季,14,出品,9.4,1,182835,10103,24285,14353,3.37,3373443,日本,1392,26880,6,441,J.C.STAFF,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,4,4,2
萝球社！SS,12,免费,9.4,1,170950,11376,10152,248405,2.65,2649718,日本,1190,2683,6,388,无,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2013,7,5,3
萝球社！,12,免费,9.4,1,394823,18685,21919,416368,5.01,5005963,日本,1699,2682,7,506,无,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2011,7,1,3
ULTRAMAN 机动奥特曼,13,会员专享,9.4,1,778040,105569,101838,478203,38.61,38614502,日本,19614,26765,89,7267,无,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2019,4,2,2
境界线上的地平线,13,免费,9.4,1,854242,22889,15949,309787,11.7,11696182,日本,3001,2676,28,837,无,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2011,10,1,4
星球流浪记,52,免费,9.4,1,8487,267,224,11026,0.26,260440,日本,112,2662,0,50,MADHOUSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2003,10,16,4
Akubi girl,26,免费,9.4,1,24052,727,6818,1017,0.41,409424,日本,109,26156,0,65,STUDIO RONG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,4,2,2
乌瑟的穷困生活 梦幻篇,13,免费,9.4,1,38479,1376,2602,22786,1.16,1156946,日本,128,2615,0,41,三次元,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,7,3,3
多罗罗,24,出品,9.4,1,4567747,746714,591196,1454957,183.81,183811203,日本,79083,26146,387,23911,MAPPA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,1,6,1
网球并不可笑嘛 第五季,12,独家,9.4,1,25749,1458,1521,3573,1.23,1234144,日本,176,2604,0,38,MAPPA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2015,7,6,3
洲崎西 THE ANIMATION,12,出品,9.4,1,144735,7208,10845,28475,3.07,3065064,日本,798,2593,0,241,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,7,8,3
噬神者,13,免费,9.4,1,1412663,72875,86102,465488,43.93,43926588,日本,5865,2591,27,1726,ufotable,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2015,7,12,3
狗狗向前冲,4,免费,9.4,1,29156,536,3050,1075,0.23,226079,日本,152,25535,0,61,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,8,18,3
哆啦A梦 大雄的大魔境,1,免费,9.4,1,47024,2788,4258,16095,1.22,1221397,日本,310,2551,2,58,无,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1982,3,13,1
哆啦A梦 大雄的宇宙开拓史,1,免费,9.4,1,52777,3089,5358,13994,1.65,1651670,日本,388,2550,2,67,无,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1981,3,14,1
高达创战者 战斗部落（BATTLOGUE）,5,独家,9.4,1,77237,2348,7522,20691,2.79,2787129,日本,429,25420,0,75,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,8,4,3
铁甲飞天侠,26,免费,9.4,1,3159,193,696,540,0.16,155053,日本,107,2482,0,68,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1972,10,4,4
甜甜私房猫 第四季,25,会员专享,9.4,1,43575,2586,18085,6235,3.54,3541386,日本,202,24728,2,85,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,4,8,2
打工小哥！之2！,12,独家,9.4,1,57210,3955,10813,3706,1.26,1262049,日本,488,24613,2,200, Tomovies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2018,7,6,3
付丧神出租中,12,独家,9.4,1,469687,23255,34695,58656,6.69,6688187,日本,2684,24586,15,984,Telecom Animation Film,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2018,7,23,3
全金属狂潮 总集篇,3,免费,9.4,1,42978,2034,2746,15821,1,1003911,日本,308,24534,0,78,无,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,11,25,4
剧场版 笑傲昙天(外传) 「中篇」,1,独家,9.4,1,33408,1427,1802,3032,0.44,435063,日本,300,24287,1,103,WIT STUDIO,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,6,9,2
剧场版总集篇 OVERLORD 不死者之王,1,独家,9.4,1,393556,40207,58388,125262,20.68,20684043,日本,3267,24255,2,569,MADHOUSE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,2,25,1
GO!GO!575,5,免费,9.4,1,53022,1197,1160,9069,0.71,707942,日本,259,241,1,91,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,1,9,1
鹿枫堂 （中配）,12,独家,9.4,1,18831,2075,3977,8715,0.76,759387,日本,388,23976,6,190,ZEXCS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,4,11,2
LOST SONG 失落的歌谣,12,免费,9.4,1,409171,24657,25710,123390,6.73,6730434,日本,12519,23879,234,5403,无,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2018,3,31,1
冷然之天秤,12,免费,9.4,1,475472,14768,42980,133293,9.92,9922819,日本,2245,23848,7,861,ZERO-G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,4,1,2
敦君与女朋友,25,会员专享,9.4,1,1202749,80203,164742,61890,22.52,22515692,日本,6888,23838,14,2258,梦太公司,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,4,6,2
盖塔机器人,51,免费,9.4,1,15810,648,1641,8029,0.47,472251,日本,137,2352,0,47,东映动画,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1974,4,4,2
横山光辉三国志,47,免费,9.4,1,16046,664,1191,7848,0.56,556132,日本,119,2347,0,29,无,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1991,10,18,4
青兰圆舞曲,39,免费,9.4,1,25719,629,879,23371,0.4,401266,日本,136,2346,6,51,手冢Production,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991,7,14,3
咕噜咕噜魔法阵,45,免费,9.4,1,28286,753,664,17909,0.65,649192,日本,152,2326,2,54,无,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1994,10,13,4
H2 好逑双物语,41,免费,9.4,1,19370,720,698,8905,0.6,603532,日本,178,2316,2,51,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1995,6,1,2
街头霸王2 V,29,免费,9.4,1,49372,3097,6276,28404,1.69,1688262,日本,206,2308,0,60,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,4,10,2
樱花大战 TV版,25,免费,9.4,1,123476,3032,5267,34742,1.47,1471376,日本,678,2290,4,162,MADHOUSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2000,4,8,2
烈火之炎,42,免费,9.4,1,35264,357,492,5768,0.71,705853,日本,104,2283,1,34,无,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1997,7,19,3
魔术士奥芬,24,免费,9.4,1,14974,499,511,7545,0.37,367540,日本,116,2268,0,35,无,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,10,3,4
傀儡师左近,26,免费,9.4,1,28290,981,973,20190,0.53,530473,日本,242,2199,2,81,无,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999,10,8,4
刻刻,12,独家,9.4,1,1213268,68619,68028,276208,20.72,20718232,日本,13962,21755,107,5217,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2018,1,8,1
学校怪谈,20,免费,9.4,1,56314,1454,2280,25752,0.92,920581,日本,311,2171,1,109,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,10,22,4
最后的吸血鬼,1,免费,9.4,1,90245,2414,2932,9723,0.9,901185,日本,507,2170,1,172,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,11,18,4
幻影死神,12,免费,9.4,1,32530,819,1107,4330,0.51,510165,日本,210,2150,5,76,无,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,1,5,1
最游记RELOAD,25,免费,9.4,1,33462,825,886,34083,0.87,873330,日本,155,2145,2,32,Studio Pierrot,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,10,2,4
头文字D Fifth Stage,14,会员专享,9.4,1,140880,4560,14547,24197,2.76,2757301,日本,1165,211,4,174,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2012,11,9,4
圣石小子,51,免费,9.4,1,27753,203,50,0,0.26,255187,日本,156,2100,1,50,Studio DEEN,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,10,13,4
