title,episodes,mark,score,is_finish,follows,Follows,coins,likes,danmus,views(million),views,area,count,season_id,long_com,short_com,production,乙女,偶像,催泪,冒险,剧情,动作,动画,励志,历史,原创,喜剧,声控,奇幻,小说改,少儿,少女,恋爱,恐怖,惊悚,战斗,推理,搞笑,无,日常,时泪,智斗,机战,架空,校园,歌舞,治愈,泡面,游戏改,漫画改,热血,爱情,特摄,社团,神魔,科幻,穿越,美食,职场,萌系,萝莉,运动,音乐,魔法,year,month,day,season,其他
坂道上的阿波罗,12,免费,9.6,1,16.91 ,169073,5906,6850,51353,1.34,1339003,日本,1747,780,17,582,无,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2012,4,12,2,1
结城友奈是勇者 鹫尾须美之章&勇者之章,12,独家,9.6,1,37.69 ,376942,40206,37097,105226,6.8,6801770,日本,6498,6448,100,2142,Studio五组,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,10,7,4,1
长门有希酱的消失 OAD,1,免费,9.6,1,3.83 ,38267,2883,3481,8850,0.45,450771,日本,647,6407,0,157,SATELIGHT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,10,26,4,1
魔女的考验【日语】,51,免费,9.6,1,6.97 ,69716,3186,8774,77185,2.88,2880516,日本,451,6375,8,164,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2005,7,2,3,1
咕噜咕噜魔法阵 新系列,24,会员专享,9.6,1,8.63 ,86300,11706,3087,42039,2.29,2288745,日本,1051,6332,2,468,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2017,7,12,3,1
黄金拼图 Pretty Days,1,免费,9.6,1,6.07 ,60747,6916,4100,11848,0.49,485736,日本,1242,6205,2,331,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016,11,12,4,0
Dimension W~维度战记~ OVA,1,免费,9.6,1,14.32 ,143217,815,272,1050,0.64,641939,日本,612,6183,1,179,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2017,5,19,2,0
NEW GAME! OVA,1,免费,9.6,1,17.11 ,171130,11426,9026,39069,1.52,1519939,日本,1868,6158,1,372,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2017,4,30,2,1
斯特拉的魔法 OVA,2,免费,9.6,1,2.23 ,22290,1758,1991,1755,0.22,219175,日本,328,6049,1,93,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,2,24,1,0
MS动画图鉴 第二季,76,免费,9.6,1,4.90 ,49011,4667,12132,5582,3.24,3242932,日本,148,6046,0,29,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,8,12,3,1
三千里寻母记,52,免费,9.6,1,2.39 ,23946,503,923,2995,0.36,362904,日本,126,5948,1,53,无,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1976,1,4,1,1
龙的牙医,2,独家,9.6,1,46.05 ,460533,26287,26254,55742,4.52,4518026,日本,3623,5933,22,1145,Khara,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,2,18,1,1
剧场版 银河机攻队Majestic Prince 觉醒的基因,1,免费,9.6,1,2.99 ,29927,954,1323,3503,0.58,579248,日本,204,5924,2,45,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,11,4,4,1
神明之记,16,免费,9.6,1,4.00 ,40048,1972,3015,2789,1.27,1267847,日本,365,5909,0,136,想通,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,11,24,4,1
超级弹丸论破2.5 狛枝凪斗与世界的破坏者,1,免费,9.6,1,49.14 ,491381,18772,46147,70889,5.92,5915416,日本,2684,5906,3,775,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,1,12,1,1
越狱兔 第4季,13,免费,9.6,1,6.24 ,62408,18536,61562,27787,12.74,12739948,日本,569,5871,0,88,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2011,3,26,1,1
鬼平,13,免费,9.6,1,28.90 ,288963,13695,20153,30204,4.99,4993790,日本,1086,5792,6,370,无,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,1,10,1,1
偶像大师,1,免费,9.6,1,5.72 ,57215,2081,1815,6660,0.56,556408,日本,1294,5765,1,375,无,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,6,16,2,1
KARNEVAL狂欢节,13,免费,9.6,1,67.40 ,673996,18551,38548,291104,7.68,7681635,日本,2251,572,7,756,Manglobe,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,4,3,2,1
喜欢上你的那个瞬间。～告白实行委员会～,1,独家,9.6,1,71.85 ,718478,25326,27199,90897,7.89,7892341,日本,3078,5576,12,752,无,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,12,17,4,1
光晕：传奇,8,免费,9.6,1,5.46 ,54555,4146,7906,14441,1.63,1625708,美国,477,5574,0,134,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010,2,16,1,0
乌冬面之国的金色毛球,12,免费,9.6,1,76.64 ,766435,43139,47950,191183,13.14,13144387,日本,3029,5525,10,1046,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,10,9,4,0
骑行少女,12,免费,9.6,1,13.39 ,133914,9398,8064,78326,2.24,2240597,日本,812,5518,4,295,Actas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2016,10,8,4,1
极道君漫游记,26,免费,9.6,1,0.86 ,8554,372,394,3719,0.19,192806,日本,106,5502,1,54,无,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999,4,2,2,1
女神异闻录5 -THE DAY BREAKERS-,1,独家,9.6,1,27.15 ,271477,6408,8077,24367,3.69,3691595,日本,1595,5482,1,534,A1 Pictures,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2016,9,3,3,0
雷顿教授与永远的歌姬,1,免费,9.6,1,1.69 ,16862,808,622,3179,0.14,139758,日本,179,5472,0,65,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,12,19,4,1
剧场版 快要坏掉的八音盒,1,免费,9.6,1,16.13 ,161275,18341,12045,45350,2.85,2851241,日本,1339,5456,9,453,Actas,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,9,11,3,1
最终幻想15 兄弟情,5,免费,9.6,1,14.18 ,141836,3728,1144,18382,2.41,2408164,日本,813,5454,6,235,无,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,3,31,1,1
科学小飞侠Crowds SP,1,免费,9.6,1,1.41 ,14134,531,751,570,0.17,166951,日本,201,5421,1,57,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2014,1,24,1,0
神龙之谜,46,免费,9.6,1,1.38 ,13773,402,1031,4509,0.69,687842,日本,119,5413,0,39,无,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991,10,17,4,1
新战神金刚：传奇守护神,11,免费,9.6,1,1.92 ,19189,567,815,11034,0.45,453294,美国,165,5384,0,65,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,6,10,2,1
包在小可身上,1,免费,9.6,1,6.13 ,61314,2363,3173,9080,0.73,728653,日本,416,5349,0,131,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2000,7,15,3,0
超次元游戏 海王星,13,免费,9.6,1,68.44 ,684421,29080,33780,282137,7.01,7009651,日本,4188,530,17,1449,david production,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2013,7,12,3,1
蔷薇少女 序曲,2,免费,9.6,1,12.27 ,122744,3196,7463,15235,0.94,935819,日本,569,524,3,146,无,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2006,12,22,4,0
蔷薇少女 梦之终结,12,免费,9.6,1,21.36 ,213558,10816,20908,91086,3.46,3459269,日本,1592,523,4,424,无,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2005,10,20,4,0
科学小飞侠Crowds,12,会员专享,9.6,1,23.46 ,234573,5672,9096,45953,2.01,2007318,日本,1560,520,5,521,龙之子,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2013,7,12,3,0
玉响～more aggressive～,12,免费,9.6,1,4.36 ,43600,3567,1812,24169,0.68,683719,日本,406,515,6,115,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2013,7,3,3,1
神奇宝贝：皮卡丘的鬼怪狂欢节,1,免费,9.6,1,3.00 ,29965,1154,2897,1149,1.17,1165431,日本,146,5008,0,50,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2005,8,1,3,0
天堂之吻,12,免费,9.6,1,24.27 ,242737,6486,7046,38874,4.39,4394347,日本,997,4990,10,331,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,10,14,4,1
拳皇的另一天,4,免费,9.6,1,3.66 ,36622,1844,3162,9885,1.54,1541663,日本,378,4984,0,135,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,12,2,4,0
名侦探柯南 侦探们的镇魂歌,1,会员专享,9.6,1,19.86 ,198587,20303,41614,120590,7.66,7656041,日本,2939,4920,9,467,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,4,15,2,1
名侦探柯南 战栗的乐谱,1,会员专享,9.6,1,17.29 ,172935,17436,33530,95204,6.17,6174337,日本,2656,4784,6,465,东京MOVIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,4,19,2,1
小凉宫春日的忧郁,25,独家,9.6,1,22.67 ,226717,9767,23852,17142,3.41,3413342,日本,1821,4735,4,395,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2009,2,14,1,0
茄子 带着旅行箱的候鸟,1,免费,9.6,1,0.70 ,7044,515,1222,527,0.05,54545,日本,136,4714,0,46,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2007,10,24,4,1
私立堀镡学园 番外篇,1,免费,9.6,1,5.26 ,52607,1057,1245,4156,0.54,543422,日本,220,4638,1,74,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2012,1,1,1,0
妖精的尾巴 剧场版 凤凰巫女,1,会员专享,9.6,1,23.99 ,239900,24995,20685,40690,3.74,3742471,日本,1837,4498,4,559,A1 Pictures,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,8,18,3,1
偶像大师 闪耀祭典,3,免费,9.6,1,3.12 ,31161,2009,1720,4764,0.46,456191,日本,815,4455,0,229,A1 Pictures,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,10,25,4,1
恋旅～True Tours Nanto～,6,免费,9.6,1,13.78 ,137753,3710,4400,12710,1.16,1164197,日本,567,4440,1,182,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,4,28,2,1
中二病也要谈恋爱！恋 Lite,6,免费,9.6,1,54.09 ,540854,19068,26896,61606,11.44,11442649,日本,2458,4351,2,429,无,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,12,26,4,1
结城友奈是勇者,12,会员专享,9.6,1,54.59 ,545912,28273,47321,182679,6.33,6327008,日本,6733,4273,91,2096,无,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,10,16,4,1
上课小动作 OAD,1,免费,9.6,1,9.14 ,91443,2336,5393,26789,1.28,1281590,日本,449,4230,1,123,LIDENFILM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,1,4,1,0
特利迦奥特曼 泽塔篇,1,会员专享,9.6,1,6.97 ,69737,10219,50535,19695,3.63,3630070,日本,3592,42119,13,1404,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2022,3,18,1,1
憨豆先生动画版 第三季 中文配音,26,会员专享,9.6,1,1.64 ,16390,1907,8490,955,3.71,3706655,英国,112,41935,0,26,无,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,5,6,2,1
团团奇米莫,24,会员专享,9.6,1,4.38 ,43817,3518,121800,2677,0.88,877195,日本,309,41891,1,123,新锐动画,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2022,7,8,3,1
怪物之子,1,独家,9.6,1,24.18 ,241768,32404,19388,46056,1.95,1948415,日本,5057,4129,32,1529,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,7,11,3,0
四色战记 / RWBY 第三季,12,独家,9.6,1,3.20 ,31968,2533,28957,3825,0.73,727958,美国,491,41135,5,119,无,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,10,24,4,0
皮卡丘，这是什么的钥匙？,1,免费,9.6,1,1.37 ,13724,620,1716,1017,0.69,688303,日本,108,4107,0,35,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,7,19,3,0
囝仔小短篇,13,免费,9.6,1,3.71 ,37059,1706,2786,1671,0.78,777039,日本,324,4086,0,81,KINEMA CITRUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,7,3,3,0
不能播放,12,会员专享,9.6,1,3.98 ,39790,3958,17395,1091,1.17,1174889,日本,877,40536,2,179,"神南工作室,Space Neko Company",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,1,9,1,0
Q版猫和老鼠 第三季,39,会员专享,9.6,0,2.49 ,24906,1184,7129,625,1.42,1417816,美国,126,39791,0,37,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990,9,8,3,1
舞-乙HiME Zwei,4,免费,9.6,1,1.17 ,11686,365,671,3494,0.21,212642,日本,136,3973,0,35,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,11,24,4,1
哆啦A梦 大雄的宇宙漂流记,1,免费,9.6,1,5.39 ,53856,2153,6209,15889,1,996785,日本,298,3903,0,54,无,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1999,3,6,1,1
戴拿奥特曼,51,会员专享,9.6,1,72.89 ,728910,19178,110686,69006,10.86,10859471,日本,3171,38989,22,964,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1997,9,6,3,1
蜡笔小新之黑暗珠珠大追击,1,会员专享,9.6,1,8.59 ,85892,4288,8438,22400,2.09,2086811,日本,617,3874,0,119,无,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1997,4,19,2,1
蜡笔小新之布里布里王国的秘密宝藏,1,会员专享,9.6,1,8.40 ,83991,4873,8540,21502,1.78,1776040,日本,563,3870,1,105,无,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,4,23,2,1
哆啦A梦 大雄的新魔界大冒险~7人之魔法使,1,免费,9.6,1,6.57 ,65687,4048,9204,26153,1.81,1806639,日本,591,3869,4,145,无,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2007,3,10,1,1
哆啦A梦 大雄的魔界大冒险,1,免费,9.6,1,4.36 ,43596,2885,4551,40305,1.39,1386584,日本,341,3867,2,53,LIDENFILM,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1984,3,17,1,1
魔卡少女樱 知世的影像活跃日记,1,免费,9.6,1,20.00 ,199964,9112,14265,27391,3.57,3567092,日本,1318,3858,0,354,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,1,1,1,1
潜行吧！奈亚子W OVA,1,免费,9.6,1,18.70 ,187041,4533,6644,35966,3.42,3419600,日本,674,3852,3,156,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,10,25,4,0
潜行吧！奈亚子 OVA 温柔地解决敌人的方法,1,免费,9.6,1,30.80 ,308012,5613,13535,27559,5.46,5459720,日本,753,3851,2,179,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,11,30,4,1
再见绝望先生 Blu-ray BOX化纪念话,2,免费,9.6,1,5.01 ,50112,1274,1530,1652,0.36,359573,日本,304,3850,1,62,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1,31,1,0
赛罗奥特曼 英雄传,25,会员专享,9.6,1,71.82 ,718189,17557,95247,55376,10.96,10963948,日本,2073,38408,9,555,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,2017,1,7,1,1
人类衰退之后 SP,6,免费,9.6,1,4.12 ,41231,2488,4387,5727,0.95,945262,日本,543,3836,0,135,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,7,1,3,1
逮捕令 剧场版 墨东署最大危机,1,免费,9.6,1,1.61 ,16145,531,657,3001,0.18,183196,日本,147,3830,0,25,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1999,4,24,2,1
未确认进行式 OAD,1,免费,9.6,1,9.91 ,99087,5754,10216,11243,1.93,1929435,日本,790,3797,0,163,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,3,28,1,1
校园迷糊大王 三学期,2,免费,9.6,1,2.96 ,29641,5582,2559,177940,2.73,2727617,日本,539,3751,8,166,Studio DEEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,7,17,3,0
阿茹茉妮,1,免费,9.6,1,27.88 ,278784,12227,22583,18734,2.32,2318290,日本,1917,3673,10,600,无,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,3,1,1,0
山田君与7人魔女 OAD,2,免费,9.6,1,27.93 ,279263,7653,10163,22272,3.66,3662571,日本,1355,3586,8,447,LIDENFILM,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,12,17,4,0
奇诺之旅 塔之国 -Free Lance-,1,免费,9.6,1,4.93 ,49307,17521,22978,82207,6.11,6110242,日本,428,3581,7,89,无,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,3,30,1,1
