title,episodes,mark,score,is_finish,follows,Follows,coins,likes,danmus,views(million),views,area,count,season_id,long_com,short_com,production,乙女,偶像,催泪,冒险,剧情,动作,动画,励志,历史,原创,喜剧,声控,奇幻,小说改,少儿,少女,恋爱,恐怖,惊悚,战斗,推理,搞笑,无,日常,时泪,智斗,机战,架空,校园,歌舞,治愈,泡面,游戏改,漫画改,热血,爱情,特摄,社团,神魔,科幻,穿越,美食,职场,萌系,萝莉,运动,音乐,魔法,year,month,day,season,其他
前进吧！登山少女 第四季,6,独家,9.9,0,49.48 ,494786,8366,42349,5767,0.8,804683,日本,696,43151,3,219,8bit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,10,4,4,0
前进吧！登山少女 第四季,6,独家,9.9,0,49.48 ,494786,8366,42349,5767,0.8,804683,日本,696,43151,3,219,8bit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,10,4,4,0
银河英雄传说：全新命题 策谋,6,独家,9.9,0,52.45 ,524499,8221,36585,5678,1.06,1059518,日本,644,43149,2,113,无,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2022,9,30,3,1
银河英雄传说：全新命题 策谋,6,独家,9.9,0,52.45 ,524499,8221,36585,5678,1.06,1059518,日本,644,43149,2,113,无,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2022,9,30,3,1
星之梦～雪圈球～,1,独家,9.9,1,121.02 ,1210207,42837,63703,13185,1.53,1529438,日本,5311,39288,17,1892,Okuruto Noboru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2021,8,25,3,1
星之梦～雪圈球～,1,独家,9.9,1,121.02 ,1210207,42837,63703,13185,1.53,1529438,日本,5311,39288,17,1892,Okuruto Noboru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2021,8,25,3,1
浪客剑心 追忆篇,4,限时免费,9.9,1,52.70 ,527000,41958,50871,36126,5.11,5108026,日本,11047,3578,37,3525,Studio DEEN,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999,2,20,1,1
命运石之门 负荷领域的既视感,1,免费,9.9,1,68.88 ,688765,101016,58989,249992,9.18,9177375,日本,16508,3467,59,5296,WHITE FOX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2013,4,20,2,1
来自深渊 剧场版总集篇,2,独家,9.9,1,60.60 ,606046,61161,113725,75648,7.24,7236456,日本,11582,34544,46,3521,KINEMA CITRUS,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,1,4,1,1
吹响吧！上低音号～誓言的终章～,1,独家,9.9,1,91.66 ,916578,69032,45716,127172,3.76,3756564,日本,21343,28951,138,6601,京都动画,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2019,4,19,2,1
高分少女 第二季,9,独家,9.9,1,62.42 ,624172,109245,57964,116379,9.91,9907424,日本,28953,28618,109,10266,J.C.STAFF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,10,26,4,1
凉宫春日的消失,1,独家,9.9,1,58.17 ,581665,45873,34884,71432,2.98,2981060,日本,16108,2809,98,5127,京都动画,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,2,6,1,0
魔法少女小圆 剧场版 [新篇] 叛逆的物语,1,独家,9.9,1,122.95 ,1229518,76070,69765,113027,5.18,5180036,日本,32171,27063,121,10513,SHAFT,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,10,26,4,1
剧场版 悠哉日常大王 Vacation,1,会员专享,9.9,1,40.44 ,404431,61643,33026,65585,3.28,3279049,日本,12605,26632,43,4304,SILVER LINK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2019,2,27,1,0
头文字D First Stage,26,会员专享,9.9,1,63.55 ,635487,30541,101357,111549,14.39,14393981,日本,3681,207,19,1909,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1998,4,19,2,1
备长炭,12,免费,9.9,1,22.49 ,224942,33256,37752,41175,2.47,2471759,日本,4369,1394,16,1633,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2006,2,2,1,0
米奇妙妙屋 第1季 中文配音,26,会员专享,9.8,1,10.32 ,103191,14863,53756,39724,15.09,15093947,美国,1038,41920,1,470,无,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,5,5,2,1
青之芦苇,10,会员抢先,9.8,0,14.52 ,145164,17169,61199,12326,3.14,3140164,日本,1900,41575,11,643,Production I.G,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2022,4,9,2,1
呆萌酷男孩,5,会员专享,9.8,0,18.71 ,187110,7223,29533,4033,1.3,1295583,日本,678,43156,2,256,Studio Pierrot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,10,10,4,0
天降之物Final 我永远的鸟笼,1,免费,9.8,1,59.33 ,593318,55021,42872,65627,6.34,6341349,日本,7703,973,39,2736,旭Production,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,6,25,2,0
白兔糖 特典,4,免费,9.8,1,8.83 ,88342,7785,8228,10589,0.99,986247,日本,1424,894,5,369,Production I.G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,7,8,3,0
白兔糖,11,免费,9.8,1,60.72 ,607220,46929,42039,212204,6.85,6845291,日本,7634,893,56,2487,Production I.G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,7,7,3,0
食梦者。3,25,独家,9.8,1,13.15 ,131518,19633,13997,247373,3.86,3859255,日本,4607,729,33,1551,J.C.STAFF,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2012,10,6,4,1
啾咪BABY 日语版,13,免费,9.8,1,71.48 ,714788,32166,71901,141931,5.74,5743465,日本,6836,709,17,1957,J.C.STAFF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2012,1,5,1,0
人类衰退之后,12,免费,9.8,1,58.38 ,583789,21559,43551,62210,5.08,5080123,日本,5605,703,26,1987,无,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2012,7,1,3,1
春宵苦短，少女前进吧,1,独家,9.8,1,53.81 ,538072,36488,24233,53420,3.58,3575444,日本,11345,6518,116,4236,无,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,4,7,2,1
IDOLiSH7-偶像星愿-,17,免费,9.8,1,60.40 ,603953,57195,84498,261243,15.94,15939904,日本,7502,6485,115,3289, TROYCA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2018,1,7,1,1
终物语 下,7,独家,9.8,1,67.81 ,678129,37273,18172,105613,5.95,5947229,日本,7519,6345,55,2497,SHAFT,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2017,8,12,3,1
学生会的一己之见 Lv.2,10,免费,9.8,1,39.47 ,394727,50980,47028,148207,5.85,5847532,日本,5296,632,16,1596,AIC,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,10,13,4,1
学生会的一己之见,12,免费,9.8,1,90.59 ,905896,60719,73095,218332,10.17,10169274,日本,8426,631,35,2519,Studio DEEN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,10,2,4,1
拽妹黛薇儿 第五季,13,免费,9.8,1,2.14 ,21411,3583,2109,9918,0.71,706501,美国,254,6298,3,72,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,2,19,1,1
南家三姐妹 我回来了,13,免费,9.8,1,27.71 ,277051,22449,19310,260895,6.24,6239042,日本,3155,623,8,876,ZEXCS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,1,5,1,0
变形金刚 领袖之证 第三季（中文版）,16,免费,9.8,1,7.04 ,70438,11306,52233,192790,8.55,8553658,美国,1214,6181,2,303,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2013,3,22,1,0
变形金刚 领袖之证 第二季（中文版）,25,免费,9.8,1,5.53 ,55335,10085,57563,154318,8.89,8889318,美国,849,6180,0,172,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2012,2,25,1,0
变形金刚 领袖之证 第一季（中文版）,27,免费,9.8,1,11.29 ,112893,14920,69823,173014,11.25,11251452,美国,1432,6179,2,362,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2010,11,26,4,0
珈百璃的堕落 SP,2,免费,9.8,1,40.23 ,402331,47136,50151,116157,7.69,7687492,日本,5696,6042,5,1247,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,3,24,1,0
重启咲良田,24,会员专享,9.8,1,78.38 ,783761,65695,75748,210143,9.83,9826604,日本,19973,5983,195,7233,david production,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,4,5,2,1
元气少女缘结神 新婚篇,1,免费,9.8,1,74.60 ,745983,89329,49197,144741,11.67,11669971,日本,3715,5882,6,1106,无,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,12,20,4,1
ACCA13区监察课,12,免费,9.8,1,135.97 ,1359743,71414,76252,258573,16.17,16167760,日本,11698,5795,44,3780,MADHOUSE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,1,10,1,1
我的青春恋爱物语果然有问题 续 OVA,1,免费,9.8,1,76.88 ,768800,105477,55333,235096,13.8,13795811,日本,11658,5622,15,2234,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,10,27,4,1
飞翔的魔女,12,会员专享,9.8,1,85.33 ,853318,49819,65714,217845,10.1,10095452,日本,11529,5617,36,3777,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,4,9,2,1
悠哉日常大王 Repeat OAD,1,免费,9.8,1,48.93 ,489311,18300,18611,24808,4.77,4765571,日本,2907,5567,12,834,SILVER LINK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,9,23,3,1
降世神通：最后的气宗 第一季,20,免费,9.8,1,24.37 ,243654,5593,1932,25695,1.46,1458101,美国,2188,5391,6,648,无,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2,21,1,0
名侦探柯南 瞳孔中的暗杀者,1,会员专享,9.8,1,19.63 ,196277,28651,42966,132315,7.58,7583110,日本,5443,5365,7,1260,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,4,22,2,1
名侦探柯南 通往天国的倒计时,1,会员专享,9.8,1,19.20 ,192019,23719,39368,130492,7.31,7314724,日本,4218,5316,8,830,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,4,21,2,1
千年女优,1,免费,9.8,1,28.09 ,280884,34228,51451,64904,2.24,2237369,日本,6360,5297,61,1767,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,7,28,3,1
名侦探柯南 贝克街的亡灵,1,会员专享,9.8,1,34.12 ,341221,64539,96147,197484,13.52,13519695,日本,13066,5234,28,3399,小岛哲,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,4,20,2,1
名侦探柯南 迷宫的十字路口,1,会员专享,9.8,1,21.45 ,214463,27278,45244,127926,8.14,8136558,日本,4511,5156,11,951,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,4,19,2,1
温暖的印记,10,免费,9.8,1,68.82 ,688232,50860,47037,49960,14.37,14368962,日本,7089,5125,7,2615,Fanworks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,6,6,2,1
星之梦～星之人～,1,独家,9.8,1,25.87 ,258696,42914,22858,76843,2.39,2391967,日本,6000,5051,28,1885,david production,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,9,3,3,1
第一神拳,76,免费,9.8,1,12.80 ,127950,15205,20056,108339,12.91,12908996,日本,1786,500,1,494,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2000,10,3,4,1
草莓棉花糖 OVA 第1期,3,免费,9.8,1,4.98 ,49775,8350,8764,15172,1.22,1218831,日本,677,4828,0,131,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2007,2,23,1,0
草莓棉花糖 encore,2,免费,9.8,1,5.96 ,59625,8350,8764,15172,1.22,1218831,日本,778,4737,2,187,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2009,1,23,1,1
最终幻想VII：降临之子,1,免费,9.8,1,27.88 ,278763,28295,26167,48168,3.08,3082153,日本,5187,4720,16,1196,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2005,9,14,3,1
堀桑与宫村君,3,免费,9.8,1,35.25 ,352535,18102,51908,21141,5.77,5768853,日本,3172,4333,3,863,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,10,5,4,1
魔法少女小圆 剧场版 [后篇] 永远的物语,1,独家,9.8,1,103.62 ,1036169,16129,22786,31179,2.06,2061690,日本,4179,4317,9,792,无,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,10,26,4,1
魔法少女小圆 剧场版 [前篇] 起始的物语,1,独家,9.8,1,111.53 ,1115259,19013,28757,43357,2.49,2494864,日本,4430,4316,6,911,无,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2012,10,6,4,1
新猫和老鼠 第四季,26,会员专享,9.8,1,24.32 ,243196,9977,35780,9009,9.51,9509268,美国,931,42921,1,153,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,1,1,1,1
犬夜叉剧场版 镜中的梦幻城,1,会员专享,9.8,1,1.64 ,16448,3536,9951,3564,0.42,417258,日本,433,42653,3,138,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,12,21,4,1
关于养猫我一直是新手,14,独家,9.8,0,6.21 ,62065,4309,54791,1227,2.04,2035587,日本,742,42406,0,203,Studio Puyukai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,8,3,3,1
史努比太空历险记 第一季,12,会员专享,9.8,1,1.63 ,16258,1492,4624,691,0.8,800508,加拿大,348,42309,0,61,无,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,11,1,4,1
艾克斯奥特曼剧场版 来了！我们的奥特曼,1,免费,9.8,1,3.52 ,35201,6933,27375,16546,1.6,1599799,日本,1534,41954,3,538,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016,3,12,1,1
憨豆先生动画版 第一季,52,会员专享,9.8,1,2.08 ,20839,4059,10249,694,7.21,7207650,英国,162,41930,0,69,无,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,1,25,1,1
银河英雄传说：全新命题 激战,12,独家,9.8,1,46.95 ,469512,23346,87384,22278,3.38,3381771,日本,2304,41534,10,396,无,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2022,4,15,2,1
疯狂兔子入侵：火星任务,3,独家,9.8,1,3.43 ,34278,4707,25831,3572,2.25,2248265,美国,488,41198,0,192,无,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2,18,1,1
前进吧！登山少女 第二季,24,独家,9.8,1,11.20 ,112017,16709,26180,98598,2.53,2534971,日本,2452,4115,9,628,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,7,9,3,0
四色战记 / RWBY 第二季,12,独家,9.8,1,3.97 ,39713,4110,27982,4612,1.04,1042752,美国,708,41134,1,172,无,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,7,24,3,0
愤怒的小鸟：猪猪传 第一季,31,免费,9.8,1,0.77 ,7700,990,16650,1828,2.58,2577598,芬兰,111,40759,0,46,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,4,11,2,1
愤怒的小鸟 第三季,26,免费,9.8,1,0.87 ,8731,918,17522,2134,2.82,2817798,芬兰,128,40758,0,43,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,10,1,4,1
愤怒的小鸟 第二季,26,免费,9.8,1,2.08 ,20828,2377,28290,3225,5.24,5244294,芬兰,207,40757,1,102,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,10,19,4,1
愤怒的小鸟 第一季,52,免费,9.8,1,3.70 ,36988,3746,61378,8266,8.04,8041296,芬兰,383,40756,1,148,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,3,17,1,1
元气囝仔,12,免费,9.8,1,67.63 ,676251,48584,60050,209315,8.89,8887693,日本,9774,4070,23,3129,KINEMA CITRUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,7,5,3,0
猫和老鼠（1975）,16,会员专享,9.8,0,245.38 ,2453845,10204,47800,6377,6.08,6080242,美国,863,39837,1,195,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1975,1,1,1,1
四色战记 / RWBY 第一季,16,独家,9.8,1,19.03 ,190338,14513,45269,8795,3.44,3438213,美国,2311,39495,7,691,无,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,7,18,3,0
结城友奈是勇者 第三季 / 大满开之章,12,独家,9.8,1,86.03 ,860272,48693,132349,35576,6.63,6627843,日本,4653,39486,39,1426,Studio五组,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2021,10,2,4,1
新飞天小女警 第二季,41,免费,9.8,0,6.69 ,66856,6155,36032,18719,13.78,13778389,美国,536,39472,2,131,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,3,3,1,1
新飞天小女警 第一季,40,免费,9.8,0,14.05 ,140545,11783,59563,35786,11.89,11886726,美国,1328,39471,2,374,无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,4,4,2,1
异想食堂  / 异世界食堂 第二季,12,会员专享,9.8,1,192.85 ,1928540,53560,108737,64373,7.3,7300691,日本,4280,39446,12,1144,OLM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2021,10,1,4,1
