title,episodes,mark,score,is_finish,series_follow,follows,coins,likes,danmus,views,area,count,season_type,tags,pub_date,long_com,short_com,production,cv,intro
DEPTH OF FIELD ～ 爱与憎恨的剧场,7,免费,9.5,1,6074706,376618,21114,25765,100670,9707970,日本,2339,1,"['萌系', '搞笑', '校园']",2012-12-19,1,454,无,"凸守早苗：上坂すみれ,小鸟游六花：内田真礼",2012年底开始连载的SP小品剧集，大约每个月出一集。人物启用《中二病也要谈恋爱》TV版的原班人马，第1集登场的角色有六花和早苗。《DEPTH OF FIELD》的编剧不再是《中二病》TV版的花田十辉，而是由监督石原立也和剧组各人员共同完成。
小林家的龙女仆 第二季 中配版,13,独家,9.5,1,9659493,230422,24223,129457,37591,14523377,日本,1079,1,"['漫画改', '搞笑', '日常', '萌系']",2021-07-18,6,328,京都动画,"小林：常蓉珊,托尔：钱琛,依露露：闫夜桥,真土翔太：幽舞越山,泷谷真：谷江山,康娜：沈念如,法夫纳：郭浩然,尔科亚：李诗萌,艾露玛：贺文潇","那位不可思议的龙女仆再度登场！因为各种奇妙的原因而作为小林家的女仆而工作中的龙·托尔。偶尔（胡说，是经常）给亲爱的小林添麻烦，总算是融入了人类社会，成为了一个完美的（骗人，也就还行）女仆。同样是龙的康娜,露科亚,法夫纳,艾露玛一行，也各自找到了自己的容身之所，享受着人类与异种族之间的交流。就在大家裹着这般悠闲，偶尔动荡的日常生活之时，又有新的来自龙族的威胁，冲着小林来了——"
赛文加格斗,7,会员专享,9.5,1,159307,16178,1015,15194,1676,1128131,日本,300,1,"['热血', '科幻']",2021-03-17,2,111,无,"夏川遥辉：平野宏周,中岛洋子：松田里茉,蛇仓翔太：青柳尊哉,大田结花：黑木光",本作讲述了赛文加英勇格斗的故事。赛文加，圆谷特摄剧《奥特曼》系列中登场的机械怪兽。在《雷欧奥特曼》中是光之国给予无法变身的诸星团使用的道具——怪兽球中的机械怪兽。为了帮助不能变身为赛文奥特曼的团，乡秀树从奥特之星带来了赛文加。虽然外表迟钝但却有着强大的战斗力，拥有坚固的装甲，但是召唤出来一分钟后，便不能再活动了。而且每次战斗后，五十小时内无法再使用。在《泽塔奥特曼》中，赛文加作为地球防卫部队“军械库”对抗怪兽所用的机器人之一登场，设定与《雷欧奥特曼》中的不同。在《泽塔奥特曼》中赛文加是军械库开发的世...
憨豆先生动画版 第二季 中文配音,52,会员专享,9.5,1,127626,11654,1162,5836,1176,2323820,英国,101,1,"['原创', '搞笑', '日常', '治愈']",2002-01-25,0,30,无,憨豆先生：罗温·艾金森,"《憨豆先生动画系列》的原型是根据风靡全球的电视主角“罗温•艾金森”（憨豆先生）的形象构图而成，构思巧妙，创意独特。日常生活中的憨豆先生是个有一点笨拙,有一点幼稚,有一点单向思维，也有一点腼腆的家伙。无论生活中遇到什么困难或者难题，憨豆先生总能他独有的幽默搞笑的方式化解。最重要的是，憨豆先生的丰富的肢体动作和变化多端的面部表情使得他的生活充满了各种喜剧。这部片讲述的正是憨豆先生搞笑的日常生活和生活趣事。"
尽管如此世界依然美丽,12,免费,9.5,1,961056,961056,51409,72716,407313,14004899,日本,6710,1,"['治愈', '少女', '漫画改', '架空']",2014-04-05,26,2291,无,"妮可·鲁梅露希耶：前田玲奈,里维斯：工藤晴香,島﨑信長,卡拉·鲁梅露希耶：寺崎裕香,鲍德温·施谢尔·伊弗利奇亚：櫻井孝宏,尼尔：杉田智和,拉尼·亚利斯特斯：浪川大輔,蜜怡娜：浅川悠,阿玛露娜·路伊..",雨之国的公主妮可，拥有一种特殊的能力-控制降雨，性格好胜。她在输掉和姐姐的剪刀石头布后被迫嫁给了晴之国Livius。Livius在三年内征服了世界，被世人称为恐怖之王。然而，当妮可第一次遇见Liveius时惊奇的发现，Livius是一位比自己还小的少年。妮可和Livius从最开始的形式上的夫妻，共同走到最后心灵相通。
歌愈少女,12,独家,9.5,1,52358,52358,6080,57357,4869,1441974,日本,704,1,"['原创', '治愈', '音乐']",2022-04-04,4,261,3Hz,"藤井奏：矶部花凛,五城玲美：堀内麻里菜,森岛响：熊田茜音,矢薙索尼娅：吉武千飒,乌丸理彩：高垣彩阳,渚笙子：东城日沙子,穗之坂忍：高木美佑",第三医学，歌愈——用歌声来治疗伤痛的“声音医学”。这种用歌唱进行治疗的职业，人们称其为“歌愈师”。在乌丸声音治疗院工作的三位见习歌愈师们。充满活力的开心果，藤井奏。有些强势的大小姐，五城玲美。温和可靠的大姐姐，森岛响。三名高一学生在放学后，为了成为独当一面的歌愈师，会在乌丸治疗院进行修行。再加上拥有C级歌愈师执照的归国子女矢薙索尼娅，几位少女朝着梦想，今天也将唱响治愈之声！
Ｄｒ．ＳＴＯＮＥ 石纪元 粤配版,24,会员专享,9.5,1,4215256,21291,5066,70121,7705,2478229,日本,622,1,"['漫画改', '科幻', '励志', '冒险']",2022-01-31,0,173,TMS Entertainment,"石神千空：黄荣璋,大木大树：蔡威贤,小川杠：何凯怡,石神百夜：罗伟亮,狮子王司：梁皓翔,琥珀：杨婉潼,金狼：陈成港,银狼：杜景煜,克罗姆：严镇华,琉璃：植婉雯,贾斯帕：梁皓翔,塔可兹：陈凯婷,卡瑟吉：罗伟亮,艾恩：杨婉潼,孔雀：何凯怡,东乐：廖欣怡,古曜：李家杰,西瓜：廖欣怡,卡波：梁皓翔,莎维尔：陈凯婷,名取：杜景煜,阿尔米：廖欣怡,玛古玛：周倚天,曼特尔：陈成港,佳尼特：陈凯婷,沙菲雅：廖欣怡,璐比：植婉雯,萨根：李家杰,刚恩：罗伟亮,华西列夫斯基：李家杰,浅雾幻：张振熙,齐尔丹：李家杰,玄武：张振熙,云母：杜景煜,莉莉安：黄紫娴,沙米勒：杜景煜,可妮：廖欣怡,雅科夫：郭俊廷,达莉雅：陈凯婷,阿焰：顾咏雪,砂岩：李家杰,冰月：郭俊廷",全人类因神秘现象瞬间被石化后，过了数千年——。拥有超人头脑的科学少年千空苏醒了。面对文明灭绝的石之世界，千空决心用科学的力量夺回这个世界。让体力过人的青梅竹马·大木大树苏醒，要从零开始创造文明——从石器时代到现代文明，追上200万年的科学史！前所未闻的创世冒险故事，就此展开！
巴哈姆特之怒 GENESIS,13,免费,9.5,1,777524,625528,21062,34625,200388,9023244,日本,3454,1,"['奇幻', '魔法', '神魔', '架空']",2014-10-06,19,1065,无,"法瓦罗·雷欧涅：吉野裕行,凯撒·利德法尔德：井上剛,阿米拉：清水理沙,莉塔：沢城みゆき,拉瓦雷：平田広明,贞德：潘めぐみ,巴克科斯：岩崎ひろし,汉萨：森久保祥太郎,阿萨谢尔：森田成一","这里是人,神,魔等种族共同生活的神秘世界，密斯塔尔希亚。过去，黑银之翼的巴哈姆特曾几乎令这个世界毁灭，但人，神，魔三族共同战斗，作出了巨大的牺牲后，终于把它的力量封印了起来。接着，神与魔两方分别保存着封印钥匙的一半。二千年以后，世界始终和平安宁。不知从什么时候起，人类将巴哈姆特当作了独一无二的尊贵存在，畏惧并崇拜它。某一天，一位少女夺走了保护严密的神族的钥匙。世界的均衡渐渐被打破。当巴哈姆特再次发出吼声之时，世界再次落入绝望的深渊。世界啊，毁灭吧！某个声音如此肯求着。"
一杆青空,1,会员专享,9.5,1,80010,80010,2663,12698,2347,517542,日本,856,1,"['原创', '日常', '运动']",2021-12-31,4,307,无,"美波：高木美佑,遥：天海由梨奈,彩花：后藤彩佐","一改往日的习惯，早早地起床，把球杆和跃跃欲试的心情都装进高尔夫球袋，开始这崭新的又一天吧。主角美波是一名刚开始打高尔夫的新手。遥和彩花在关照着她的同时，也各自纵情挥杆享受高尔夫，并把这份快乐传递给美波。三人的学校,兴趣爱好都迥然不同。但通过高尔夫这项运动，她们的世界都变得更加丰富多彩。这是她们的故事中的一页。"
白领羽球部,12,会员专享,9.5,1,231235,231235,27577,104764,44766,5013391,日本,2809,1,"['原创', '热血', '运动']",2022-01-29,10,778,LIDENFILM,"白鸟尊：榎木淳弥,宫澄建：三木真一郎,佐伯苍汰：石川界人,佐伯橙也：逢坂良太,竹田浩辉：柿原彻也","白鸟尊，拥有天才的观察能力，以羽毛球选手身份打拼。然而因为全国高中生大赛时留下的心理阴影，他一直打不出自己理想的状态。最终，他以业余选手身份效力的强队：三穗银行队开除了他。为了能以选手身份东山再起，他加入了阳光饮品公司。然而等待他的却是陌生的职员工作，以及一个尚未打出成绩的弱小羽球部。不仅如此，他还遇到了一个粗鲁,大嗓门还特别自来熟的大叔：宫澄建曾为天才,现为社会新人，遇上豪爽大叔「羽球白领」。当一切都截然相反的两人结成搭档，濒临放弃的梦想，再一次拉开了帷幕。"
天才王子的赤字国家振兴术,12,会员专享,9.5,1,2420641,2420641,397430,1150197,427858,65650512,日本,33544,1,"['小说改', '架空', '奇幻']",2022-01-11,89,9806,横滨动画研究所,"维恩：齐藤壮马,妮妮姆：高桥李依,芙拉妮雅：千本木彩花,洛薇蜜娜：东山奈央,菲雪：日笠阳子,那那奇：榊原优希,洁诺：中岛由贵",暴露在霸权国家威胁下的小国：纳特拉王国年纪轻轻就背负国家重担的王子维恩在辅佐官妮妮姆的支持下，发挥自身的天赋，开始施展精明的手段。可是，这个国家……已经彻底没救了！想要革新内政却没钱。想要向外夺取却没有军力。靠谱的优秀人才全都流失到了国外。真想赶紧把国家卖了跑路啊。维恩的心愿是卖掉国家，尽早退隐，过上悠闲自在的生活。若是能讨好大国，应该就能把国家卖出去。然而外交与军事却向出乎意料的方向发展……依靠智慧与临机应变影响世界天才王子运营弱小国家，就此开幕！
真魔神英雄传 魔神山篇,2,免费,9.5,1,70486,54768,1050,1931,2474,977750,日本,167,1,"['热血', '奇幻', '历史', '时泪']",1989-08-05,1,59,Sunrise,"战部渡：田中真弓,忍部火美子：林原惠,剑部武一郎：西村知道,翔龙子：伊仓一恵,渡部古拿马：山寺宏一,海火子：高乃丽,忍部幻龙斋：绪方贤一",魔神英雄传的第一部OVA，接在TV版第一部之后制作发行，共两话。上篇：救世主归来位于创界山下神部海中的岛屿魔神山，是魔神工匠东卡拉林的魔神工场所在地。某一天，这里遭到了魔界的进攻。领头的是金卡库和银卡库两位魔界使者。他们奉魔王多鲁达之命前来夺取东卡拉林制造的究极魔神皇帝龙。情急之中东卡拉林的学徒特娜丽化妆逃到创界山，被忍部火美子救起。得知情况的诸位急忙将救世主战部渡请回，前往支援魔神山……下篇：苏醒吧！传说中的皇帝龙在渡等人的努力下，金银卡库被暂时击退，东卡拉林告诉渡需要靠救世主的龙王之剑才能唤醒皇帝龙，...
飞翔的魔女 小剧场,10,免费,9.5,1,884804,84736,1875,2636,1088,800398,日本,520,1,['少女'],2016-04-09,1,125,无,"木幡真琴：篠田みなみ,仓本圭：菅原慎介,奇多：茅野愛衣,仓本千夏：鈴木絵理,犬养：日野まり,石渡直：三上枝織,椎名杏子：井口裕香,肯尼：佐倉綾音,阿尔：小澤亜李",在青森开始做魔女！青森——在这片被丰饶的大自然围绕的土地上，有时会发生些不可思议的事情。木幡真琴15岁，魔女。和黑猫千户一同从横滨过来的她，开始在青森的亲戚家里修行。虽然现在还只是仅仅能飞上天空这种程度，但她仍然和表兄妹圭和千夏一起度过着充实的生活。
新猫和老鼠 第一季,25,会员专享,9.5,0,3191975,117742,11420,62292,14274,10878038,美国,741,1,['无'],2013-12-31,2,184,无,0,在该系列中，猫和老鼠在现代化的环境中相遇，讲述了全新的故事和全新的人物，更是进入了从中世纪城堡到一个疯狂科学家的实验室奇妙的世界。
舞-乙HiME 0～S.ifr～,3,免费,9.5,1,86882,10720,335,625,2276,166568,日本,107,1,"['少女', '战斗']",2008-02-22,0,33,无,"鸨羽舞衣：中原麻衣,玖我夏姬：千葉紗子,日暮あかね：岩男潤子,神崎黎人：関俊彦,真田紫子：井上喜久子",这是一场被加尔德罗贝封印的战争。讲述风华王家之秘，和爱莉卡的母亲＝雷娜·塞亚斯的故事。憧憬着乙HiME的少女＝西弗尔。某一天，魔手袭击了在无依无靠的同时仍坚强生存着的她。谜之组织「希巴鲁兹」们拐走了西弗尔。在危急时刻，将她救出的是黑衣绅士＝布鲁斯，他的女仆(?)＝蕾娜，紫苑修女和她的乙HiME＝Meister拉凯尔，以及五柱·一之柱=艾利奥特。少女西弗尔之谜。拥有乙HiME力量却将其拒绝的蕾娜。加尔德罗贝之谜。五柱的背叛。现在，正是先代乙HiME觉醒之时。标题中的“S.ifr”包含了两层意思：其一，它在阿拉伯语中是0的意思；其二，它也...
空想新子和千年的魔法,1,独家,9.5,1,0,88941,2496,13816,2925,817886,日本,359,2,"['剧情', '动画', '小说改']",2009-11-22,1,132,无,"福田麻由子,水泽奈子,森迫永依,本上真奈美,松元环季,富泽风斗,竹本英史,小山刚志,塚田正昭","昭和30年，位于山口县的防府市，是一个依山傍水,空气清新的美丽所在。就读小学三年级的青木新子自幼生长在这里，她最喜欢听爷爷讲述的关于这个小町千年前古国国筑的故事。某天，一个来自大都市的转学生走入新子所在的班级。"
新飞天小女警 第三季,40,会员专享,9.5,1,173731,20529,1344,9949,5442,1909329,美国,134,1,['少儿'],2018-05-13,0,45,无,"导演：尼克·詹宁斯/鲍勃·博伊尔/亚伯·奥迪什/茱莉亚·菲茨莫里斯/詹姆斯·伯克/斯基普·琼斯,编剧：克雷格·麦克拉肯/哈利·曼奇尼/杰克·高曼,主要演员：阿曼达·莱顿/娜塔莉·帕拉米斯/克里斯汀·李","宁静的小镇村住着一位神秘的尤教授，他通过科学实验创造出了三个拥有超级力量的完美女孩，她们的名字分别是：泡泡,毛毛和花花。泡泡的性格在三人之中最为天真开朗，毛毛的性格在三人之中较为暴躁易怒，花花则是天生的领袖和代言人，她们三个人互相帮助，补足对方的不足，组成了以惩奸除恶为终极使命的“飞天小女警”组合。在小镇村内设有专线供村民们呼叫飞天小女警前往帮助他们，小女警们的首要任务就是与各方反派势力斗智斗勇。三位超能小女警需要在小镇需要她们的时候出动，打击罪犯，用自己无与伦比的“女孩力量”守护家园和身边的小镇居..."
鲁邦三世： sweet lost night~魔法的神灯是噩梦的预感~,1,会员专享,9.5,1,986818,17291,538,4011,809,157105,日本,111,1,"['搞笑', '热血']",2008-07-25,0,31,TMS Entertainment,"鲁邦三世:栗田贯一,次元大介:小林清志,峰不二子:増山江威子,石川五卫门:井上真树夫,钱形警部:纳谷悟朗","《鲁邦三世》是日本漫画家Monkey Punch（モンキー．パンチ，本名《鲁邦三世》是日本漫画家Monkey Punch（モンキー．パンチ，本名加藤一彦）的漫画系列作品，1967年8月10日在双叶社《周刊漫画Action》创刊号上开始连载，1971年TV动画初登荧屏，至今已超过40年并仍在放送中，一直保持极高人气，是日本动漫界名副其实的不死鸟，被誉为日本国民级动漫。该作品已被陆续改编为电视动画,剧场版,OVA,游戏等。《《鲁邦三世》是日本漫画家Monkey Punch（モンキー．パンチ，本名加藤一彦）的漫画系列作品，1967年8月10日在双叶社《周刊漫画Action》创刊..."
